name,address,zipcode,phone,cuisine,ID
smorgas chef,"58 park ave, ,",10016,2128479745.0,scandinavian,2316
marche madison,"630 1st ave,",10016,2127790110.0,delis,2317
bubble tea & crepes,"251 5th ave, ,",10016,6465901959.0,bubble tea coffee & tea creperies,2318
madison bistro,"238 madison ave, ,",10016,2124471919.0,french,2319
country restaurant,"90 madison avenue # 3, ,",10016,2128897100.0,restaurants,2322
waterfront ale house,"540 2nd ave, ,",10016,2126964104.0,pubs american (traditional),2323
poke chan,"315 5th ave, unit 5",10016,6464498842.0,poke hawaiian,2324
zuma new york,"261 madison ave, ,",10016,2125449862.0,sushi bars japanese breakfast & brunch,2325
duke's,"560 3rd ave,",10016,2129495400.0,american (traditional),2326
manhattan center market,"514 3rd ave, ,",10016,2126895090.0,delis meat shops,2327
26th and madison halal stand,"26th and madison, ,",10016,,middle eastern food stands,2328
kajitsu,"125 e 39th st, ,",10016,2122284873.0,japanese vegetarian vegan,2330
tina's cuban cuisine,"179 madison ave, ,",10016,2126793500.0,cuban latin american,2332
arabesque,"4 e 36th st, ,",10016,2125322210.0,mediterranean moroccan middle eastern,2334
mazhi asian bistro & bar,"120 e 34th st, ,",10016,2126868866.0,chinese japanese vietnamese,2335
raines law room at the william,"the william, 24 e 39th st,",10016,,lounges cocktail bars,2336
middle branch,"154 e 33rd st, ,",10016,2122131350.0,cocktail bars,2337
eros greek restaurant,"447 3rd ave,",10016,2122521972.0,salad seafood greek,2338
barbes restaurant,"19-21 e 36th st, ,",10016,2126840215.0,moroccan french,2340
scotty's diner,"336 lexington ave, ,",10016,2129861520.0,diners breakfast & brunch,2341
joy of india,"127 e 28th st frnt, ,",10016,2126850808.0,indian,2342
mishima restaurant,"164 lexington ave, ,",10016,2125329596.0,japanese sushi bars,2343
ps 450,"450 park ave s, ,",10016,2125327474.0,american (new) lounges cocktail bars,2344
the sea fire grill,"158 e 48th st,",10017,2129353785.0,seafood steakhouses bars,2345
udon west,"150 e 46th st, ,",10017,2129229677.0,japanese noodles,2346
vitae,"4 e 46th st, ,",10017,2126823562.0,american (new) wine bars cocktail bars,2347
toscana 49,"143 east 49 st, ,",10017,2122560190.0,italian,2348
kuruma zushi,"7 e 47th st, 2nd fl,",10017,2123172802.0,sushi bars japanese,2349
allora ristorante,"145 e 47th st,",10017,2127549800.0,italian bars,2351
vermilion,"480 lexington ave, ,",10017,2128716600.0,indian latin american,2352
the bar downstairs,"485 5th ave, ,",10017,2126011234.0,lounges tapas/small plates cocktail bars,2353
soba totto,"211 e 43rd st, ,",10017,2125578200.0,japanese,2355
luke's lobster midtown east,"207 e 43rd st, ,",10017,6466570066.0,seafood,2356
annie moore's bar & restaurant,"22 east 41st st, new york,",10017,2129867826.0,salad burgers irish pub,2357
avra estiatorio,"141 e 48th st, ,",10017,2127598550.0,seafood greek mediterranean,2359
dos toros taqueria,"465 lexington ave, ,",10017,3473943844.0,mexican,2362
herbs thai bistro,"251 e 45th st, ste 1,",10017,2128089388.0,thai,2363
aretsky's patroon,"160 e 46th st,",10017,2128837373.0,american (traditional) steakhouses,2364
delicacy,"12 e 44th st, ,",10017,2126974444.0,korean buffets american (traditional),2365
sakanaya,"304 e 49th st,",10017,2123390033.0,sushi bars japanese seafood,2366
pietros ristorante,"232 e 43rd st, ,",10017,2126829760.0,steakhouses italian,2367
eatsa,"285 madison ave, ste 101",10017,4159304006.0,salad vegetarian fast food,2368
great northern food hall,"grand central terminal, 89 e 42nd st",10017,6465684020.0,food court bakeries delis,2369
agern,"grand central terminal, 89 e 42nd st,",10017,6465684018.0,scandinavian bars,2371
hatsuhana sushi restaurant,"17 e 48th st, ,",10017,2123553345.0,japanese sushi bars,2372
roti modern mediterranean,"142 e 43rd st, ,",10017,6464943359.0,mediterranean gluten-free sandwiches,2373
lexington brass,"517 lexington ave, ,",10017,2123925976.0,american (traditional) gluten-free breakfast & brunch,2374
davio's northern italian steakhouse,"447 lexington ave,",10017,2126614810.0,steakhouses italian gluten-free,2375
mona kitchen & market,"310 e 44th st, ,",10017,2125990999.0,coffee & tea delis juice bars & smoothies,2376
sushi tsushima,"210 e 44th st, ,",10017,2122071938.0,japanese sushi bars,2377
sushi yasuda,"204 e 43rd st, ,",10017,2129721001.0,japanese,2378
blackwells pub and restaurant,"150 e 47th st, ,",10017,2126617890.0,pubs american (traditional),2379
sandwicherie of new york,"202 e 42nd st, ,",10017,2129725600.0,sandwiches salad breakfast & brunch,2381
aburiya kinnosuke,"213 e 45th st,",10017,2128675454.0,tapas/small plates izakaya,2383
ristorante grifone,"244 e 46th st, ,",10017,2124907275.0,italian,2384
the capital grille,"155 e 42nd st,",10017,2129532000.0,steakhouses seafood wine bars,2386
la bellezza,"145 e 49th st, ,",10017,2128713223.0,pizza,2387
dainobu,"129 e 47th st, ,",10017,2127557380.0,grocery japanese,2388
num pang sandwich shop,"140 e 41st st,",10017,2128678889.0,cambodian sandwiches,2389
yogi korean bbq tacos,"49th st & 3rd ave, ,",10017,,street vendors barbeque,2390
yama 49,"308 e 49th st, ,",10017,2123553370.0,sushi bars japanese,2392
hello pasta,"708 3rd ave, ,",10017,2125572782.0,italian fast food,2393
tabletime,"20 e 42nd st,",10017,2126824242.0,delis salad soup,2394
il postino,"337 east 49th st, ,",10017,2126880033.0,italian,2396
caveman coffee cave @ brick,"465 lexington ave., ,",10017,9173882666.0,cafes,2397
ambassador grill,"one united nations plz, ,",10017,2127581234.0,american (traditional) breakfast & brunch asian fusion,2398
sushi ginza onodera,"461 5th ave, ,",10017,2123900925.0,sushi bars japanese,2399
jpmorgan chase cafeteria,"jp morgan chase, 270 park ave, fl 2,",10017,,delis,2400
wollensky grill,"210 e 49th st, ,",10017,2127530444.0,american (new) seafood steakhouses,2401
yogi korean grill,"47th and 3rd, ,",10017,,korean,2402
benton cafe,"156 e 45th st, ,",10017,2129229788.0,japanese,2403
the rawl,"212 e 45th st,",10017,6466495471.0,asian fusion sushi bars,2404
osteria laguna,"209 e 42nd st, ,",10017,2125570001.0,italian,2405
bread & butter,"757 3rd ave, ,",10017,2125880444.0,sandwiches desserts korean,2406
kitaya,"212 e 45th st, ,",10017,6466495471.0,japanese,2409
cafe spice express,"109 e 42nd st, ,",10017,6462271300.0,indian fast food pakistani,2411
ruffles,"511 lexington ave, ,",10017,2122236785.0,american (new),2412
restaurant riki,"141 e 45th st, ,",10017,2129861109.0,japanese salad seafood,2413
zengo,"622 3rd ave, ,",10017,2128088110.0,latin american asian fusion,2415
pera mediterranean brasserie,"303 madison ave, ,",10017,2128786301.0,turkish mediterranean middle eastern,2416
the shop,"485 5th ave, ,",10017,2126011234.0,american (new) bars,2417
sunrise mart,"12 e 41st st, ,",10017,6463809280.0,grocery japanese,2418
la chula nyc,"89 e 42nd st, ,",10017,2125997500.0,tacos,2420
sinigual,"640 3rd ave, ,",10017,2122860250.0,mexican bars,2421
grand central oyster bar,"grand central station, 89 e 42nd st,",10017,2124906650.0,seafood,2423
graso grill,"16 e 48th st, ,",10017,2127594848.0,bagels sandwiches burgers,2424
benjamin steakhouse,"52 e 41st st, ,",10017,2122979177.0,steakhouses seafood,2425
patsy's pizzeria,"801 2nd ave, ,",10017,2128789600.0,italian pizza,2426
cipriani,"110 e 42nd st, ,",10017,2124990599.0,italian specialty food,2427
the 300 club,"pricewaterhousecoopers llp, 300 madison avenue,",10017,6464715641.0,delis,2428
maggie's place,"21 e 47th st,",10017,2127535757.0,bars american (new) venues & event spaces,2429
naya express,"688 3rd ave, ,",10017,2125570007.0,mediterranean middle eastern,2431
atomic wings,"306 e 49th st,",10017,6469984910.0,chicken wings,2432
wolfgang's steakhouse,"16 e 46th st, ,",10017,2124908300.0,steakhouses,2434
tudor cafe,"5 tudor city pl, fl 1,",10017,2125736490.0,cafes,2435
bierhaus nyc,"712 3rd ave, ,",10017,2128672337.0,german bars,2436
henry's rooftop bar,"501 lexington ave, ,",10017,2127551400.0,american (new) bars,2437
shih lee good eats,"311 e 45th st, ,",10017,2128670318.0,chinese,2438
delmonico nyc,"375 lexington ave, ,",10017,2126610150.0,delis american (new),2439
ny express biryani,"corner of soverign bank, 45th st & 3rd ave sw side,",10017,3473997902.0,food stands,2440
tonkatsu matsunoya,"131 e 45th st,",10017,6466928143.0,japanese,2442
cafe olympia,"833 2nd ave, ,",10017,2128838383.0,delis,2443
taylor st baristas,"33 e 40th st, ,",10017,2122510719.0,cafes coffee & tea,2444
99 cent fresh pizza,"151 e 43rd st, ,",10017,2129220257.0,pizza,2448
paradigm,"12 e 49th st, ,",10017,2127587816.0,french,2449
pershing square,"90 e 42nd st, ,",10017,2122869600.0,american (traditional) breakfast & brunch seafood,2450
piccolo fiore,"230 e 44th st, ,",10017,2129220581.0,italian,2456
shinbashi,"7 e 48th st, ,",10017,2128131009.0,japanese sushi bars,2457
texas rotisserie & grill,"712 3rd avenue, ,",10017,2126811100.0,southern barbeque,2458
a cafe,"459 lexington ave, ,",10017,2126611040.0,sandwiches,2459
elite food bar,"325 e 48th st, ,",10017,2122074000.0,sandwiches,2460
bookmarks,"library hotel, 299 madison ave,",10017,2122045498.0,bars,2461
sakura of japan,"819 2nd ave, ,",10017,2129728540.0,japanese,2462
alcala restaurant,"246 e 44th st, ,",10017,2123701866.0,spanish basque,2463
kitto,"16 e 48th st, 2nd floor,",10017,2127594880.0,japanese asian fusion,2464
ammos estiatorio,"52 vanderbilt ave, ,",10017,2129229999.0,greek seafood,2465
"fruit salad, fruit smoothies food cart","e 47th st & park, ,",10017,,juice bars & smoothies fruits & veggies food stands,2466
gente,"153 e 45th st, ,",10017,2125575555.0,italian,2469
district social,"252 w 37th st,",10018,2129949599.0,bars american (new),2470
trademark taste & grind,"38 w 36th st,",10018,6468582320.0,bars american (new) venues & event spaces,2471
parker & quinn,"64 w 39th st, ,",10018,2127290277.0,american (new) bars breakfast & brunch,2472
pokéworks,"63 w 37th st, ,",10018,2125758881.0,hawaiian seafood poke,2473
mercato,"352 w 39th st, ,",10018,2126432000.0,italian,2474
havana ny,"58 w 38th st,",10018,2129440990.0,cuban latin american,2475
coffeemania,"1065 ave of the americas,",10018,2122212510.0,american (new) coffee & tea breakfast & brunch,2476
crisp,"110 w 40th st, ,",10018,2126610000.0,mediterranean,2477
calle dao,"38 w 39th st, ,",10018,2122219002.0,cuban cocktail bars breakfast & brunch,2478
cafe tarantin,"302 w 38th st, ,",10018,2122391921.0,mediterranean cafes,2480
district tap house,"246 w 38th st, ,",10018,2122211822.0,sports bars gastropubs pubs,2482
friedman's,"450 10th ave, ,",10018,2122681100.0,breakfast & brunch gluten-free american (new),2485
go! go! curry!,"273 w 38th st, ,",10018,2127305555.0,japanese,2486
casa nonna,"310 w 38th st, ,",10018,2127363000.0,italian,2487
boccone,"506 9th ave,",10018,2125609500.0,italian tapas bars mediterranean,2488
zest szechuan,"45 w 39th st,",10018,6468700521.0,szechuan,2489
black iron burger,"245 w 38th st,",10018,6464763116.0,burgers,2490
tavola,"488 9th ave, ,",10018,2122731181.0,italian pizza wine bars,2492
sergimmo salumeria,"456 9th ave, ,",10018,2129674212.0,italian sandwiches,2494
larb ubol,"480 9th ave,",10018,2125641822.0,thai,2495
non solo piada,"302 w 37th st,",10018,2122160616.0,italian breakfast & brunch,2497
habanero blues,"29 w 36th st,",10018,6462593999.0,mexican cocktail bars,2499
cafe mofongo,"316 w 39th st, ,",10018,2124650592.0,dominican,2500
jimmy's nyc,"156 w 38th st,",10018,2129242424.0,lounges sushi bars puerto rican,2501
indian project,"243 w 38th st,",10018,2128270988.0,indian,2502
ai fiori,"400 5th ave, 2nd level,",10018,2126138660.0,italian french seafood,2504
99 cent fresh pizza,"143 w 40th st, ,",10018,2123665550.0,pizza,2505
reichenbach hall,"5 w 37th st, ,",10018,2123027744.0,bars german pretzels,2509
sarabeth's,"lord taylor, 424 5th ave, 5th fl,",10018,2128275068.0,breakfast & brunch american (traditional),2510
nanoosh,"469 seventh ave, ,",10018,2123900563.0,mediterranean,2511
new li yuan,"273 w 38th st, ,",10018,2125756978.0,cantonese cafeteria bakeries,2512
la panineria,"410 w 36th st, ,",10018,9176393441.0,coffee & tea italian sandwiches,2513
el sabroso,"265 w 37th st, ,",10018,2122841118.0,latin american sandwiches,2514
subway,"126 w 41st st, ,",10018,2127308030.0,sandwiches fast food,2515
aya sushi,"314 w 39th st,",10018,2122215849.0,japanese,2517
koi restaurant,"bryant park hotel, 40 w 40th st,",10018,2129213330.0,sushi bars japanese,2518
kristalbelli,"8 w 36th st, ,",10018,2122902211.0,korean,2519
the picnic basket,"65 w 37th st, ,",10018,2123822627.0,cafes sandwiches breakfast & brunch,2520
bryant park grill,"25 w 40th st,",10018,2128406500.0,bars american (new),2521
snax spot,"534 9th ave, ,",10018,9174751516.0,burgers fast food,2522
india kitchen,"493 9th ave,",10018,2122446342.0,indian,2523
proper west,"54 w 39th st, ,",10018,2129979000.0,sports bars american (new) lounges,2524
tabata ramen,"557 8th ave, ,",10018,2124652418.0,japanese soup,2526
the hummus & pita,"616 8th ave, ,",10018,6469444500.0,middle eastern mediterranean vegetarian,2527
arno ristorante,"141 w 38th st, ,",10018,2129447420.0,italian wine bars,2528
cuisine of pakistan,"478 9th ave, ,",10018,2127367745.0,pakistani,2529
tír na nóg,"315 w 39th st,",10018,2127600072.0,american (new) irish irish pub,2531
untamed sandwiches,"43 w 39th st, ,",10018,6466699397.0,sandwiches gluten-free,2532
bonchon,"207 w 38th st, ,",10018,2122213339.0,korean chicken wings asian fusion,2533
clyde frazier's wine and dine,"485 10th ave, ,",10018,2128421110.0,american (new) diners sports bars,2534
kobeyaki,"110 w 40th st, ,",10018,2123911600.0,japanese sushi bars burgers,2535
siblings nyc,"498 9th ave, ,",10018,6469186542.0,american (new),2536
zendo,"480 ninth ave, ,",10018,2124659645.0,lounges asian fusion,2538
zendo,"480 ninth ave, ,",10018,2124659645.0,lounges asian fusion,2539
chopstick house,"130 w 36th st, ,",10018,2128688090.0,chinese japanese,2540
carragher's pub & restaurant,"228 w 39th st, ,",10018,6463701545.0,pubs sports bars british,2541
kashmir 9,"478 9th ave,",10018,2127367745.0,halal pakistani desserts,2542
chicken house,"270 w 36th st, ,",10018,2126953493.0,chicken wings vietnamese sandwiches,2543
maoz falafel & grill,"683 8th ave, ,",10018,2122652315.0,falafel salad middle eastern,2544
southwest porch,"bryant park, 40th st and 6th ave,",10018,,american (new) bars,2545
blaggards pub,"8 w 38th st, ,",10018,2123822611.0,pubs irish,2546
capizzi,"547 9th ave, ,",10018,2126956900.0,pizza,2547
savour sichuan,"108 w 39th st, ,",10018,2122217237.0,szechuan dim sum asian fusion,2548
wok to walk,"570 8th ave, ,",10018,2123911500.0,asian fusion fast food,2549
6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,2128403767.0,delis,2550
taqueria diana,"524 9th ave,",10018,6466844541.0,mexican,2551
osaka,"535 8th ave, ,",10018,2126299708.0,japanese sushi bars,2552
tequillaville,"498 fashion avenue, ,",10018,2126300352.0,restaurants,2553
jonny's panini,"493a 9th ave,",10018,6464845733.0,cafes sandwiches,2554
lan sheng szechuan food restaurant,"128 w 36th st,",10018,2125758899.0,szechuan bars,2555
noodle 36,"305 w 36th st, ,",10018,2122396061.0,chinese noodles,2556
schnipper's quality kitchen,"620 8th ave, ,",10018,2129212400.0,american (traditional) comfort food,2557
maison kayser,"8 w 40th st, ,",10018,2123542300.0,bakeries french desserts,2558
jams restaurant & deli,"518 9th avenue, ,",10018,2129670730.0,restaurants,2559
chick-fil-a,"1000 avenue of the americas, ,",10018,2127049920.0,fast food,2561
pig n whistle,"202 w 36th st, ,",10018,2122394820.0,pubs american (new) sports bars,2562
kiss my slice,"274 w 40th st,",10018,2123919524.0,pizza,2563
pomodoro,"518 9th ave, ,",10018,2122397019.0,italian sandwiches,2566
grace cafe,"572 8th ave, new york,",10018,2129218141.0,sandwiches cafes,2568
ramini espresso bar & cafe,"265 w 37th st, ,",10018,9177044679.0,coffee & tea cafes,2570
main noodle house,"1011 6th ave, ,",10018,2128690888.0,chinese noodles,2572
tio pio west,"46 w 36th st,",10018,2122396633.0,latin american,2573
frankie & johnnie's steak house,"32 w 37th st, ,",10018,2129478940.0,steakhouses american (new),2574
the strand bistro,"33 w 37th st, ,",10018,2125844000.0,american (new),2575
thai select,"472 9th ave, ,",10018,2126959920.0,thai,2576
cafe zaiya,"kinokuniya bookstore, 1073 6th ave, fl 2,",10018,2127646785.0,desserts coffee & tea japanese,2577
sakura of japan,"1369 broadway,",10018,6468959308.0,japanese,2578
hole in the wall coffee,"420 5th ave,",10018,6466829510.0,coffee & tea donuts sandwiches,2579
international gourmet kitchen,"505 8th ave, ,",10018,2122169421.0,american (new) asian fusion,2580
colbeh,"32 w 39th st, ,",10018,2123548181.0,persian/iranian mediterranean,2581
the vegetable garden,"243 w 38th st, ,",10018,2128837668.0,vegetarian bagels kosher,2582
tanner smiths,"204 w 55 st, ,",10019,6465902034.0,cocktail bars american (new) breakfast & brunch,2584
topaz noodle bar,"129 w 56th st, ,",10019,2122472277.0,thai,2585
marea,"240 central park s, ,",10019,2125825100.0,italian seafood,2586
the back room,"153 w 57th st, ,",10019,2128972188.0,american (new),2588
yakitori totto,"251 w 55th st, fl 2,",10019,2122454555.0,izakaya,2590
ippudo westside,"321 w 51st st,",10019,2129742500.0,ramen,2592
kilo,"857 9th ave, ,",10019,2127078770.0,tapas bars wine bars modern european,2593
mozzarella & vino,"33 w 54th st, ,",10019,6466928849.0,italian,2594
the greek kitchen,"889 10th ave, ,",10019,2125814300.0,greek mediterranean,2595
pure thai cookhouse,"766 9th ave, ,",10019,2125810999.0,thai,2596
souvlaki gr,"162 w 56th st,",10019,2129747482.0,greek,2597
estiatorio milos,"125 w 55th st, ,",10019,2122457400.0,seafood greek mediterranean,2598
hama japanese cuisine,"11 w 51st st, ,",10019,2127577103.0,sushi bars japanese,2599
9ten restaurant,"910 7th ave, ,",10019,9176393366.0,american (new) bars pizza,2600
soba noodle azuma 55,"251 w 55th st,",10019,9172620540.0,noodles,2601
bengal tiger indian food,"58 w 56th st, 2nd fl,",10019,2122652703.0,indian,2602
pam real thai food,"404 w 49th st, ,",10019,2123337500.0,thai,2603
masseria dei vini,"887 9th ave, ,",10019,2123152888.0,wine bars italian,2604
as is nyc,"734 10th ave, ,",10019,6468581153.0,beer bar american (new),2605
le bernardin,"the equitable bldg, 155 w 51st st,",10019,2125541515.0,french lounges,2606
per se,"time warner ctr, 10 columbus cir, fl 4,",10019,2128239335.0,french,2607
toloache,"251 w 50th st, ,",10019,2125811818.0,mexican,2608
casellula,"401 w 52nd st, ,",10019,2122478137.0,wine bars american (new),2610
xi'an famous foods,"37 w 54th st,",10019,2127862068.0,noodles burgers chinese,2611
han sushi,"854 10th ave, ,",10019,2127078111.0,japanese,2612
bar bacon,"836 9th ave, ,",10019,6463620622.0,gastropubs,2613
casa toscana,"8th ave columbus cir, ,",10019,2122479600.0,tuscan gelato bakeries,2614
briciola,"370 w 51st st, ,",10019,6466785763.0,italian wine bars,2615
nippori,"245 w 51st st, ,",10019,6469645332.0,tapas/small plates ramen sushi bars,2617
petrossian,"182 w 58th st, ,",10019,2122452214.0,french armenian,2618
the halal guys,"w 53rd st 6th ave,",10019,,food stands middle eastern halal,2619
kashkaval garden,"852 9th ave, ,",10019,2122451758.0,mediterranean wine bars tapas bars,2621
the plaza food hall,"1 w 59th st, ,",10019,2125465499.0,american (new),2622
tina's restaurant,"23 w 56th st, ,",10019,2123154313.0,cuban food delivery services,2623
dig inn,"40 w 55th st, ,",10019,2122466844.0,american (new),2624
aba turkish restaurant,"325 w 57th st, ,",10019,2126559368.0,turkish mediterranean halal,2625
loi estiatorio,"132 w 58th st, ,",10019,2127130015.0,greek mediterranean pubs,2626
judge roy bean public house,"38 w 56th st,",10019,2122628300.0,pubs sports bars gastropubs,2627
brickyard gastropub,"785 9th ave, ,",10019,2127670077.0,gastropubs american (traditional) sports bars,2628
yong kang street,"1000 8th ave, ,",10019,2127658777.0,asian fusion,2629
trattoria dell'arte,"900 7th ave, ,",10019,2122459800.0,italian,2630
sake bar hagi,"152 w 49th st,",10019,2127648549.0,japanese,2631
havana social,"688 10th ave, ,",10019,2129562155.0,cuban cocktail bars tapas bars,2632
basso56,"234 w 56th st,",10019,2122652610.0,italian gluten-free wine bars,2633
b side pizza & wine bar,"370 w 51st st,",10019,6466797225.0,pizza italian tapas/small plates,2634
robert,"2 columbus cir, 9th fl,",10019,2122997730.0,american (new) breakfast & brunch,2635
beyond sushi midtown west,"62 w 56th st, ,",10019,6469645097.0,sushi bars vegan vegetarian,2636
cielo at the mayfair,"242 w 49th st, ,",10019,2124898600.0,italian bars,2638
blue ribbon sushi bar & grill,"308 w 58th st, ,",10019,2123970404.0,sushi bars japanese,2639
aaheli indian cuisine,"826 9th ave, ,",10019,2129699010.0,indian,2641
tacuba hell's kitchen cantina mexicana,"802 9th ave, ,",10019,2122454500.0,mexican latin american tapas bars,2642
quality italian,"57 w 57th st, ,",10019,2123901111.0,italian steakhouses,2643
hell's kitchen,"754 9th ave, ,",10019,2129771588.0,mexican,2644
clement,"700 fifth ave at 55th st,",10019,2129033918.0,american (new) diners buffets,2646
il corso,"54 w 55th st, ,",10019,2129571500.0,italian,2647
the modern - bar room,"9 w 53rd st, ,",10019,2123331220.0,lounges french,2648
totto ramen,"366 w 52nd st, ,",10019,2125820052.0,ramen,2649
michael's,"24 w 55th st, ,",10019,2127670555.0,american (new) salad pizza,2650
indikitch,"940 8th ave, ,",10019,6469187778.0,indian,2651
bolivian llama party,"1000 s 8th ave, underground @ 57th st & 8th ave",10019,3473955481.0,food stands latin american,2652
pizzarte,"69 w 55th st, ,",10019,2122473936.0,pizza italian gluten-free,2653
nobu 57,"40 w 57th st,",10019,2127573000.0,sushi bars japanese,2654
alfie's,"800 9th ave, ,",10019,2127572390.0,american (new) gastropubs,2656
between the bread eatery,"145 w 55th st, ,",10019,2127651840.0,cafes,2657
gastronomie 491,"turnstyle colombus cir, 1000s 8th ave",10019,2123153777.0,mediterranean specialty food breakfast & brunch,2658
fuku+,"15 west 56th st, ,",10019,,american (new) comfort food,2661
radiance tea house and books,"158 w 55th st, ,",10019,2122170442.0,asian fusion tea rooms chinese,2662
mamasita bar & grill,"818 10th ave, ,",10019,2123159444.0,mexican bars,2663
indian accent,"123 w 56th st, ,",10019,2128428070.0,indian,2665
k rico,"772 9th ave, ,",10019,2127579393.0,bars steakhouses,2666
quality meats,"57 w 58th st,",10019,2123717777.0,seafood steakhouses,2668
kiku japanese restaurant,"50 w 55th st, ,",10019,2125828357.0,japanese sushi bars,2669
danji,"346 w 52nd st, ,",10019,2125862880.0,korean,2670
bouchon bakery & cafe,"10 columbus cir, 3rd flr,",10019,2128239366.0,bakeries french cafes,2671
kellogg's nyc,"1600 broadway,",10019,6468470055.0,breakfast & brunch ice cream & frozen yogurt,2672
taboon,"773 10th ave, ,",10019,2127130271.0,middle eastern mediterranean,2674
puff cha ramen,"457 w 50th st, ,",10019,6466827768.0,thai bubble tea ramen,2675
donburiya,"253 w 55th st, ,",10019,2129807909.0,japanese seafood,2676
gallaghers steakhouse,"228 west 52nd st,",10019,2125865000.0,steakhouses seafood american (traditional),2677
blue dog kitchen bar,"308 w 50th st,",10019,2124590700.0,sandwiches breakfast & brunch cafes,2678
the burrito box,"885 9th ave, ,",10019,2124896889.0,mexican,2679
ardesia,"510 w 52nd st, ,",10019,2122479191.0,wine bars tapas/small plates,2681
bergdorf goodman restaurant,"754 5th ave, ,",10019,2128728977.0,american (new) tea rooms,2683
sarabeth's,"40 central park s, ,",10019,2128265959.0,breakfast & brunch american (traditional),2684
times square diner,"807 8th ave, ,",10019,2123152400.0,american (traditional) diners,2685
chez napoleon,"365 w 50th st, ,",10019,2122656980.0,french diners,2686
american retro,"714 11th ave, ,",10019,2122452203.0,american (new),2687
le soleil restaurant,"858 10th ave at 57th st, ,",10019,2125816059.0,haitian,2689
il baretto,"750 11th ave, ,",10019,2127572270.0,italian,2690
zoralie restaurant,"449 w 51st st, ,",10019,6465903751.0,dominican spanish puerto rican,2691
angelo's coal oven pizzeria,"117 w 57th st, ,",10019,2123334333.0,pizza italian,2692
la bergamote,"515 w 52nd st,",10019,2125862429.0,french desserts breakfast & brunch,2693
natsumi,"226 w 50th st, ,",10019,2122582988.0,sushi bars japanese,2694
il tinello ristorante italiano,"16 w 56th st, ,",10019,2122454388.0,italian,2695
petrossian boutique & cafe,"911 7th ave, ,",10019,2122452217.0,bakeries breakfast & brunch chocolatiers & shops,2696
annabel,"809 9th ave, ,",10019,2122452215.0,pizza wine bars,2698
steak freak,"50th st and 6th ave, ,",10019,6462499218.0,food trucks steakhouses,2699
der krung thai cuisine,"860 9th ave, ,",10019,2123972036.0,thai,2700
bareburger,"313 w 57th st, ,",10019,2126852273.0,burgers salad american (traditional),2701
desi deli indian restaurant,"724 10th ave, ,",10019,2123999007.0,indian salad vegetarian,2702
bombay masala,"148 w 49th st, ,",10019,2123028150.0,indian,2703
ariana afghan kebab restaurant,"787 9th ave, apt 3n,",10019,2122622323.0,middle eastern afghan,2704
hummus kitchen,"768 9th ave, ,",10019,2123333009.0,middle eastern mediterranean,2705
serafina broadway,"210 west 55th st,",10019,2123151700.0,italian pizza,2706
supernova,"novotel hotel times square, 226 w 52nd st,",10019,6464595820.0,american (traditional) lounges desserts,2707
mentoku,"744 9th ave, ,",10019,2129561784.0,ramen,2708
russian vodka room,"265 w 52nd st, ,",10019,2123075835.0,lounges russian jazz & blues,2709
basera indian bistro,"745 9th ave, ,",10019,2127579787.0,indian cocktail bars wine bars,2710
aldo sohm wine bar,"151 w 51st st, ,",10019,2125541143.0,wine bars french american (new),2711
la esquina,"200 w 55th st,",10019,6467073950.0,tacos,2712
99 cent fresh pizza,"1723 broadway, ,",10019,2122452155.0,pizza,2713
21 club,"21 w 52nd st, ,",10019,2125827200.0,american (traditional) venues & event spaces,2714
ristorante il melograno,"501 w 51st st, ,",10019,2127579290.0,italian desserts salad,2715
the original soupman,"259a w 55th st, ,",10019,2129560900.0,soup seafood,2716
bill's bar & burger,"16 w 51st st, ,",10019,2127058510.0,burgers american (new) bars,2717
dig inn,"856 8th ave,",10019,2125457867.0,cafes american (new) breakfast & brunch,2718
southgate bar & restaurant,"154 central park south, jw marriott essex house new york,",10019,2124845120.0,american (new),2720
otto's tacos,"705 9th ave,",10019,6469187681.0,mexican,2721
good dish,"2 w 58th st, ,",10019,,american (new),2722
burger joint,"119 w 56th st, ,",10019,2127087414.0,american (traditional) burgers,2723
tartinery,"1 w 59th st, ,",10019,6467553231.0,french coffee & tea bars,2725
fogo de chão brazilian steakhouse,"40 w 53rd st, ,",10019,2129699980.0,brazilian steakhouses seafood,2726
sushiya japanese restaurant,"28 w 56th st, ,",10019,2122475760.0,japanese sushi bars,2728
rex,"864 10th ave,",10019,2127570580.0,coffee & tea sandwiches bakeries,2729
mcdonald's,"946 8th ave, ,",10019,2125866676.0,fast food burgers salad,2730
churrascaria plataforma,"316 w 49th st, ,",10019,2122450505.0,brazilian steakhouses american (traditional),2731
jasper's taphouse + kitchen,"761 9th ave,",10019,2129571000.0,american (new) pubs,2732
noodies,"830 9th ave, ,",10019,6466697828.0,thai,2733
red 58,"158 w 58th st,",10019,2122450125.0,bars american (traditional) seafood,2734
lunch box,"886 9th ave, ,",10019,2129699642.0,sandwiches salad bagels,2735
bar americain,"152 w 52nd st, ,",10019,2122659700.0,american (new) bars,2736
toasties,"148 w 49th st, ,",10019,2123984900.0,sandwiches,2737
patsy's italian restaurant,"236 w 56th st, ,",10019,2122473491.0,italian southern wine bars,2738
