_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine,label
553763,2377,13953,sushi tsushima,"210 e 44th st, ,",10017,japanese sushi bars,tsushima,210 e 44th st,10017,japanese,1
554218,2379,13379,blackwells pub and restaurant,"150 e 47th st, ,",10017,pubs american (traditional),blackwells,150 e 47th st,10017,american,1
554582,2380,11784,pickler & co,"216 e 45th st,",10017,delis coffee & tea breakfast & brunch,pickler &  co,216 e 45th st,10017,american,1
555737,2385,13943,poulette midtown east,"304 e 49th st,",10017,french,sakanaya,304 e 49th st,10017,japanese,0
556184,2387,10589,la bellezza,"145 e 49th st, ,",10017,pizza,la bellezza,145 e 49th st,10017,pizza,1
559079,2404,9641,the rawl,"212 e 45th st,",10017,asian fusion sushi bars,the rawl,212 e 45th st,10017,asian,1
562658,2420,16060,la chula nyc,"89 e 42nd st, ,",10017,tacos,prova pizza bar,89 e 42nd st,10017,pizza/italian,0
562691,2420,10659,la chula nyc,"89 e 42nd st, ,",10017,tacos,the great northern deli and danish dogs,89 e 42nd st,10017,other,0
563144,2423,16060,grand central oyster bar,"grand central station, 89 e 42nd st,",10017,seafood,prova pizza bar,89 e 42nd st,10017,pizza/italian,0
563177,2423,10659,grand central oyster bar,"grand central station, 89 e 42nd st,",10017,seafood,the great northern deli and danish dogs,89 e 42nd st,10017,other,0
563563,2424,10392,graso grill,"16 e 48th st, ,",10017,bagels sandwiches burgers,graso grill,16 e 48th st,10017,asian,1
563833,2425,11864,benjamin steakhouse,"52 e 41st st, ,",10017,steakhouses seafood,dylan hotel,52 e 41st st,10017,continental,0
565622,2434,7079,wolfgang's steakhouse,"16 e 46th st, ,",10017,steakhouses,wolfgang's steakhouse boutique,16 e 46th st,10017,steak,1
568733,2447,16060,grand central terminal,"89 e 42nd st,",10017,landmarks & historical buildings train stations,prova pizza bar,89 e 42nd st,10017,pizza/italian,0
568766,2447,10659,grand central terminal,"89 e 42nd st,",10017,landmarks & historical buildings train stations,the great northern deli and danish dogs,89 e 42nd st,10017,other,0
568987,2448,9858,99 cent fresh pizza,"151 e 43rd st, ,",10017,pizza,99 cent fresh pizza,151 e 43rd st,10017,pizza,1
570245,2454,10367,hop won restaurant,"139 e 45th st, ,",10017,chinese,hop won express,139 e 45th st,10017,chinese,0
571582,2464,10392,kitto,"16 e 48th st, 2nd floor,",10017,japanese asian fusion,graso grill,16 e 48th st,10017,asian,0
572577,2470,16496,district social,"252 w 37th st,",10018,bars american (new),district social,252 w 37th st,10018,american,1
572599,2471,20107,trademark taste & grind,"38 w 36th st,",10018,bars american (new) venues & event spaces,trademark,38 w 36th st,10018,american,1
572899,2473,21969,pokéworks,"63 w 37th st, ,",10018,hawaiian seafood poke,pokeworks,63 w 37th st,10018,hawaiian,1
573414,2475,20542,havana ny,"58 w 38th st,",10018,cuban latin american,havana ny restaurant & bar,58 w 38th st,10018,chinese/cuban,1
574064,2478,15512,calle dao,"38 w 39th st, ,",10018,cuban cocktail bars breakfast & brunch,calle dao,38 w 39th st,10018,"latin (cuban, dominican, puerto rican, south & central american)",0
574624,2482,9594,district tap house,"246 w 38th st, ,",10018,sports bars gastropubs pubs,district tap house,246 w 38th st,10018,american,1
575620,2486,23876,go! go! curry!,"273 w 38th st, ,",10018,japanese,go go curry,273 w 38th st,10018,filipino,1
576237,2489,15984,zest szechuan,"45 w 39th st,",10018,szechuan,zest szechuan,45 w 39th st,10018,chinese,0
576423,2490,1673,black iron burger,"245 w 38th st,",10018,burgers,black iron burger,245 w 38th st,10018,hamburgers,1
576929,2493,7698,cocina del sur,"40 w 38th st, ,",10018,latin american,cocina del sur,40 w 38th st,10018,"latin (cuban, dominican, puerto rican, south & central american)",1
577655,2497,22407,non solo piada,"302 w 37th st,",10018,italian breakfast & brunch,non solo piada,302 w 37th st,10018,italian,1
580768,2512,23876,new li yuan,"273 w 38th st, ,",10018,cantonese cafeteria bakeries,go go curry,273 w 38th st,10018,filipino,0
580775,2513,22731,la panineria,"410 w 36th st, ,",10018,coffee & tea italian sandwiches,la panineria,410 w 36th st,10018,sandwiches/salads/mixed buffet,1
581918,2517,13190,aya sushi,"314 w 39th st,",10018,japanese,aya sushi,314 w 39th st,10018,japanese,1
584922,2531,17842,tír na nóg,"315 w 39th st,",10018,american (new) irish irish pub,tir na nog bar and grill,315 w 39th st,10018,irish,0
585116,2532,5930,untamed sandwiches,"43 w 39th st, ,",10018,sandwiches gluten-free,untamed sandwiches,43 w 39th st,10018,american,1
586586,2541,20697,carragher's pub & restaurant,"228 w 39th st, ,",10018,pubs sports bars british,carragher's,228 w 39th st,10018,irish,1
588066,2550,11802,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,kinokuniya cafe zaiya,1073 avenue of the americas,10018,japanese,0
588084,2550,9634,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,pret a manger,1071 avenue of the americas,10018,sandwiches/salads/mixed buffet,0
588098,2550,20595,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,moe's southwest grill,1029a avenue of the americas,10018,southwestern,0
588127,2550,3736,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,bombay junction/pizza king,1013 avenue of the americas,10018,indian,1
588128,2550,20670,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,sophie's cuban cuisine,1015 avenue of the americas,10018,"latin (cuban, dominican, puerto rican, south & central american)",0
588142,2550,4459,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,starbucks,977 avenue of the americas,10018,american,0
588764,2555,6732,lan sheng szechuan food restaurant,"128 w 36th st,",10018,szechuan bars,lan sheng restaurant,128 w 36th st,10018,chinese,1
590079,2563,10073,kiss my slice,"274 w 40th st,",10018,pizza,kiss my slice,274 w 40th st,10018,pizza,1
590313,2565,10073,piccolo cafe,"274 w 40th st,",10018,coffee & tea italian sandwiches,kiss my slice,274 w 40th st,10018,pizza,0
597044,2599,17998,hama japanese cuisine,"11 w 51st st, ,",10019,sushi bars japanese,hama,11 w 51st st,10019,japanese,0
599031,2603,10015,pam real thai food,"404 w 49th st, ,",10019,thai,pam real thai 49,404 w 49th st,10019,thai,1
600058,2606,8117,le bernardin,"the equitable bldg, 155 w 51st st,",10019,french lounges,le bernardin,155 w 51st st,10019,french,1
607448,2626,1092,loi estiatorio,"132 w 58th st, ,",10019,greek mediterranean pubs,loi estiatorio,132 w 58th st,10019,greek,1
610539,2636,8850,beyond sushi midtown west,"62 w 56th st, ,",10019,sushi bars vegan vegetarian,beyond sushi nyc inc,62 w 56th st,10019,vegetarian,0
613766,2645,7889,ocean prime,"123 w 52nd st, ,",10019,seafood steakhouses american (new),ocean prime,123 w 52nd st,10019,seafood,1
615152,2649,5437,totto ramen,"366 w 52nd st, ,",10019,ramen,takoyaki bar,366 w 52nd st,10019,japanese,0
625348,2675,23837,puff cha ramen,"457 w 50th st, ,",10019,thai bubble tea ramen,puff cha,457 w 50th st,10019,thai,1
629341,2684,14877,sarabeth's,"40 central park s, ,",10019,breakfast & brunch american (traditional),villagio on the park,40 central park s,10019,italian,0
635997,2701,18783,bareburger,"313 w 57th st, ,",10019,burgers salad american (traditional),bareburger,313 w 57th st,10019,american,1
640768,2711,14748,aldo sohm wine bar,"151 w 51st st, ,",10019,wine bars french american (new),le bernardin privã©/wine bar,151 w 51st st,10019,french,0
647131,2726,9079,fogo de chão brazilian steakhouse,"40 w 53rd st, ,",10019,brazilian steakhouses seafood,fogo de chao,40 w 53rd st,10019,brazilian,1
656238,2748,15340,the wayfarer,"101 w 57th st, ,",10019,american (new),the wayfarer,101 w 57th st,10019,seafood,1
657159,2753,16660,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,mastro's steakhouse,1285 avenue of the americas,10019,steak,1
657166,2753,15960,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,union bank of switzerland,1285 avenue of the americas,10019,american,0
657215,2753,4972,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,subway,1285 avenue of americas,10019,sandwiches,0
657359,2753,17002,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,ra at barclays,1301 avenue of the americas,10019,american,0
657403,2753,5028,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,starbucks,1301 avenue of the americas,10019,cafã©/coffee/tea,0
657414,2753,12002,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,credit agricole-cbi executive room,1301 avenue of the americas,10019,french,0
657422,2753,10495,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,west 53rd gourmet deli,1301 avenue of the americas,10019,delicatessen,0
657480,2753,953,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,pazza notte,1375 avenue of the americas,10019,italian,0
657529,2753,636,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,hilton employee cafeteria,1335 avenue of the americas,10019,american,0
657544,2753,22558,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,starbucks coffee,1320 avenue of the americas,10019,cafã©/coffee/tea,0
658280,2756,23280,domenico vacca café,"15 w 55th st, ,",10019,cafes,domenico vacca,15 w 55th st,10019,sandwiches/salads/mixed buffet,0
672202,2791,5276,totto ramen hell's kitchen,"464 w 51st st, ,",10019,ramen,totto ramen,464 w 51st st,10019,japanese,1
684866,2822,21407,pizza rollio,"1 w 58th st, ,",10019,pizza,epicerie bouloud,1 w 58th st,10019,bakery,0
684952,2822,20843,pizza rollio,"1 w 58th st, ,",10019,pizza,pizza rollio,1 w 58th st,10019,pizza,0
684994,2822,9469,pizza rollio,"1 w 58th st, ,",10019,pizza,ora di pasta,1 w 58th st,10019,italian,0
685275,2822,17739,pizza rollio,"1 w 58th st, ,",10019,pizza,sabi sushi,1 w 58th st,10019,japanese,0
688841,2834,7426,glaze teriyaki,"60 w 56th st, ,",10019,japanese korean gluten-free,glaze,60 w 56th st,10019,asian,1
690059,2839,16660,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,mastro's steakhouse,1285 avenue of the americas,10019,steak,0
690066,2839,15960,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,union bank of switzerland,1285 avenue of the americas,10019,american,0
690259,2839,17002,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,ra at barclays,1301 avenue of the americas,10019,american,0
690303,2839,5028,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,starbucks,1301 avenue of the americas,10019,cafã©/coffee/tea,0
690314,2839,12002,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,credit agricole-cbi executive room,1301 avenue of the americas,10019,french,0
690322,2839,10495,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,west 53rd gourmet deli,1301 avenue of the americas,10019,delicatessen,0
690380,2839,953,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,pazza notte,1375 avenue of the americas,10019,italian,1
690429,2839,636,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,hilton employee cafeteria,1335 avenue of the americas,10019,american,0
690444,2839,22558,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,starbucks coffee,1320 avenue of the americas,10019,cafã©/coffee/tea,0
693598,2849,4044,fluffy's cafe & pizzeria,"370 w 58th st,",10019,cafes pizza american (traditional),fluffy's cafe & pizzeria,370 w 58th st,10019,american,1
695158,2854,19179,the squeeze,"550 w 54th st, ,",10019,health markets juice bars & smoothies live/raw food,the squeeze,550 w 54th st,10019,"juice, smoothies, fruit salads",0
697167,2859,8993,terrace 5,"11 w 53rd st, ,",10019,american (new) italian,terrace 5,11 w 53rd st,10019,american,1
699129,2864,18787,blue dog cafe,"155 w 56th st, ,",10019,coffee & tea sandwiches,blue dog cafe,155 w 56th st,10019,cafã©/coffee/tea,1
704648,2876,15340,the quin,"101 w 57th st,",10019,hotels,the wayfarer,101 w 57th st,10019,seafood,0
707696,2889,19026,latin bites,"419 e 70th st,",10021,latin american american (traditional),latin bites,419 e 70th st,10021,"latin (cuban, dominican, puerto rican, south & central american)",1
709182,2904,19912,yia yia's- homemade greek food,"404 e 69th st,",10021,greek fast food,yia yia,404 e 69th st,10021,greek,0
720217,3030,23517,the bar room,"117 e 60th st, ,",10022,american (new) cocktail bars,the bar room,117 e 60th st,10022,american,1
721856,3036,10221,bill's townhouse,"57 e 54th st, ,",10022,american (new) salad sandwiches,bill's new york city,57 e 54th st,10022,american,1
722903,3041,23880,57 belle house,"151 e 57th st, ,",10022,american (new) french breakfast & brunch,57th belle house,151 e 57th st,10022,french,0
723385,3042,22202,sofia wine bar,"242 e 50th st,",10022,italian wine bars,sofia wine bar,242 e 50th st,10022,pizza/italian,1
724092,3044,18058,sukhumvit 51,"224 e 51st st, ,",10022,thai,sukhumvit 51,224 e 51st st,10022,thai,1
724771,3047,21442,kiss my french,"303 e 53rd st,",10022,tapas bars french cocktail bars,kiss my french,303 e 53rd st,10022,american,1
725405,3049,1590,nare sushi,"115 e 57th st,",10022,sushi bars japanese,spa castle premier,115 e 57th st,10022,korean,0
725514,3049,16414,nare sushi,"115 e 57th st,",10022,sushi bars japanese,la parisienne french bakery,115 e 57th st,10022,bakery,0
725609,3049,21594,nare sushi,"115 e 57th st,",10022,sushi bars japanese,nare sushi,115 e 57th st,10022,japanese,1
726756,3054,3296,totto ramen,"248 e 52nd st, ,",10022,ramen soup,totto ramen,248 e 52nd st,10022,japanese,1
727978,3058,12823,go! go! curry!,"235 e 53rd st, ,",10022,japanese fast food,go go curry,235 e 53rd st,10022,japanese,1
730582,3068,11970,salvation burger,"230 e 51st st, ,",10022,burgers salad cocktail bars,salvation burger,230 e 51st st,10022,american,1
730900,3069,11970,le bateau ivre,"230 e 51st st,",10022,french wine bars,salvation burger,230 e 51st st,10022,american,0
733518,3077,3865,tijuana tacos bar & grill,"330 east 53 street, suite#1,",10022,mexican,tijuana tacos barandgrill,330 east   53 street,10022,mexican,1
736837,3088,23177,fabio cucina italiana,"214 e 52nd st,",10022,italian,fabio restaurant,214 e 52nd st,10022,italian,1
737195,3090,15635,empire steak house,"151 e 50th st, ,",10022,steakhouses wine bars seafood,empire steak house,151 e 50th st,10022,american,1
737949,3093,23920,umi sushi,"303 e 56th st, ,",10022,japanese sushi bars,dai-hachi,303 e 56th st,10022,japanese,1
742839,3109,17602,the polo bar,"ralph lauren, 1 e 55th st,",10022,american (traditional) bars,the polo bar,1 e 55th st,10022,american,1
744265,3114,15457,blu on park,"116 e 60th st, ,",10022,steakhouses,blu on park,116 e 60th st,10022,steak,1
745018,3116,6346,jukai,"237 e 53rd st, ,",10022,japanese,insomnia cookies,237 e 53rd st,10022,american,0
745380,3117,18259,hakata grill east,"231 e 53rd st, ,",10022,japanese sushi bars,ernesto's,231 e 53rd st,10022,sandwiches/salads/mixed buffet,0
746268,3121,5109,sutton inn,"347 e 54th st, ,",10022,american (new) desserts,sutton inn,347 e 54th st,10022,american,1
749704,3137,7819,kung fu little steamed buns ramen,"146 e 55th st, ,",10022,ramen chinese,kung fu little steamed buns,146 e 55th st,10022,chinese,1
752343,3147,11643,amata,"209 e 56th st, ,",10022,italian,amata,209 e 56th st,10022,italian,1
753065,3150,15818,hudson malone,"218 e 53rd st 3rd ave, ,",10022,american (traditional),hudson malone,218 e 53rd st,10022,american,1
754788,3156,11652,la villetta,"398 e 52nd st, ,",10022,italian,la villetta,398 e 52nd st,10022,italian,0
758652,3172,18877,palace restaurant,"122 e 57th st, ,",10022,american (traditional) diners,palace restaurant,122 e 57th st,10022,american,1
760341,3178,22829,rotisserie georgette,"14 e 60th st,",10022,french,avra madison estiatorio,14 e 60th st,10022,greek,0
761295,3181,22829,avra madison,"14 e 60th st,",10022,greek seafood mediterranean,avra madison estiatorio,14 e 60th st,10022,greek,1
762263,3184,1528,hinata ramen,"159 e 55th st, ,",10022,ramen,hinata ramen,159 e 55th st,10022,japanese,1
766696,3201,12460,crimson & rye,"198 e 54th st, ,",10022,cocktail bars american (new),crimson & rye,198 e 54th st,10022,american,1
767036,3202,22899,bella roma,"401 e 57th st, ,",10022,pizza,bella roma pizza,401 e 57th st,10022,pizza,1
767142,3204,3296,hide-chan ramen,"248 e 52nd st,",10022,ramen,totto ramen,248 e 52nd st,10022,japanese,0
768939,3209,2026,212 steakhouse,"316 e 53rd st, ,",10022,steakhouses wine bars seafood,212 steakhouse,316 e 53rd st,10022,steak,1
770898,3217,11925,club bonafide,"212 e 52nd st, ,",10022,jazz & blues musicians cocktail bars,club bonafide,212 e 52nd st,10022,french,1
771774,3219,18259,little thai kitchen,"231 e 53rd st, ,",10022,thai,ernesto's,231 e 53rd st,10022,sandwiches/salads/mixed buffet,0
775144,3231,7819,fuji sushi & teriyaki,"146 e 55th st frnt, ,",10022,restaurants,kung fu little steamed buns,146 e 55th st,10022,chinese,0
776110,3234,884,four seasons hotel,"57 e 57th st, ,",10022,hotels,the bar/four seasons hotel,57 e 57th st,10022,american,0
777053,3239,14500,lucky cat,"232 e 53rd st, ,",10022,lounges ramen,lucky cat,232 e 53rd st,10022,japanese,1
780826,3256,11970,the pod 51 hotel,"230 e 51st st, ,",10022,hotels hostels,salvation burger,230 e 51st st,10022,american,0
781329,3258,22829,central park,"14 e 60th st, , central park conservancy",10022,parks,avra madison estiatorio,14 e 60th st,10022,greek,0
785697,3295,20558,bonmi,"150 w 62nd st,",10023,vietnamese sandwiches,bonmi,150 w 62nd st,10023,sandwiches/salads/mixed buffet,1
786226,3300,19068,the ribbon,"20 w 72nd st, ,",10023,american (new),the ribbon,20 w 72nd st,10023,american,1
786818,3306,16535,ed's chowder house,"44 w 63rd st, ,",10023,seafood,the empire rooftop,44 w 63rd st,10023,american,0
786994,3307,4063,joanne trattoria,"70 w 68th st, ,",10023,italian comfort food,joanne trattoria,70 w 68th st,10023,italian,1
787234,3309,5642,mandarin oriental lobby lounge,"80 columbus cir at 60th st,",10023,american (new) lounges,mandarin oriental hotel-asiate,80 columbus circle at 60th street,10023,asian,0
787322,3309,14661,mandarin oriental lobby lounge,"80 columbus cir at 60th st,",10023,american (new) lounges,mandarin oriental hotel-banquet,80 columbus circle at 60th street,10023,other,0
789643,3329,14780,la dinastia,"145 w 72nd st, ,",10023,asian fusion chinese latin american,la dinastia latin-chinese cuisine,145 w 72nd st,10023,chinese/cuban,1
790529,3335,18569,amber,"103 w 70th st, ,",10023,japanese sushi bars asian fusion,amber,103 w 70th st,10023,asian,1
790823,3337,15981,box kite coffee,"128 w 72nd st, ,",10023,coffee & tea breakfast & brunch bars,box kite coffee,128 w 72nd st,10023,cafã©/coffee/tea,1
793153,3359,14922,simit + smith,"124 w 72nd st, ,",10023,bakeries coffee & tea breakfast & brunch,crepes & delices,124 w 72nd st,10023,cafã©/coffee/tea,0
793169,3359,20510,simit + smith,"124 w 72nd st, ,",10023,bakeries coffee & tea breakfast & brunch,simit and smith,124 w 72nd st,10023,bagels/pretzels,1
795842,3380,16535,the empire hotel,"44 w 63rd st, ,",10023,hotels,the empire rooftop,44 w 63rd st,10023,american,0
799321,3411,15939,burke & wills,"226 w 79th st, ,",10024,australian bars,burke & wills/manhattan cricket club,226 w 79th st,10024,australian,1
799712,3415,6301,han dynasty,"215 w 85th st, ,",10024,szechuan,han dynasty,215 w 85th st,10024,chinese,1
802863,3439,21007,caffe storico,"new york historical society, 170 central park w,",10024,italian,new york historical society,170 central park w,10024,other,0
806137,3468,15939,manhattan cricket club,"226 w 79th st, level 2,",10024,cocktail bars,burke & wills/manhattan cricket club,226 w 79th st,10024,australian,0
816069,3560,21007,new-york historical society,"170 central park w, ,",10024,libraries museums,new york historical society,170 central park w,10024,other,0
823266,3624,14009,vino levantino,"210 w 94th st, ,",10025,mediterranean wine bars breakfast & brunch,whispers bar and restaurant,210 w 94th st,10025,american,0
824071,3630,14009,"whispers restaurant, bar & lounge","210 w 94th st, ,",10025,cocktail bars lounges american (traditional),whispers bar and restaurant,210 w 94th st,10025,american,0
825955,3643,12177,effy's cafe,"104 w 96th st, ,",10025,kosher,effys cafe,104 w 96th st,10025,mediterranean,1
831744,3685,4725,shahi biryani & grill,"71 w 109th st, ,",10025,indian pakistani halal,pak shahi biryani & grill,71 w 109th st,10025,indian,1
841288,3753,16922,lolo's seafood shack,"303 w 116th st, ,",10026,seafood sandwiches bars,lolo's seafood shack,303 w 116th st,10026,seafood,0
841555,3760,22807,row house,"2128 frederick douglass blvd, ,",10026,american (new) tapas/small plates cocktail bars,row house,2128 frederick douglass blvd,10026,american,1
841992,3767,16825,harlem pizza co.,"135 w 116th st, ,",10026,pizza,harlem pizza co.,135 w 116th st,10026,pizza,1
842045,3768,21032,blujeen,"2143 frederick douglass blvd, ,",10026,american (new) comfort food,blujeen,2143 frederick douglass blvd,10026,american,1
842105,3770,6609,le baobab restaurants,"120 w 116th st, ,",10026,senegalese,le baobab-gouygui restaurant,120 w 116th st,10026,african,1
842143,3772,6557,harlem food court,"66 w 116th st, ,",10026,food court,harlem food court,66 w 116th st,10026,american,1
842215,3773,11727,cafe frederick harlem parlor,"2104 frederick douglass blvd, ,",10026,coffee & tea cafes,cafe frederick harlem parlor,2104 frederick douglass blvd,10026,american,1
842427,3778,15531,la savane,"239 w 116th st, ,",10026,african,restaurant la savane,239 w 116th st,10026,african,1
843055,3790,15098,maharaja palace,"2113 frederick douglass blvd, ,",10026,indian,maharaja palace,2113 frederick douglass blvd,10026,indian,1
844033,3812,12719,freddy's soul caribbean restaurant,"1980 adam clayton powell jr. blvd., ,",10026,caribbean,juke box juice & salad,1943 adam clayton powell jr boulevard,10026,fruits/vegetables,0
844039,3812,7059,freddy's soul caribbean restaurant,"1980 adam clayton powell jr. blvd., ,",10026,caribbean,cantina,1838 adam clayton powell jr bl,10026,mexican,0
844287,3819,23396,jumbo's,"112 w 116th st, ,",10026,burgers,jumbo burgers,112 w 116th st,10026,american,1
844730,3829,20860,bo's bagels,"235 w 116th st,",10026,bagels,bo's bagels,235 w 116th st,10026,other,1
845382,3841,8145,lee lee's baked goods,"283 w 118th st, ,",10026,bakeries desserts,lee lee,283 w 118th st,10026,bakery,1
845425,3843,12719,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,juice bars & smoothies,juke box juice & salad,1943 adam clayton powell jr boulevard,10026,fruits/vegetables,1
845431,3843,7059,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,juice bars & smoothies,cantina,1838 adam clayton powell jr bl,10026,mexican,0
846638,3865,20479,chez alain,"2046 adam clayton powell jr blvd, ,",10027,senegalese,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
846654,3865,8270,chez alain,"2046 adam clayton powell jr blvd, ,",10027,senegalese,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
846672,3865,15534,chez alain,"2046 adam clayton powell jr blvd, ,",10027,senegalese,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
846683,3865,6532,chez alain,"2046 adam clayton powell jr blvd, ,",10027,senegalese,harlem karibe take out,2234 adam clayton powel jr blvd,10027,caribbean,0
847387,3872,20479,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
847403,3872,8270,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
847421,3872,15534,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
847432,3872,6532,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,harlem karibe take out,2234 adam clayton powel jr blvd,10027,caribbean,0
847494,3873,20479,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,french fast food,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
847510,3873,8270,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,french fast food,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
847528,3873,15534,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,french fast food,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
847539,3873,6532,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,french fast food,harlem karibe take out,2234 adam clayton powel jr blvd,10027,caribbean,0
849080,3889,4904,custom fuel pizza,"2288 frederick douglass blvd, ,",10027,pizza american (new) italian,custom fuel pizza,2288 frederick douglass blvd,10027,pizza,1
849634,3896,20479,delhi masala,"2077 adam clayton powell jr blvd,",10027,indian buffets,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
849650,3896,8270,delhi masala,"2077 adam clayton powell jr blvd,",10027,indian buffets,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
849668,3896,15534,delhi masala,"2077 adam clayton powell jr blvd,",10027,indian buffets,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,1
849679,3896,6532,delhi masala,"2077 adam clayton powell jr blvd,",10027,indian buffets,harlem karibe take out,2234 adam clayton powel jr blvd,10027,caribbean,0
850550,3907,18478,lincoln fried chicken,"576 w 125th st, ,",10027,chicken wings,lincoln fried chicken,576 w 125th st,10027,chicken,1
851132,3913,20479,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,senegalese,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
851148,3913,8270,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,senegalese,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
851166,3913,15534,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,senegalese,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
851177,3913,6532,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,senegalese,harlem karibe take out,2234 adam clayton powel jr blvd,10027,caribbean,0
852416,3929,20479,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
852432,3929,8270,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
852450,3929,15534,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
852461,3929,6532,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,harlem karibe take out,2234 adam clayton powel jr blvd,10027,caribbean,0
853272,3940,20479,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,haitian latin american cuban,kennedy fried chicken,2057 adam clayton powell jr blvd,10027,american,0
853288,3940,8270,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,haitian latin american cuban,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
853306,3940,15534,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,haitian latin american cuban,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
853317,3940,6532,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,haitian latin american cuban,harlem karibe take out,2234 adam clayton powel jr blvd,10027,caribbean,0
