id,name,zip_code,phone,address
4256,Bawarchi Indian Cuisine,10029,2122897704,"1546 Madison Ave, ,"
4257,Quechua Nostra Peruvian Food,10029,2124100707,"1634 Lexington Ave,"
4258,Harlem Shake,10029,2122228311,"2162 Second Ave,"
4259,Da Capo,10029,6467070684,"1392 Madison Ave, ,"
4260,Burritos y Mas NY Tex-Mex,10029,6469187478,"1571 Lexington Ave,"
4261,Lupita's Restaurant,10029,6465904202,"2049 2nd Ave, ,"
4262,Tastings Social Presents Mountain Bird,10029,2127444422,"251 E 110th St,"
4263,Moustache Pitza,10029,2128280030,"1621 Lexington Ave, ,"
4264,Cascalote Latin Bistro,10029,6463516574,"2126 2nd Ave,"
4265,Spice Noodle,10029,2123695019,1509 Lexington Ave
4266,D'Amore Winebar & Ristorante,10029,6466783681,"118 E 116th St, ,"
4267,El Chevere,10029,2124273952,"2000 3rd Ave, ,"
4268,Yummy City,10029,2124276808,"1557 Lexington Ave, ,"
4269,Tre Otto,10029,2128608880,"1410 Madison Ave, ,"
4270,Blue CoCo,10029,2125342626,"153 E 106th St, ,"
4271,Gong Modern Thai Dining,10029,2123605874,"173 E 99th St, ,"
4272,Nocciola Ristorante,10029,6465595304,"237 E 116th St, ,"
4273,La Fonda,10029,2124107292,"169 E 106th St,"
4274,The Kiosk,10029,2129961242,"80 E 116th St, ,"
4275,Lexington Pizza Parlour,10029,2127227850,"1590 Lexington Ave,"
4276,Everyday Fish-N-Chips,10029,9174600515,"2244 1st Ave, ,"
4277,Absolute Thai,10029,2123487775,"1590 Lexington Ave, ,"
4278,Cafe Con Leche,10029,2125957000,"2026 2nd Ave, ,"
4279,Tres Leches Cafe,10029,3479948046,"356 E 112th St, ,"
4280,El Paso Restaurante Mexicano,10029,2128319831,"1643 Lexington Ave, ,"
4281,Amor Cubano,10029,2129961220,"2018 3rd Ave, ,"
4283,Makana Hawaiian & Japanese BBQ,10029,2129963534,"2245 1st Ave, ,"
4284,Pro Thai,10029,9174751494,"1575 Lexington Ave, ,"
4285,Texas Chicken & Burgers,10029,2128603102,"151 103rd St, New York,"
4286,Sapito's NYC,10029,2127229222,"172 E 106th St,"
4287,ABV,10029,2127228959,"1504 Lexington Ave, ,"
4288,Love Cafe,10029,2123696916,"283 Pleasant Ave, St 115,"
4290,El Café At El Museo Del Barrio,10029,2128317272,"1230 Fifth Ave, ,"
4291,Indo Pak Halal Restaurant,10029,2129878150,"2173 2nd Ave, ,"
4292,Camaradas El Barrio,10029,2123482703,"2241 1st Ave, ,"
4293,Café Ollin,10029,2128283644,"339 E 108th St, ,"
4294,Brisas Del Mar,10029,2122891780,"1770-1786 Lexington Ave, ,"
4295,La Nostra Pizzeria,10029,2123607453,"2146 2nd Ave, ,"
4296,Pee Dee Steak House,10029,2129963300,"2006 3rd Ave, ,"
4297,Neapolitan Express,10029,2122894689,"232 E 111th St, ,"
4298,Crêpe Café,10029,6468611138,"1642 Lexington Ave,"
4299,Roast Homestyle Chicken,10029,2123607200,"1569 Lexington Ave,"
4300,Maoz Vegetarian,10029,6467228191,5th Ave
4301,Thai Wok,10029,2129876185,"1406 Madison Ave, ,"
4302,Nocciola Pizzeria e Trattoria,10029,6465901438,"123 E 110th St, ,"
4303,La Tropezienne Bakery,10029,2128605324,"2131 1st Ave, ,"
4304,San Francisco De Assis Restaurant,10029,2124274440,"1779 Lexington Ave, ,"
4305,Milano Pizzeria,10029,2129965141,"2255 2nd Ave, ,"
4306,Spice Hut Indian Restaurant,10029,6464765853,"2172 2nd Ave, ,"
4307,Mojito's,10029,2128288635,"227 E 116 St, ,"
4308,El Paso Taqueria,10029,2129961739,"64 E 97th St, ,"
4309,Akwaba,10029,2124268967,"62 E 116th St, ,"
4310,El Aguila,10029,2124262221,"1634 Lexington Ave, ,"
4312,PrimeOne16 Eatery,10029,6465902187,"2257 1st Ave 116th St, ,"
4314,Great Wall,10029,2124264888,"2234 1st Ave, ,"
4315,Lechonera El Barrio,10029,2127221344,"172 E 103rd St, ,"
4316,Domino's Pizza,10029,2128311024,"153 E 116th St, ,"
4317,Steak & Hoagies,10029,9174925001,"1657 Madison Ave, ,"
4318,Madison Deli & Grocery,10029,2129878830,"1550 Madison Ave, ,"
4319,El Nuevo Caridad Restaurant,10029,2128608187,"2257 2nd Ave, ,"
4320,China King,10029,2124102838,"1759 Lexington Ave, ,"
4321,Cocinando en Casa,10029,2128313930,"2006 2nd Ave, ,"
4322,Kennedy Fried Chicken,10029,6466785593,"2100 2nd Ave,"
4323,Chickpea,10029,2124106600,"1413 Madison Ave, ,"
4324,Las Delicias Mexicanas,10029,2128283659,"2109 3rd Ave, ,"
4325,La Costenita Grocery,10029,2124265691,"2175 2nd Ave, ,"
4326,My NY Bakery Cafe,10029,2127227383,"1565 Lexington Ave, ,"
4327,White Castle,10029,2128766737,"351 E 103rd St, ,"
4329,Superior Cafe,10029,6466660095,"1490 Madison Ave, ,"
4330,Dave's Gourmet,10029,2122899400,"1944 1st Ave, ,"
4331,MoonHouse,10029,2124276540,"1810 3rd Ave, ,"
4332,New China House,10029,2123484888,"1624 Madison Ave, ,"
4333,Jalapeno Deli,10029,2128282803,"1629 Lexington Ave, ,"
4334,Famous Famiglia Pizzeria,10029,2129969797,"1398 Madison Ave, ,"
4335,Il Gnocchi,10029,2122872006,"118 E 116th St, ,"
4336,Fresh Burger,10029,2122897700,"1546 Madison Ave, ,"
4338,El Paso Taco Truck,10029,2128313104,"175-9 E 116th St., ,"
4339,Champignon on Madison,10029,2129871700,"1389 Madison Ave, ,"
4340,Texas Chicken & Burgers,10029,2128313701,"1974 2nd Ave, New York"
4341,Oriental Palace Restaurant,10029,2125346087,"1728 Madison Ave, ,"
4342,Just Another Deli,10029,2128311754,"1414 Madison Ave, ,"
4343,Bean Y Vino,10029,9172174840,"1651 Lexington Ave,"
4344,La Isla Restaurant,10029,2125340002,"1883 3rd Ave, ,"
4345,Two Paradise Restaurant,10029,2124272200,"1974 2nd Ave, ,"
4346,Las Panteras Negras,10029,9174927730,"2130 2nd Ave Frnt, ,"
4347,Wimpy's IV,10029,2123484252,"1634 Madison Ave, ,"
4348,Judy's Spanish Restaurant,10029,2128310193,"1505 Lexington Ave, ,"
4349,Popeye's,10029,6468688120,"1908 3rd Ave,"
4350,King Dragon,10029,2123696788,"1548 Madison Ave, ,"
4351,Don Paco Lopez Tortas,10029,2128760700,"2131 3rd Ave, ,"
4352,Sidewalk Tacos,10029,3476397253,", ,"
4354,La Preciosa China Restaurant,10029,2123693921,"163 E 116th St, ,"
4356,MamaGyro,10029,2124101111,"165 E 106th Street, Between 3rd & Lexington,"
4357,Blue Sky Deli Grocery Corp,10029,6466827488,"2135 1st Ave 110th St, ,"
4358,Winston and Tee Jerk Chicken and Carribean Cuisine,10029,2128606831,"1257 Park Ave, ,"
4359,Hong Kong,10029,2123482813,"1703 Lexington Ave, ,"
4360,Zapotitlan Restaruant,10029,2124266100,"118 E 116, ,"
4361,Delicious Inc. Chinese Restaurant,10029,2129966931,"1974-A 2nd Ave, ,"
4362,Samana,10029,2127229533,1773 Lexington Ave
4363,567 Chinese Asian Express,10029,2128289666,"2033 1st Avenue, ,"
4364,Triple A Restaurant,10029,2124106950,"2061 2nd Ave, ,"
4365,Tu Casa Deli,10029,2123601764,"2148 2nd Ave, ,"
4366,Bosie Bakery,10029,6464905403,"2132 2nd Ave, ,"
4367,The Garden Gourmet,10029,2127222009,"2019 1st Ave, ,"
4368,New Good Taste II Chinese Restaurant,10029,2123690788,"1974 2nd Avenue, ,"
4369,El Tapatio Mexican Restaurant,10029,2128763055,"209 E 116th St, ,"
4370,Marisa's Famous Sandwich Shoppe,10029,2128604376,"1553 Lexington Ave, ,"
4371,Halal Kitchen,10029,2127225250,"2135 2nd Ave, ,"
4372,China Moon,10029,2124276540,"1946 1st Ave, ,"
4374,Asha Indian Food,10029,2128281800,"151 E 103rd St, ,"
4375,Make And Bake,10029,6464908355,"1976 3rd Ave, ,"
4376,Hot Jalapeño,10029,6463516895,"219 E 116th St, ,"
4377,Bawarchi Indian Cuisine,10029,2122560387,"1396 Madison Ave,"
4378,KFC,10029,2124230599,1922 Third Avenue
4379,Raspberry Deli Grocery,10029,2128602615,2127 2nd Ave
4380,Lemon Life,10029,2123692886,"225 E 110th St, ,"
4381,Kahlua's Cafe,10029,2123480311,"2117 3rd Ave, ,"
4382,Joosed by Lloyd's,10029,9178866627,"1555 Lexington Ave, ,"
4383,Sam's Famous Pizza,10029,2123489437,"150 E 116th St, ,"
4384,Happy Wok,10029,2128289666,"2033 1st Ave, ,"
4386,Triangle Pizza,10029,2125345102,"246 E 106th St, ,"
4387,Tasty Mug Cafe,10029,6468500431,"1798 3rd Ave,"
4388,Subway,10029,2128768888,"1392 Madison Ave, ,"
4389,K&M Fish Market,10029,2128314040,"2055 2nd Ave, ,"
4390,El Barrio Restaurant Bakery,10029,2128763548,"158B E 116th St, ,"
4391,Ranch Market,10029,2122893802,"1600 Madison Ave, ,"
4392,Third Ave Gourmet Deli,10029,2128312822,"2034 3rd Ave, ,"
4393,Subway,10029,2123607576,"455 E 116th St, ,"
4394,In N Out,10029,2127223388,"360 E 116th St, ,"
4395,Great Wok,10029,2128765912,"1631 Lexington Ave, ,"
4396,Grace Wok,10029,2128312588,2014 2nd Ave
4397,Fa Shing Restaurant,10029,2124230760,"2107 3rd Ave, ,"
4398,Dreamer's Pizza,10029,2129875414,"1850 3rd Ave, ,"
4399,BM Deli,10029,2128313008,1916 3rd Ave
4400,Cafe on Park,10029,2128311900,"90 E 116th St,"
4401,B.M. Deli & Grocery,10029,2128313008,1916 3rd Ave
4402,New York Fried Chicken,10029,2129963617,"2243 First Ave, ,"
4403,Taco Bell,10029,2122897297,"173 E. 116th Street,"
4404,Metropolitan Deli Grocery,10029,2125346199,"1924 2nd Ave, ,"
4405,Lexington Restaurant,10029,2125344732,"1869 Lexington Avenue, ,"
4406,Subway,10029,2124262070,"1873 2nd Ave, ,"
4407,Carval Pizzeria,10029,2128311400,"1544 Madison Ave, ,"
4408,Pizza Hut,10029,2122897297,"173 E 116th Street, ,"
4409,5 Star Cheese Steak and Pizza,10029,2129871540,"2039 1st Ave, ,"
4410,Yoan Ming Garden,10029,2124269545,"1407 Madison Ave, ,"
4411,Taqueria Guadalupe,10029,2128286520,"1743 Lexington Ave, ,"
4412,Phat Burger,10029,2122893900,"1546 Madison Ave, ,"
4413,Los Cascabeles,10029,6463703334,"2030 3rd Ave, ,"
4414,Empire Corner II,10029,2124105756,"1415 5th Ave, ,"
4415,Mr  Moes Deli,10029,9173882509,"2001 Third Avenue, ,"
4416,Crown Fried Chicken,10029,2129962651,"1867 Lexington Ave, ,"
4417,Double Dragon,10029,2125346399,"2037 1st Ave, ,"
4418,La Hacienda,10029,2129871617,"219 E 116th St, ,"
4419,Burger King,10029,2124269532,"154 E 116th St, ,"
4420,1743 Lexington Restaurant,10029,2123694161,"1743 Lexington Ave, ,"
4421,Plaza Cafeteria - Mount Sinai Hospital,10029,2122410915,"1468 Madison Avenue, ,"
4422,Wing Gong I Kitchen,10029,2124101661,"2109 1st Ave, ,"
4423,Fried Chicken Shack,10029,2124104444,"165 E 106th St, ,"
4424,Dragon Town,10029,2128288277,"2030 Third Ave, ,"
4426,Little Caesars Pizza,10029,2129961001,"1936 3rd Ave, ,"
4427,Subway,10029,2125344676,"1885 3rd Ave, ,"
4428,Asian Gourmet,10029,2128603399,"1509 Lexington Ave, ,"
4429,Tastings NYC,10029,2127444422,"251 E 110th St, ,"
4431,Taco Bell,10029,6463623400,"1503 Lexington Ave, ,"
4432,New King Foo Chinese Food,10029,2124270144,"2030 2nd Avenue, ,"
4433,Blimpie,10029,2129879756,1928 Third Avenue
4434,McDonald's,10029,2123693791,"1997 3rd Ave, ,"
4435,Lloyd's Carrot Cake,10029,2128319156,"1553 Lexington Ave, ,"
4436,Family First Deli,10029,2124104444,2105 1st Ave
4437,Eastside Goumet Deli Incorporated,10029,2128311519,1862 3rd Ave
4438,The Jaguar Restaurant,10029,2124239069,"1735 Lexington Ave, ,"
4439,Subway,10029,2123607576,"455 E 116th St, ,"
4440,Puebla's Chula,10029,2125344873,"167 E 106th St, ,"
4441,Fu Wing Chinese Restaurant,10029,2129875329,"153 E 106th Street, ,"
4442,Papa John's Pizza,10029,2123607177,"2119 1st Ave, ,"
4443,Seattle Cafe,10029,2124230446,"1411 Madison Ave, ,"
4444,Mildred Deli & Grocery,10029,2128289097,"231 E 116th St, ,"
4445,MJ Pizza,10029,2129962866,"1976 1st Ave, ,"
4446,Gourmet Garage,10029,2123485850,"1245 Park Ave,"
4447,Wendy's,10029,2129964020,"2123 3rd Ave, ,"
4450,Monster Savings,10029,6463209894,"314 E 106th St, ,"
4451,Olmeca,10029,2123693244,"322 E 116th St, ,"
4452,The New King Deli Grocery,10029,2123484089,23 E 115th St Frnt 1
4453,Burger King,10029,9174721246,1886 3rd Ave
4454,Walkers Wood Carribean,10029,2129962310,"2135 2nd Ave, ,"
4455,Restaurant Aguirre,10029,2123690141,"2126 2nd Ave, ,"
4456,Eddie's NY Deli & Pizza,10029,9176393594,"184 E 116th St, ,"
4457,Xing Dragon,10029,2128603232,305 E 115th St
4459,Mama Mia Chicken & Pizza,10029,6466885025,"2243 1st Ave, ,"
4460,Domino's Pizza,10029,2128310300,"1993 3rd Ave, ,"
4461,Cucina Bene II,10029,2122560943,1505 Lexington Ave
4463,McDonald's,10029,6466720263,"1871 2nd Ave, ,"
4464,Applebee's,10029,6468962700,"509 E 117th St, ,"
4465,El Tepeyac Meat Market,10029,2123692223,1629 Lexington Ave
4466,McDonald's,10029,2128285493,1872 3rd Ave
4467,Crown Fried Chicken,10029,2128283002,362 E 112th St
4468,Wendys Old Fashion Hamburgers,10029,2129964020,"2121-2123 3rd Ave, ,"
4470,Acna Pizza Corporation,10029,2128760683,"1505 Lexington Ave, ,"
4471,Fa Xing Restaurant,10029,2124230760,"2107 3rd Avenue, ,"
4472,Taco Bell,10029,6466843200,"1884 Third Ave, ,"
4473,Paco Lopez Tortas,10029,2128760700,"2133 Third Ave, ,"
4474,The Duck,10029,2128310000,"2171 2nd Ave, ,"
4475,Red Star Restaurant,10029,2128608883,"112 E 116th St, ,"
4476,Anabelle Deli & Grocery,10029,2129878314,"2121 2nd Ave, ,"
4477,Jerkyz,10030,2128372484,"2394 Adam Clayton Powell Jr Blvd,"
4478,Hyacinth's Haven,10030,6467558161,"2374 Adam Clayton Powell Jr Blvd, ,"
4479,Yatenga French Bistro & Bar,10030,2126900699,"2269 Adam Clayton Powell Jr Blvd, ,"
4480,The Edge,10030,2129399688,"101 Edgecombe Ave, ,"
4481,Abyssinia Ethiopian Restaurant,10030,2122812673,"268 W 135th St, ,"
4482,Belle Harlem,10030,5856872821,"2363 Adam Clayton Powell Blvd,"
4483,Famous Fish Market,10030,2124918323,"684 St. Nicholas Ave, ,"
4484,Cari Wine Bar & Restaurant,10030,6468693927,"2647 Frederick Douglass Blvd,"
4485,Ma Dukes,10030,2122348403,"2492 Frederick Douglass Blvd, ,"
4486,Little Ochie Jamaican Cuisine,10030,2122346300,"2492 Adam Clayton Powell Jr Blvd, ,"
4487,Ponty Bistro,10030,2122346474,"2375 Adam Clayton Powell Jr Blvd, ,"
4488,Queen Sheeba,10030,2128626149,"317 W 141st St, ,"
4489,Jacob Restaurant,10030,2122833663,"2695 Frederick Douglass Blvd,"
4490,Londel's Restaurant,10030,2122346114,"2620 Frederick Douglass Blvd, ,"
4491,Crispy Bamboo Village,10030,2126945391,"2526 Frederick Douglass B, ,"
4492,Tuscan Kitchen,10030,6468924705,"2308 Adam Clayton Powell Blvd, ,"
4493,Manhattanville Coffee,10030,6467819900,"142 Edgecombe Ave, ,"
4494,A Taste of Seafood Express,10030,6467960275,"2530 135th St Frederick Douglass Blvd, ,"
4495,Sockobolee Restaurant,10030,2124913502,2546 Frederick Douglass Blvd
4496,Shrine,10030,2126907807,"2271 Adam Clayton Powell Blvd, ,"
4497,Cea-Lo Cafe,10030,6468610777,"2496 7th Ave, ,"
4498,Grini's Grill,10030,2126946274,"100 W 143rd St, ,"
4499,Pizza Stop,10030,2122343131,"531 Malcolm X Blvd,"
4500,McDonald's,10030,6465483095,2379 Adam Clayton Powell Jr Blvd
4501,David,10030,2126941099,"340 W 145th St, ,"
4502,No Swine on My Mind,10030,2124917920,"471-A Lenox Ave, ,"
4503,Cafe 22,10030,2122818500,"2309 Adam Clayton Powell Jr Blvd, ,"
4504,Ciolaingo Coffee Company,10030,6464832680,"127 W 141st St, Ste 36,"
4505,Polanco Restaurant & Barbecue,10030,2128621090,"2421 Adam Clayton Powell Junior Blvd, ,"
4506,Johnny Kaks International,10030,2122341156,"2453 Adam Clayton Powell Junior Blvd,"
4507,McDonald's,10030,2122837798,444 Lenox Ave
4508,7th Heaven Gourmet Deli,10030,2122816541,"2496 7th Ave,"
4509,Krispy Krunchy Chicken,10030,2122343110,"2534 Frederick Douglass, ,"
4510,IHOP,10030,2122344747,"2290 Adam Clayton Powell Jr Blvd, ,"
4512,Mama Tina's Pizza,10030,2123682820,"2649 Frederick Douglas Blvd, ,"
4513,Fu On Kitchen,10030,2128625660,"2419 Adam Clayton Powell, ,"
4514,Victorio's Pizza Plus,10030,2122832100,"348 W 145th St, ,"
4515,Rimar Gourmet Deli,10030,2129262800,2611 Frederick Douglass Blvd
4516,Little Harlem Fried Chicken,10030,2126900389,2261 Adam Clayton Powell Jr Blvd
4517,Super Style Deli Foods,10030,2129264600,251 W 135th St
4518,Taco Express,10030,6465677561,"145th St,"
4519,La Mega Deli Food Center,10030,2129262349,"268 W 135th St, ,"
4520,Harlem Nights,10030,6468204603,"2361 7th Ave,"
4521,El Caribe in Harlem,10030,2122222727,"2133 7th Ave, ,"
4522,City One Restaurant,10030,2123688818,"2726A Frederick Douglass Blvd, ,"
4523,West Harlem Art Fund,10030,3473650132,"131 Edgecombe Ave,"
4524,Lisa's Pet Styles,10030,2126900010,"22 Bradhurst Ave, ,"
4525,Make My Cake,10030,2122342344,"2380 Adam Clayton Powell Blvd, ,"
4526,Bed of Nails-Nail Bar,10030,2126942200,"2272 Adam Clayton Powell Jr Blvd,"
4527,Roy wine and Liquors,10030,2122817609,"2618 Fredrick Douglass Blvd, ,"
4528,Wicked Weaves,10030,6465029149,"2372 Adam Clayton Powell Blvd, ,"
4529,Harlem Public,10031,2129399404,"3612 Broadway, ,"
4530,Oso,10031,6468583139,"1618 Amsterdam Ave At 140th St, ,"
4532,Chopped Parsley,10031,9176756666,"500 W 146th St, ,"
4533,The Handpulled Noodle,10031,9172620213,"3600 Broadway,"
4534,Fumo,10031,6466926675,"1600 Amsterdam Ave, ,"
4535,Frijolito's,10031,6466829033,"3446 Broadway,"
4536,Solace Bar and Grill,10031,2129260166,"3496 Broadway,"
4537,Trufa,10031,6465224142,"3431 Broadway, ,"
4538,The Draft House,10031,6465900554,"3473 Broadway, ,"
4539,Home Sweet Harlem,10031,2129269616,1528 Amsterdam Ave
4540,Unione Restaurant,10031,2129260399,"3628 Broadway, ,"
4541,The Grange Bar and Eatery,10031,2124911635,"1635 Amsterdam Ave, ,"
4542,Anchor Wine Bar,10031,2122343084,"3508 Broadway, ,"
4543,Sofrito,10031,2127545999,"679 Riverside Dr, ,"
4544,Clove Indian Restaurant & Bar,10031,6469186644,"1592 Amsterdam Ave,"
4545,Wat's On Your Plate,10031,2122344411,"513 W 145th St,"
4546,Bono Trattoria,10031,6466829249,"3658 Broadway, ,"
4547,Sugar Hill Cafe,10031,2122342024,"410 W 145th St, ,"
4548,"Agave Mexican, Spanish & American Grill",10031,2129262200,"398 W 145th St, ,"
4549,Taqueria San Pedro,10031,2124912644,3662 Broadway
4550,Falafel Tarboosh,10031,2122344434,"1701 Amsterdam Ave, ,"
4551,Farafina Café & Lounge Harlem,10031,2122812445,"1813 Amsterdam Ave, ,"
4552,Geisha Sushi,10031,2128627800,"3468 Broadway, ,"
4553,Tsion Cafe & Bakery,10031,2122342070,"763 St Nicholas Ave,"
4554,Broadway Finest Deli,10031,2122816567,"3620 Broadway, ,"
4555,Yolanda's Tamales,10031,3474993757,"3380 Broadway, ,"
4556,Texas Star,10031,2129260133,"741 Saint Nicholas Ave, ,"
4557,Chinelos II,10031,2126906077,"530 W 136th St, ,"
4558,Grill On the Hill,10031,6468388879,"1624 Amsterdam Ave, ,"
4559,Hamilton's Bakery,10031,6467558385,"3570 Broadway, ,"
4560,Mama Sushi,10031,6466827879,"3569 Broadway,"
4561,Good Taste Restaurant,10031,2122818898,"3371 Broadway, ,"
4562,Kim Tong,10031,2124910825,"1722 Amsterdam Ave, ,"
4563,Maldonado Restaurant,10031,2126900365,"1726 Amsterdam Ave, ,"
4565,Ecuatoriana Restaurant,10031,2124914626,"1685 Amsterdam Ave, ,"
4566,Sing Luck Gardens,10031,2128621804,"3470 Broadway, ,"
4567,Flor de Broadway,10031,2122811556,"3395 Broadway, ,"
4568,Hamilton Finest Deli,10031,2122343200,"3405 Broadway,"
4569,Tacos Azteca,10031,9178914480,"3468 Bdwy, ,"
4570,El Nuevo Amanecer Restaurant & Lounge,10031,2128629280,"3666 Broadway, Between 151st & 152nd St"
4571,Golden Empire Chinese Restaurant,10031,2122816518,"757 Saint Nicholas Avenue, ,"
4572,Picante,10031,2122346479,"3424 Broadway,"
4574,Grand Great Wall Restaurant,10031,2122837123,"1588 Amsterdam Avenue, ,"
4575,Texas Chicken & Burgers,10031,6469186207,"3486 Broadway, New York"
4576,At the Wallace,10031,2122346896,"3612 Broadway, ,"
4577,Bus Stop Restaurant,10031,2126902150,"3341 Broadway, ,"
4578,Santiago Deli,10031,2124910668,"3415 Broadway, ,"
4579,Savory Deli,10031,2122834444,"1840 Amsterdam,"
4580,Golden Wok,10031,2122810808,"1770 Amsterdam Ave, ,"
4581,King's Wok,10031,2122810383,"3575 Broadway,"
4582,Sugar Hill Gormet Deli,10031,2122812300,"528 145th Street, ,"
4583,El Jalapeño Productos Mexicano,10031,2122342360,"524 W 145th St, ,"
4585,II Caffe Latte,10031,2122340202,"458 W 145th St, ,"
4586,Mofongo del Valle,10031,2122818360,"3340 Broadway, ,"
4587,Caridad Restaurant,10031,2128624053,"3533 Broadway, ,"
4588,Crown Fried Chicken,10031,2122340014,"1514 Amsterdam Ave, ,"
4589,New Golden Dragon Restaurant,10031,2122830200,"398 W 145th St, ,"
4590,Olga's pizza,10031,2122347878,"3409 Broadway, ,"
4591,Crown Fried Chicken,10031,2124917288,"3633 Broadway, ,"
4592,Jimbo's Hamburger Palace,10031,2129260338,"528 W 145th St, ,"
4593,Crown Fried Chicken,10031,2122831957,"3351 Broadway, ,"
4594,Jumbo Pizza Coffee Shop,10031,2124912990,"3594 Broadway, ,"
4595,Beli Restaurant,10031,2122810007,"1830 Amsterdam Avenue, ,"
4596,Mex Juquila Restaurant,10031,2122831655,"1486 Amsterdam Ave, ,"
4597,Off The Grid Pub & Grub,10031,6464787284,"3480 Broadway,"
4598,Domino's Pizza,10031,2129261234,"3624 Broadway, ,"
4599,La Nueva Caricia Restaurant,10031,2124913983,"1693 Amsterdam Ave, ,"
4600,Village Fried Chicken,10031,2122811060,"1739 Amsterdam Avenue, ,"
4601,Katerine Deli Grocery,10031,2123689715,"505 W 141st St, ,"
4602,Casa Bella,10031,2122815124,"3605 Broadway, ,"
4603,Wimpy's I,10031,2122818989,"1822 Amsterdam Ave, ,"
4604,Nadal One Deli,10031,2124911733,"3381 Broadway, ,"
4605,Manny's Restaurant & Lounge,10031,2126900006,"3668 Broadway,"
4606,Mexican Food Cart,10031,6464631200,"138TH St, ,"
4607,All Happiness,10031,2126909100,"3640 Broadway, ,"
4608,P&M Classic Pizza & Restaurant,10031,2129263155,"1747 Amsterdam Ave, ,"
4609,Sum Hing,10031,2129265000,"1520 Amsterdam Ave, ,"
4610,La Rubia,10031,2126941616,3517 Broadway
4611,Papa John's Pizza,10031,2122817272,"1709 Amsterdam Ave, ,"
4612,McDonald's,10031,2122345149,"3410 Broadway, ,"
4613,Subway,10031,6465481210,"3419 Broadway, ,"
4614,Hogshead Tavern,10031,2122341154,"126 Hamilton Pl, ,"
4615,Silver Saddle Grocery,10031,2122819904,"3635 Broadway, ,"
4616,Sing Wah Kitchen,10031,2122815167,"3575 Broadway, ,"
4617,El Maguey Bar Lounge,10031,2122346965,"3473 Broadway,"
4618,Wholesome Garden Pizza,10031,6468611934,"3529 Broadway Ave, ,"
4619,Mi Casita Restaurant,10031,2122343331,1484 Amsterdam Ave
4620,Mi Reina,10031,2124913300,"3485 Broadway, ,"
4621,Mr Sandwich Deli,10031,2122344688,1712 Amsterdam Ave
4622,Fedel Gourmet Deli,10031,2122811296,"3661 Broadway, ,"
4624,Majestic Deli,10031,2129262222,3520 Broadway
4625,Bikram Yoga Harlem,10031,2129260753,"518 W 145th St, ,"
4626,Burger King,10031,8663942493,3451 Broadway
4627,KFC,10031,2124919151,"3645 Broadway, ,"
4628,New Happy Family,10031,2129260888,3640 Broadway
4629,Silver Palace,10031,2122838000,"3438 Broadway, ,"
4630,Subway,10031,2124912929,"3559 Broadway, ,"
4631,Taco Bell,10031,2124919151,"3645 Broadway, ,"
4632,Anwar Deli,10031,2122811900,"Broadway, at 137th and Broadway, SW corner,"
4633,Riverbank State Park,10031,2126943600,"679 Riverside Dr,"
4634,Jesus Taco,10031,2122343330,"501 W 145th St, ,"
4635,The Chipped Cup,10031,2123688881,"3610 Broadway, ,"
4636,New Home Sing,10031,2129261177,"3355 Broadway, ,"
4637,U&N Deli,10031,2122812225,"1641 Amsterdam Avenue, ,"
4638,Caracol Cafe Corporation,10031,2122811818,1830 Amsterdam Ave
4639,Suhail Deli,10031,9175073420,"1536 Amsterdam Ave, ,"
4640,Nadal 2 Deli,10031,2123682222,"3578 Broadway, ,"
4641,Wally's Deli,10031,2122347557,3345 Broadway
4642,M & S Front Line Company,10031,2124910738,"540 W 145th St, ,"
4643,Pizza Ghor,10031,6465907712,"3609 Broadway, ,"
4644,La Posada Restaurant,10031,2122812164,"3496 Broadway, ,"
4645,Floridita Restaurant,10031,2123681425,"3451 Broadway, ,"
4646,Santiago Deli Grocery,10031,2128626455,"3680 W 152 Broadway, ,"
4647,Harlem One Stop,10031,2129399201,502 W 142nd St
4648,Cake Man Bakery,10031,6467736869,", ,"
4649,Sugar Hill Harlem Inn,10031,2122345432,"460 W 141 St, ,"
4650,West Broadway Natural,10031,9176756085,"3478 Broadway, ,"
4651,Papa Juan Cigar Room,10031,2122837272,"3456 Broadway Ave,"
4652,Sweet Chef Southern Style Bakery,10031,2128625909,"122 Hamilton Pl, ,"
4654,New York Renaissance Home and Guest House,10031,3474785100,"464 W 141st St, ,"
4655,Cake Lord Management,10031,6467736869,"1844 Amsterdam Ave,"
4657,Dunkin' Donuts,10031,6462373342,"3369 Broadway, ,"
4658,New York Public Library - Hamilton Grange Library,10031,2129262147,"503 W 145th St, ,"
4660,City College,10031,2126507000,"160 Convent Ave, ,"
4661,La Barca Restaurant,10032,2129281090,"3892 Broadway, ,"
4662,GoGo-Gi,10032,2125430922,"3908 Broadway, ,"
4663,Las Palmas Restaurant,10032,9175210349,"3891 Broadway, ,"
4664,Marcha Cocina,10032,2129288272,"4055 Broadway, ,"
4665,Company on Edgecombe,10032,2122650072,"537 Edgecombe Ave, ,"
4666,Burger Heights,10032,2129510626,"79 Audubon Ave,"
4667,Foodtown,10032,2129231203,"600 W 160th St,"
4668,Restaurante La Libertad,10032,2129399797,"3764 Broadway, ,"
4669,Tung Thong Thai Restaurant,10032,2127955995,"561 W 169th St, ,"
4670,Tasty Deli,10032,2129230700,"4020 Broadway, ,"
4671,Heights Tavern,10032,2127405700,"3910 Broadway,"
