name,address,zipcode,phone,cuisine,ID
domino's,2554 adam clayton powell jr boulevard,10039,2122831100,pizza,1827
dos toros,225 liberty st,10281,2127860392,mexican,21924
k & l restaurant and catering service,3204 3rd avenue,10451,9176318398,caribbean,1386
mcdonald's,4174 white plains road,10466,7185471823,hamburgers,3759
nb. national bakery,1193 walton avenue,10452,7185375105,bakery,11628
bushwick pita palace,243 bushwick avenue,11206,7184569114,middle eastern,5952
kestane kebab,110 nassau avenue,11222,7183498601,turkish,2374
mcdonald's,7124 3rd ave,11209,7184910223,american,22926
cafe champignon,200 7 avenue,10011,2123664410,french,6115
festac grill,263 hendrix st,11207,3476275151,african,4592
swiss international airlines lounge,4 jfk international airport,11430,7187514940,american,15159
family cucina,170 mcclean ave,10305,7184421255,bagels/pretzels,23086
brothers ravioli,16116 crossbay boulevard,11414,7188437263,italian,827
fay wong cafe bakery,6205 18 avenue,11204,7182322623,bakery,8171
luigi's pizza,1615 avenue u,11229,7183829100,pizza,21384
rw prime,11000 rockaway boulevard,11420,7182153336,steak,14234
starbucks,9015 queens boulevard,11373,7186997856,cafã©/coffee/tea,7210
wendy's,0 jfk intl airport,11430,7185537842,hamburgers,86
e taverna,2619 23rd ave,11105,7186066606,greek,3212
kennedy fried chicken,3042 3 avenue,10451,3475833443,chicken,13475
rockaway deli & restaurant,15802 rockaway blvd,11434,3474264335,chinese,14612
hakkasan,311 west   43 street,10036,2127761818,chinese,824
joe's ginger restaurant,25 pell street,10013,2122850333,chinese,14993
multi tastes diner,23 st james place,10038,2125878880,american,5303
rouge tomate,126 w 18th st,10011,6463953978,french,14387
daeji daeji korean bbq,4108 149th pl,11355,7188866797,korean,18776
eden's organic natural juices 7 bubble teas,110 moore st,11206,3472527173,"juice, smoothies, fruit salads",10614
ig night,13135 fowler ave,11355,7183587666,chinese,8085
millard fillmores tavern,16602 65 avenue,11365,7187622727,american,17757
konditori,240 7 avenue,11215,3473350767,cafã©/coffee/tea,22459
rico chimi,8001 atlantic avenue,11421,3476459725,spanish,9498
macondo,157 east houston street,10002,2124739900,"latin (cuban, dominican, puerto rican, south & central american)",11908
vive la crepe,532 columbus ave,10024,2129334342,french,23005
bien cuit,120 smith street,11201,7188520200,bakery,6165
dunkin' donuts,6620 avenue u,11234,7182414064,donuts,923
the west 79th street boat basin cafe,100 park ave,10017,2124965542,other,23433
cold stone creamery,8028 cooper avenue,11385,7183863835,"ice cream, gelato, yogurt, ices",10213
seven sushi cafe,157 central ave,11221,6468061848,other,15996
starbucks,0 jfk international airport,11430,7186561017,cafã©/coffee/tea,14042
wallse restaruant,342344 west 11 street,10014,2123522300,german,8869
sophies cuban cuisine,76 fulton st,10038,2126086769,"latin (cuban, dominican, puerto rican, south & central american)",19704
favela,3318 28 avenue,11103,7185458250,brazilian,5618
"skadden arps, slate",4 times square,10036,2127355243,american,19387
las americas bakery,3362 broadway,10031,2122347715,bakery,7776
latte art,15 stone st,10004,9175002309,cafã©/coffee/tea,15666
kelly d jamaican and american restaurant,11050 sutphin boulevard,11435,7186582300,caribbean,4125
g,223 west   19 street,10011,2129291085,american,1276
sababa lounge,1412 86 street,11228,7188727876,middle eastern,8089
mcdonald's,220 west   42 street,10036,2128406250,hamburgers,10175
thaism,278 smith st,11231,7188340505,thai,17123
kung fu tea,73 chrystie street,10002,6462884936,cafã©/coffee/tea,15711
green tea deli,2818 41 avenue,11101,7184334322,delicatessen,18672
subway,2867 webster ave,10458,5167705340,other,23681
c & c italian deli,14919 centerville street,11417,7186414585,delicatessen,7779
taylormade jamaican eatery,393 classon ave,11238,6462708424,caribbean,18203
coal yard bar,102 1 avenue,10009,2126774595,american,18206
express brook lunch restaurant,502 east  138 street,10454,7185855880,spanish,288
broadway china station,3212 31 street,11106,7185458888,chinese,13316
happy coffee shop,2729 atlantic ave,11207,7187086106,cafã©/coffee/tea,15138
mcdonald's,9015 queens boulevard,11373,7182712032,hamburgers,3776
panini cafe,589 1st ave,10016,2122139199,delicatessen,20103
lexington bar and books,1020 lexington avenue,10021,2127173902,american,3896
virgola - alphabet city,221 avenue b,10009,6463845813,italian,21263
tandoori food & bakery,9904 63 road,11374,7188971071,jewish/kosher,20323
hibachi master,8512 5th ave,11209,3476626118,japanese,17867
nikko hibachi steakhouse & lounge,177-15/21 union tpke,11366,7188208818,asian,9776
salsa catering restaurant,1779 webster ave,10457,7187162020,spanish,1643
asa sushi,60 w 48th st,10036,2128326688,japanese,3199
lulu & po,154 carlton avenue,11205,9174353745,american,3178
geo si gi,15228 northern boulevard,11354,7188880001,korean,11078
china king,17545 hillside ave,11432,6463381046,chinese,14907
dunkin' donuts,152 west   31 street,10001,2125941656,donuts,13248
table 71 @ marriott cortyard,71 west 35th st,10001,2122394569,continental,1702
5ive spice,52 5th ave,11217,7188573483,asian,21327
big boys pizzeria,572 midland ave,10306,7183519333,pizza/italian,15661
little  caesars,8404 astoria boulevard,11370,3476124840,pizza,22144
mona's,224 avenue b,10009,2123533780,american,20733
sip unwine,1197 flatbush ave,11226,7185766424,caribbean,13564
edo sushi teriyaki noodle,9 east   17 street,10003,2129892938,japanese,7291
yummy taco,22715 merrick blvd,11413,7187123500,tex-mex,8075
"dunkin' donuts, baskin robbins",18151817 avenue u,11229,7183367414,cafã©/coffee/tea,14231
new capital restaurant,2 west kingsbridge road,10468,7185849234,american,10519
grimaldi's,1 front street,11201,7188584300,pizza/italian,441
italianissimo ristorante,307 east   84 street,10028,2126288603,italian,10573
kfc,1312 beach channel drive,11691,7183279223,chicken,20035
cuenca coffee shop restaurant,9529 jamaica avenue,11421,7188474642,"latin (cuban, dominican, puerto rican, south & central american)",3587
haveli indian restaurant,100 second avenue,10003,2129820533,indian,10721
cafe bari,276 canal st,10013,2124314350,cafã©/coffee/tea,22082
rosarina bakery,5219 broadway,10463,6464499278,bakery,6553
pisillo italian panini,97 nassau st,10038,2122273104,italian,3489
eastwick,112 graham avenue,11206,3479873188,mediterranean,13431
the bakery on bergen,740 bergen st,11238,3476272123,bakery,16813
los amigos mexican restaurant,2273 31 street,11105,7187268708,mexican,4339
xing xing chinese restaurant,9712 rockaway beach boulevard,11693,7184748038,chinese,6427
arturo's,1617 york avenue,10028,2125354480,italian,15644
maloney's bar,8769 sutphin boulevard,11435,3472334472,american,12829
sam's bagel,7715 5 avenue,11209,7186805700,american,56
pylos,128 east    7 street,10009,2124730220,greek,20153
burger king,10319 roosevelt ave,11368,7184410925,hamburgers,16200
original pizza,2351 ralph avenue,11234,7184445007,pizza,19138
brandy's piano bar,235 east   84 street,10028,2127444949,american,14084
el paraiso bar & restaurant,9910 37 avenue,11368,9173097766,"latin (cuban, dominican, puerto rican, south & central american)",7869
zutto,77 hudson street,10013,2122333287,japanese,12751
wo kee noodle,16812 union tpke,11366,7184873590,chinese,21592
taco bell,5729 myrtle ave,11385,7184177308,other,10648
langqi seafood restaurant,5701 7 avenue,11220,7185677766,chinese,4534
wasabi sushi & bento,200 broadway,10038,9174095238,asian,13331
dee daa,132 w 31st st,10001,2125600099,thai,19256
western spicy chicken,13335 roosevelt ave,11354,9293536666,chicken,21542
dunkin' donuts,680 arthur kill road,10308,7189480600,donuts,4762
pick and eat 2,4932 broadway,10034,2127950056,american,22369
oasis williamsburg,161 north 7 street,11211,7182187607,middle eastern,15962
don alex restaurant,1062426 corona ave,11368,7182718687,peruvian,8617
bases loaded sports bar,2997 westchester ave,10461,7188298500,american,4948
pink nori,3606 30th ave,11103,7186852365,japanese,22262
blake's international restaurant,4311 church avenue,11203,9177740914,caribbean,20791
kennedy's chicken & sandwiches,4180 white plains road,10466,3478436001,chicken,6678
dunkin' donuts,693 9 avenue,10036,2123159339,donuts,6895
rosa mexicano tribeca,41 murray st,10007,2128492885,mexican,23714
the loft,3407 avenue h,11210,7184344763,caribbean,22528
amata,209 e 56th st,10022,2123080830,italian,11643
jo jo,160 east   64 street,10065,2122335656,french,2209
lucali,575 henry street,11231,7188584086,pizza,21571
applebee's,21329 26 avenue,11360,7184234328,american,18559
aburi sushi bar,769 grand st,11211,7183878815,japanese,6430
new york beer company,321 west   44 street,10036,2122452337,american,15062
the mansion grand,141 mansion ave,10308,7186059200,american,4619
gagopa music studio,28 west   32 street,10001,2129675353,"bottled beverages, including water, sodas, juices, etc.",8327
sbarro,159 west   33 street,10001,2125641909,pizza/italian,12543
the blarney stone pub & restaurant,410 8 avenue,10001,2125945100,american,20466
altus cafe,4325 broadway,10033,2129281367,"latin (cuban, dominican, puerto rican, south & central american)",20993
happy garden,277 east kingsbridge road,10458,7182955588,chinese,11974
pelham bay diner,1920 east gun hill road,10469,7183792123,american,329
empanadas monumental,6403 roosevelt ave,11377,3476124388,"latin (cuban, dominican, puerto rican, south & central american)",7919
mike's place,355 new dorp lane,10306,7186679823,american,13054
residence inn times square,1033 6 avenue,10018,2127680007,american,7723
checkers,711 e tremont ave,10457,3478798756,american,16041
the oneness fountain heart,15719 72 avenue,11367,7185913663,vegetarian,13762
ho'brah a taco joint,412 forest ave,10301,7184428226,mexican,20566
burger king,22210 northern boulevard,11361,7182251695,hamburgers,3454
safe horizon,209 west 125 street,10027,2126952220,american,17564
chipotle mexican grill,185 montague street,11201,7182439109,tex-mex,19692
michelle restaurant,125 avenue d,10009,2122546150,"latin (cuban, dominican, puerto rican, south & central american)",10403
a+ chinese restaurant,5906 kissena blvd,11355,7188866990,chinese,13472
urban deli,677 9th ave,10036,6464766432,delicatessen,10695
mable's smokehouse and banquet hall,44 berry street,11249,7182186655,american,11539
mottsu,285 mott street,10012,2123438017,japanese,8813
be juice,93 3rd ave,10003,2124886586,"juice, smoothies, fruit salads",15972
old country bagel,16226 cross bay blvd,11414,7188459211,bagels/pretzels,1832
cousin john's cafe and bakery,70 7 avenue,11217,7186227333,bakery,20924
aquamarina,4060 broadway,10032,2129280070,italian,21379
hersheys ice cream,7027 parsons boulevard,11365,9172545023,"ice cream, gelato, yogurt, ices",21609
brooklyn winery,213 north    8 street,11211,3477631506,american,12544
popeyes louisiana kitchen,103 east  125 street,10035,2124274217,chicken,14499
el paraiso lounge,236 port richmond avenue,10302,9175007865,mexican,3525
peter's island cafe,1 cross island plaza,11422,7187231925,american,5094
long island university - blackbird cafe,1 university plaza,11201,7182466466,cafã©/coffee/tea,17389
super taco,261 kings hwy,11223,6467300578,mexican,13105
subway,597 bay street,10304,7187276196,sandwiches,15140
red cork,330 west 58 street,10019,2127078248,french,6734
thai suki,60-15 woodside ave,11377,7182051975,thai,4038
golden bay restaurant,2144 86th st,11214,7182651388,asian,10378
pret a manger,125 chambers st,10007,2126082761,soups & sandwiches,8231
absolute coffee,327 atlantic ave,11201,8484670916,cafã©/coffee/tea,16240
bcd tofu house,22005 northern boulevard,11361,7182248889,korean,6847
cibao,172 smith st,11201,7185961501,spanish,12452
acqua,718 amsterdam avenue,10025,2122222752,italian,14688
mi nidito,789 9 avenue,10019,2122650022,mexican,1850
kam long kitchen kings,1031 rutland rd,11212,7187781711,chinese,9619
ruby falls nightlife cafe,45 page avenue,10309,7189849888,american,14893
kfc,5625 broadway,10463,7186010582,american,9430
mallenche mexican grill,1621 church ave,11226,3477556898,tex-mex,22719
starbucks,134 montague street,11201,7182430455,cafã©/coffee/tea,18374
breezes restaurant & lounge,10602 109th ave,11417,3474805909,italian,23614
"dunkin' donuts, baskin robbins",2928 hoyt avenue,11102,7187266982,donuts,7956
el nuevo pollo resturant #2,651 morris park avenue,10462,3478105304,"latin (cuban, dominican, puerto rican, south & central american)",14775
subway,107 mill road,10306,7189803929,sandwiches,18085
jamrock cafe,1205 college avenue,10456,7185901303,caribbean,23108
greenpoint deli,3124 greenpoint ave,11101,3478761230,american,6707
normans cay,74 orchard street,10002,6464811229,caribbean,18054
la trattoria,844 2 avenue,10017,2126835656,pizza,16038
mcdonald's,2028 rockaway pkwy,11236,7182410006,hamburgers,20193
bagel belly,114 3rd ave,10003,2123532299,bagels/pretzels,12354
xi'an famous foods,4110 main st,11355,7188887713,chinese,14239
la perla mexicana,281 east 149 street,10451,7185856425,mexican,20259
rosa mexicano,1063 first avenue,10022,2127537407,mexican,15047
la fonda del sol,200 park avenue,10166,2128676767,spanish,18222
albatross bar,3619 24th ave,11103,7182049707,american,18325
brick oven bread,109 brighton   11 street,11235,7186760332,bakery,19905
uncle jacks steakhouse,3940 bell boulevard,11361,7182291100,steak,13313
veggies cafe,524 nostrand ave,11216,3473651669,vegetarian,3058
gourmet garden 8,108 dekalb ave,11201,7182465533,chinese,11653
mcdonald's,1388 hylan boulevard,10305,7189805028,hamburgers,10
oneonefour bar & lounge (marmar park ave),114 e 32nd st,10016,6468389400,american,14403
semsom,740 broadway,10003,2129792363,mediterranean,15768
subway,2534 jackson ave,11101,7184721010,sandwiches/salads/mixed buffet,17791
sweetness,1150 coney island avenue,11230,7184211150,pakistani,5143
dillingers pub & grill,4619 30 avenue,11103,7189565601,american,9706
dunkin' donuts,1248 lexington avenue,10028,9179024851,donuts,17172
blanquita restaurant,2647 briggs avenue,10458,7183295851,"latin (cuban, dominican, puerto rican, south & central american)",557
freedom dove,9053 corona ave,11373,7185929773,chinese,20753
tazzina,10215 metropolitan ave,11375,7183743890,italian,1102
harmoni,151 nagle ave,10040,9173618403,spanish,22696
j & joe deli & grocery,8239 164 street,11432,7189690843,delicatessen,64
tabata noodle restaurant,540 9 avenue,10018,2122907681,japanese,10255
golden palace chinese restaurant,682 castle hill avenue,10473,7188243403,chinese,7396
a+ roof bar,3916 college point blvd,11354,9178558916,"bottled beverages, including water, sodas, juices, etc.",23323
new lahori kabab,122 lexington ave,10016,2124001166,pakistani,1775
toby's estate coffee roaster,44 charles st,10014,6465901924,cafã©/coffee/tea,9612
fabene pizza,2197 grand concourse,10453,7182200022,pizza/italian,20975
the juice box,114 dekalb ave,11201,7186436400,"juice, smoothies, fruit salads",21693
king sunshine jerk center,1853 westchester avenue,10472,7184093809,caribbean,7440
lucky star restaurant,13 marcus garvey blvd,11206,7182189112,caribbean,2600
europa cafe,2 park avenue,10016,2127255425,sandwiches/salads/mixed buffet,15763
subway,716 3 avenue,10017,2126828685,sandwiches,15804
farmers pizzeria,11136 farmers boulevard,11412,7184641500,pizza,20308
new hong kong restaurant i,1838 east tremont avenue,10460,7182396998,chinese,2480
reggi's cafe,144 avenue t,11223,7182660611,mediterranean,10900
sushi 33,6356 booth street,11374,7188963033,japanese,823
chop't,225 liberty st,10281,6467620060,salads,10555
cocoa bar,21 clinton street,10002,2126777417,cafã©/coffee/tea,19973
mcdonald's,1560 broadway,10036,2129218900,hamburgers,14970
p & s deli grocery,730 columbus avenue,10025,2129323030,american,3988
jes distinctive catering,1438 e gun hill rd,10469,7189948175,caribbean,13604
aris pollos a la brasa,691 knickerbocker avenue,11221,7183819400,spanish,9908
tivoli cafe,283 3rd ave,10010,2122532222,american,20906
maria's,3811 bell boulevard,11361,7182791606,greek,8830
paradou,8 little  west 12 street,10014,2124638345,french,9679
k crust,1368 60th st,11219,7184387878,jewish/kosher,16366
fpb  bakery,1775 broadway,10019,2129561775,cafã©/coffee/tea,5563
amarone restaurant,686 9 avenue,10036,2122456060,italian,15056
le cheile,839 west  181 street,10033,2127403111,irish,10640
raines law room,48 west   17 street,10011,2122420600,american,15241
haina restaurant,1712 university ave,10453,3472695549,spanish,17873
frankies 457,457 court street,11231,7184030033,italian,8322
peperoncino,72 5 avenue,11217,7186384760,italian,4385
gyro grill,6302 woodhaven boulevard,11374,7187790900,mediterranean,15937
fresh & co,729 broadway,10003,2124737374,sandwiches/salads/mixed buffet,11196
einstein bagels,0 lga airport,11369,5164044050,sandwiches,22981
rg dominican restaurant,109 belmont ave,11212,7184841839,"latin (cuban, dominican, puerto rican, south & central american)",23243
fenwicks,432 west  238 street,10463,7185434343,american,11700
wonderful chen restaurant,5602 7th ave,11220,6469123128,asian,21126
hang out 58,5816 fort hamilton pkwy,11219,7188511268,chinese,4664
suzy's roti parlour,907 church ave,11218,7182828190,caribbean,21860
lindenwood diner,2870 linden boulevard,11208,7182356343,american,13764
buttermilk bar,577 5 avenue,11215,7187886297,american,1296
wingstop,63 w 125th st,10027,2129879464,chicken,22346
tacos el paisa,1548 saint nicholas avenue,10040,9175210972,tex-mex,8852
killmeyer's old bavaria inn.,4256 arthur kill road,10309,7189841202,german,9361
hazar turkish kebab,7224 5 avenue,11209,7182384040,turkish,14236
domino's,4797 broadway,10034,2125678600,pizza,19945
yummy taco,4814 broadway,11103,7189320002,tex-mex,10458
heart of india,77 2 avenue,10003,2125980746,indian,9064
sol deli & restaurant,3557 38th st,11101,9178327788,continental,13624
the bistro,307 w 37th st,10018,2129120009,american,9467
beverly's,21 essex street,10002,2033055634,american,19388
lupita's restaurant,904 melrose ave,10451,3473678773,mexican,3771
chadbourne & parke employee cafeteria,1301 6th ave,10019,2127284132,american,14604
abide brooklyn pita,301 7th ave,11215,7188327482,middle eastern,6362
salvo's,1477 york avenue,10075,6465901925,pizza/italian,8484
pizza mercato,11 waverly place,10003,2124208432,pizza,2980
may flower no.1 chinese restaurant,1116 castleton avenue,10310,2126086029,chinese,1764
zoma,2084 fredrick douglas boulevard,10026,2126620620,ethiopian,12063
golf manhattan,108 west   39 street,10018,2126854804,american,8867
dunkin' donuts,0 jfk international airport,11430,3455250609,donuts,19967
u like chinese restaurant,602 marcy avenue,11206,7182439096,chinese,4810
original ricky's,1501 fulton st,11216,3476367598,caribbean,15783
d'oasis bar restaurant,5420 flushing avenue,11378,7188217683,"latin (cuban, dominican, puerto rican, south & central american)",17533
taqueria y fonda la mexicana,968 amsterdam avenue,10025,2125310383,mexican,1175
clark's restaurant,80 clark street,11201,7188555484,american,3289
88 palace restaurant,88 east broadway,10002,2129418886,chinese,5652
amber,381 3rd ave,10016,2126866388,asian,23128
zombie hut,273 smith street,11231,7188753433,american,5256
green symphony,255 west   43 street,10036,2123914747,american,11962
irish cottage,10807 72 avenue,11375,7185208530,irish,15318
33,33 lafayette ave,11217,9179874073,american,23821
new dave's,18524 union tpke,11366,7187762500,chinese,16124
panda chinese restaurant,19617 linden boulevard,11412,7182768282,chinese,3328
little lamb,40-24 college point blvd,11354,7183591668,asian,5392
park luncheonette,332 driggs ave,11222,3478449530,american,20005
new hong kong,1017 154th st,11357,7187672333,chinese,17899
dougie's barbecue,1316 avenue j,11230,3475874564,jewish/kosher,19315
grand morelos diner & bakery,727 grand street,11211,7182189441,mexican,3898
sik gaek,4911 roosevelt ave,11377,7182054555,korean,20892
rogner cafe & lounge,6359 forest avenue,11385,5167492724,american,575
the smith,55 3 avenue,10003,2124209800,american,17977
san carlo osteria piemonte,90 thompson st,10012,9172943781,italian,23327
juice press,117 front st,11201,6464923868,other,20239
five guys famous burgers and fries,0 central terminal bld 1,11371,7185050565,hamburgers,17345
perla cafe,234 w 4th st,10014,2123210298,american,13035
zou's restaurant buffet,233 utica ave,11213,7188778599,chinese,9286
papa john's,1612 neptune ave,11224,7182657272,pizza,17771
flanagan's tavern,3932 amboy rd,10308,7183565511,american,12199
the bonnie,2912 23rd ave,11105,7182742105,american,6092
madison bagel and grill,5 madison st,10038,2126084696,american,18063
ghang thai kitchen,229 court street,11201,7188751369,thai,11953
jc dessert,4721 90th st,11373,7186139659,"juice, smoothies, fruit salads",15492
caffe reggio,119 mac dougal street,10012,2124759557,cafã©/coffee/tea,3547
fire grilled burgers,1077 bay st,10305,7188161740,american,4809
china local cuisine,59 division st,10002,9173028831,chinese,2000
gmc temaxcal deli & grocery,163 park avenue,11205,3477658065,mexican,7545
am thai bistro,1003 church avenue,11218,7182878888,thai,1845
chao hong,7813 roosevelt ave,11372,6465081042,chinese/cuban,8382
blessings herbs & coffee,663 flatbush ave,11225,3477709746,cafã©/coffee/tea,975
claudette,24 5th ave,10011,2128682424,french,2867
antojitos mexicano,511 w 181st st,10033,2125688800,spanish,8562
taqueria maria & ricardo,915 cortelyou rd,11218,7184844424,mexican,18391
hampton inn jfk,14410 135th ave,11436,7183227500,american,18584
smile to go,22 howard street,10013,6468633893,american,3892
lodge,318 grand street,11211,7184869400,american,6376
masala club,254 w 108th st,10025,2127497800,indian,12334
semson,80 pine st,10005,2123616110,mediterranean,19860
injera restaurant,11 abingdon sq,10014,2122069330,ethiopian,7730
popeyes louisiana kitchen,1602 bruckner blvd,10473,7186305535,chicken,19187
colombia restaurant,376 5 avenue,11215,7183692020,"latin (cuban, dominican, puerto rican, south & central american)",1859
the standard grill and biergarten,848 washington street,10014,2126454100,american,4090
uskudar restaurant,1405 second avenue,10021,2129882641,turkish,5729
hunter's,213 smith street,11201,7182462221,american,14122
empire east,2740 hylan boulevard,10306,7189871111,chinese,4372
dunkin donut,555 grand concourse,10451,9146999500,donuts,4373
dolci paradise bakery,4807 45 street,11377,7189373410,bakery,2239
naan & grill,15412 rockaway blvd,11434,7184134842,indian,12603
ageha japanese fusion,767 9 avenue,10019,2125818188,chinese/japanese,12240
mocha burger,496 laguardia pl,10012,9174201036,jewish/kosher,9331
coco,8612 5th ave,11209,9292922313,cafã©/coffee/tea,22758
lili's 57,200 west   57 street,10019,2125865333,chinese,9191
876 market deli,876 6th ave,10001,2122132431,delicatessen,23051
loosie rouge,91 s 6th st,11249,7183842904,creole/cajun,20146
golden steamer on 8,5224 8th ave,11220,7188538588,bakery,16147
mason jar,45 east   30 street,10016,2122133587,american,10816
bagel chief,2169 bath ave,11214,7189464649,american,8090
tryon public house,4740 broadway,10040,9145255331,american,19743
zaro's bread basket,1 pennsylvania station (amtrack),10001,2122920405,bakery,19404
delicious chinese,1584 rockaway parkway,11236,7186491625,chinese,17866
moon roof lounge,1679 hylan blvd,10305,7186670088,american,19616
brown sugar bar & restaurant,5060 broadway,10034,6466883504,"latin (cuban, dominican, puerto rican, south & central american)",19990
hanamizuki cafe,143 w 29th st,10001,2126955533,japanese,18005
puccini restaurant,2014 francis lewis boulevard,11357,7186318788,italian,502
borinquenya deli restaurant,5505 4th ave,11220,7185679305,"latin (cuban, dominican, puerto rican, south & central american)",3765
hale & hearty soup,466 lexington avenue,10017,6465801900,soups & sandwiches,19587
mesa azteca,91 wyckoff avenue,11237,3473782838,mexican,1545
dunkin' donuts,527 metropolitan ave,11211,7187820175,cafã©/coffee/tea,415
vivolo,138140 east   74 street,10021,2127373533,italian,19046
briarwood cafe,13849 queens blvd,11435,7182977494,american,19466
a gusto,1450 fulton st,11216,3473506851,cafã©/coffee/tea,22680
richmond diner,3954 richmond avenue,10312,7183172331,american,6955
muscle maker grill,691 10th ave,10036,2127571010,american,16313
music restaurant,13342 39th ave,11354,9179836666,chinese,15312
maoz vegetarian,0 106 street & 5 avenue,10029,5166686801,vegetarian,7908
aki sushi,1531 york ave,10028,9177709928,japanese,13368
subway,4205 fort hamilton pkwy,11219,7184383929,sandwiches/salads/mixed buffet,19976
il fornetto trattoria cafe,2902 emmons avenue,11235,7183328494,italian,14131
yolie's bar & restaurant,5722 clarendon road,11203,3472535410,creole,8797
venice pizza,1539 unionport road,10462,7188285664,pizza,14350
panda restaurant,56195623 broadway,10463,7186018942,chinese,22677
the lutheran halal cafe,5121 2 avenue,11232,7185678244,delicatessen,11630
franklin park/dutch boy burger,618 st johns place,11238,7182300293,american,13131
flamingo,8512 roosevelt avenue,11372,7186061633,"latin (cuban, dominican, puerto rican, south & central american)",6999
asia de cuba,415 lafayette st,10003,2127267755,chinese/cuban,4641
khyber pass,34 st marks place,10003,2124730989,afghan,6646
hong bao cafe,6317 18 avenue,11204,7186213598,chinese,3419
negril,70 west    3 street,10012,2124772804,caribbean,18248
j petal japanese crepe & thai ice cream,4715 8th ave,11220,9292155542,japanese,18216
azasu,49 clinton st,10002,2127777069,japanese,19267
baz bagel  and restaurant,181 grand st,10013,9176933846,american,12343
chelsea bagel,800 2nd ave,10017,2123687777,bagels/pretzels,19950
the new portales taqueria,2508a broadway,11106,7182046736,mexican,4537
employee cafeteria/cloister trie cafe,nka fort tryon park,10034,2129233700,american,16551
cranberry cafe,115 west   45 street,10036,2127309495,american,11915
tapeo 29,29 clinton street,10002,2129790002,"latin (cuban, dominican, puerto rican, south & central american)",7028
diana center cafeteria,3009 broadway,10027,2128512936,american,12203
mexicue,345 7 avenue,10001,2122440002,mexican,3767
pier 66 maritime,205207 12 avenue,10001,2129896363,american,18773
think coffee,568 6th ave,10011,9176922571,cafã©/coffee/tea,5953
joe & john toto's restaurant,809 father capodanno blvd,10305,7189791888,italian,14493
shake shack,0 madison square park,10010,2128893109,hamburgers,14934
arlene's grocery,95 stanton street,10002,2123581633,american,1153
casa del chef bistro,3906 1/2 64th st,11377,7184579000,american,13308
piccola strada restaurant,77 east 4 street,10003,2126741557,italian,23163
souvlaki greek kitchen,20507 35th ave,11361,7182290428,greek,14856
mcdonald's,803 forest avenue,10310,7188766088,hamburgers,8982
amc theatres,312 w 34th st,10001,2122444556,american,8332
la morenita ecuatoriana restaurant,10906 corona avenue,11368,7186992797,spanish,1864
gino's pizza,6501 kissena boulevard,11367,7189394474,pizza,4656
crif dogs / please don't tell,113 st  marks's place,10003,2126142728,american,12131
el valle restaurant,2448 jerome avenue,10468,7185616600,"latin (cuban, dominican, puerto rican, south & central american)",9288
"dunkin' donuts, baskin robbins",11420 sutphin boulevard,11434,7189258790,donuts,15900
united miners soccer club,3401 45th st,11101,7187865833,eastern european,1246
onyx lounge,15234 rockaway boulevard,11434,3475171920,caribbean,10916
off shore restaurant,7822 3 avenue,11209,7189215900,american,6292
q & l shunjia,13538 40th rd,11354,9293076959,chinese,4761
dunkin' donuts,1691 east   16 street,11229,7183750887,american,7843
paneorama bakery,9520 jamaica avenue,11421,7188052525,bakery,7745
sacco & vanzetti bistro,322 spring st,10013,6469187384,italian,20296
china wok,5813 avenue t,11234,7182095999,chinese,5327
el quijote,226 w 23rd st,10011,2129291855,spanish,11540
vstrecha,842123 20 avenue,11214,7182664817,russian,19078
my little pizzeria,114 court street,11201,7186436120,pizza/italian,22024
gallagher's,228 west   52 street,10019,2122455336,american,19775
koronet pizza,4087 broadway,10032,7186262100,pizza,10690
brewklyn grind coffee,557 myrtle ave,11205,3476281141,cafã©/coffee/tea,11014
gladly cuisine # 15,13335 roosevelt ave,11354,9175635303,chinese,10203
world pie,404 court street,11231,7188520240,pizza,217
double fire gourmet,2122 86th st,11214,7184839898,chinese,6962
restaurant & cafeteria centro america,14516 jamaica ave,11435,7185267917,mexican,21851
thai peppercorn,1750 1st  ave,10128,2124106900,thai,8135
paik's noodle,2 w 32nd st,10001,2126957272,korean,15005
cascabel taqueria,2799 broadway,10025,2126651500,mexican,4216
the hideout,8415 5th ave,11209,7188364314,american,14607
mcdonald's,7269 kissena boulevard,11367,7182634295,hamburgers,12748
feiteng chinese take out kitchen,64 lorraine street,11231,7189359110,chinese,16406
al cholo bakery,3825 white plains road,10467,7186559727,bakery,2986
jasper's taphouse & kitchen,761 9th ave,10019,2129751000,american,10934
chelsea bagel & cafe,139 west   14 street,10011,2124622435,american,10831
armando grocery & bakery,272 wyckoff avenue,11237,7184977979,bakery,8847
a voce,41 madison avenue,10010,2125458555,italian,18382
cafe du soleil,245 west  104 street,10025,2123165000,french,9652
domino's,1351 webster avenue,10456,7185374700,pizza,6158
orso,322 west   46 street,10036,2124891212,italian,22253
burger king,21603 merrick boulevard,11413,7185283158,hamburgers,11850
dinosaur bar-b-que,2276 12 avenue,10027,2126943777,barbecue,589
met life/jet blue (employee cafeteria),2701 queens plaza north,11101,2125783393,american,21175
brooklyn public house,247 dekalb ave,11205,3472278976,american,10493
mazaar,137 essex st,10002,2122544440,middle eastern,20930
la cuesta,582 liberty ave,11207,3477894541,"latin (cuban, dominican, puerto rican, south & central american)",6144
cheeburger cheeburger,10850 queens boulevard,11375,7189978600,hamburgers,5956
