file name,start offset,end offset,negative sample
../datasets/text-documents-labeled_TRAIN/review-053.txt,436,441,that 
../datasets/text-documents-labeled_TRAIN/review-053.txt,441,449,are less
../datasets/text-documents-labeled_TRAIN/review-053.txt,195,206,the menu is
../datasets/text-documents-labeled_TRAIN/review-053.txt,195,199,the 
../datasets/text-documents-labeled_TRAIN/review-053.txt,199,206,menu is
../datasets/text-documents-labeled_TRAIN/review-053.txt,1903,1916,tart blend of
../datasets/text-documents-labeled_TRAIN/review-053.txt,1903,1908,tart 
../datasets/text-documents-labeled_TRAIN/review-053.txt,1908,1916,blend of
../datasets/text-documents-labeled_TRAIN/review-053.txt,1785,1793,s a pity
../datasets/text-documents-labeled_TRAIN/review-053.txt,45,47,s 
../datasets/text-documents-labeled_TRAIN/review-053.txt,1787,1793,a pity
../datasets/text-documents-labeled_TRAIN/review-053.txt,1885,1902,typically a sweet
../datasets/text-documents-labeled_TRAIN/review-053.txt,1885,1895,typically 
../datasets/text-documents-labeled_TRAIN/review-053.txt,1895,1902,a sweet
../datasets/text-documents-labeled_TRAIN/review-054.txt,3430,3445,lemon person in
../datasets/text-documents-labeled_TRAIN/review-054.txt,1120,1126,lemon 
../datasets/text-documents-labeled_TRAIN/review-054.txt,3436,3445,person in
../datasets/text-documents-labeled_TRAIN/review-054.txt,486,507,brilliant short story
../datasets/text-documents-labeled_TRAIN/review-054.txt,486,496,brilliant 
../datasets/text-documents-labeled_TRAIN/review-054.txt,496,507,short story
../datasets/text-documents-labeled_TRAIN/review-054.txt,1648,1667,Jenkins spent large
../datasets/text-documents-labeled_TRAIN/review-054.txt,1648,1656,Jenkins 
../datasets/text-documents-labeled_TRAIN/review-054.txt,1656,1667,spent large
../datasets/text-documents-labeled_TRAIN/review-054.txt,1825,1844,goal of reconciling
../datasets/text-documents-labeled_TRAIN/review-054.txt,1825,1830,goal 
../datasets/text-documents-labeled_TRAIN/review-054.txt,1830,1844,of reconciling
../datasets/text-documents-labeled_TRAIN/review-054.txt,393,404,to perch on
../datasets/text-documents-labeled_TRAIN/review-054.txt,293,296,to 
../datasets/text-documents-labeled_TRAIN/review-054.txt,396,404,perch on
../datasets/text-documents-labeled_TRAIN/review-054.txt,1948,1965,to something else
../datasets/text-documents-labeled_TRAIN/review-054.txt,293,296,to 
../datasets/text-documents-labeled_TRAIN/review-054.txt,1951,1965,something else
../datasets/text-documents-labeled_TRAIN/review-054.txt,1703,1716,her mother is
../datasets/text-documents-labeled_TRAIN/review-054.txt,1555,1559,her 
../datasets/text-documents-labeled_TRAIN/review-054.txt,1707,1716,mother is
../datasets/text-documents-labeled_TRAIN/review-054.txt,584,591,it is a
../datasets/text-documents-labeled_TRAIN/review-054.txt,273,276,it 
../datasets/text-documents-labeled_TRAIN/review-054.txt,471,475,is a
../datasets/text-documents-labeled_TRAIN/review-054.txt,1793,1812,have approached the
../datasets/text-documents-labeled_TRAIN/review-054.txt,388,393,have 
../datasets/text-documents-labeled_TRAIN/review-054.txt,1798,1812,approached the
../datasets/text-documents-labeled_TRAIN/review-054.txt,1898,1914,Italians want to
../datasets/text-documents-labeled_TRAIN/review-054.txt,1898,1907,Italians 
../datasets/text-documents-labeled_TRAIN/review-054.txt,1907,1914,want to
../datasets/text-documents-labeled_TRAIN/review-055.txt,84,96,get into the
../datasets/text-documents-labeled_TRAIN/review-055.txt,84,88,get 
../datasets/text-documents-labeled_TRAIN/review-055.txt,88,96,into the
../datasets/text-documents-labeled_TRAIN/review-055.txt,1145,1160,of Craftbar and
../datasets/text-documents-labeled_TRAIN/review-055.txt,157,160,of 
../datasets/text-documents-labeled_TRAIN/review-055.txt,1148,1160,Craftbar and
../datasets/text-documents-labeled_TRAIN/review-055.txt,1105,1121,the owners hired
../datasets/text-documents-labeled_TRAIN/review-055.txt,34,38,the 
../datasets/text-documents-labeled_TRAIN/review-055.txt,1109,1121,owners hired
../datasets/text-documents-labeled_TRAIN/review-055.txt,820,831,s notion of
../datasets/text-documents-labeled_TRAIN/review-055.txt,63,65,s 
../datasets/text-documents-labeled_TRAIN/review-055.txt,822,831,notion of
../datasets/text-documents-labeled_TRAIN/review-055.txt,417,425,is a bit
../datasets/text-documents-labeled_TRAIN/review-055.txt,62,65,is 
../datasets/text-documents-labeled_TRAIN/review-055.txt,420,425,a bit
../datasets/text-documents-labeled_TRAIN/review-055.txt,359,372,into a hipper
../datasets/text-documents-labeled_TRAIN/review-055.txt,88,93,into 
../datasets/text-documents-labeled_TRAIN/review-055.txt,364,372,a hipper
../datasets/text-documents-labeled_TRAIN/review-055.txt,59,71,It is almost
../datasets/text-documents-labeled_TRAIN/review-055.txt,59,62,It 
../datasets/text-documents-labeled_TRAIN/review-055.txt,62,71,is almost
../datasets/text-documents-labeled_TRAIN/review-055.txt,441,456,You first enter
../datasets/text-documents-labeled_TRAIN/review-055.txt,441,445,You 
../datasets/text-documents-labeled_TRAIN/review-055.txt,445,456,first enter
../datasets/text-documents-labeled_TRAIN/review-055.txt,317,338,through corridors and
../datasets/text-documents-labeled_TRAIN/review-055.txt,317,325,through 
../datasets/text-documents-labeled_TRAIN/review-055.txt,325,338,corridors and
../datasets/text-documents-labeled_TRAIN/review-055.txt,496,518,restored so thoroughly
../datasets/text-documents-labeled_TRAIN/review-055.txt,496,505,restored 
../datasets/text-documents-labeled_TRAIN/review-055.txt,505,518,so thoroughly
../datasets/text-documents-labeled_TRAIN/review-056.txt,496,506,but it isn
../datasets/text-documents-labeled_TRAIN/review-056.txt,496,500,but 
../datasets/text-documents-labeled_TRAIN/review-056.txt,500,506,it isn
../datasets/text-documents-labeled_TRAIN/review-056.txt,474,484,to take to
../datasets/text-documents-labeled_TRAIN/review-056.txt,63,66,to 
../datasets/text-documents-labeled_TRAIN/review-056.txt,477,484,take to
../datasets/text-documents-labeled_TRAIN/review-056.txt,86,104,neat Mexican place
../datasets/text-documents-labeled_TRAIN/review-056.txt,86,91,neat 
../datasets/text-documents-labeled_TRAIN/review-056.txt,91,104,Mexican place
../datasets/text-documents-labeled_TRAIN/review-056.txt,1225,1244,three fixed courses
../datasets/text-documents-labeled_TRAIN/review-056.txt,702,708,three 
../datasets/text-documents-labeled_TRAIN/review-056.txt,1231,1244,fixed courses
../datasets/text-documents-labeled_TRAIN/review-056.txt,304,318,turned it into
../datasets/text-documents-labeled_TRAIN/review-056.txt,304,311,turned 
../datasets/text-documents-labeled_TRAIN/review-056.txt,311,318,it into
../datasets/text-documents-labeled_TRAIN/review-056.txt,338,347,s is more
../datasets/text-documents-labeled_TRAIN/review-056.txt,56,58,s 
../datasets/text-documents-labeled_TRAIN/review-056.txt,340,347,is more
../datasets/text-documents-labeled_TRAIN/review-056.txt,1095,1106,but it hasn
../datasets/text-documents-labeled_TRAIN/review-056.txt,496,500,but 
../datasets/text-documents-labeled_TRAIN/review-056.txt,1099,1106,it hasn
../datasets/text-documents-labeled_TRAIN/review-056.txt,415,424,so it has
../datasets/text-documents-labeled_TRAIN/review-056.txt,256,259,so 
../datasets/text-documents-labeled_TRAIN/review-056.txt,418,424,it has
../datasets/text-documents-labeled_TRAIN/review-056.txt,384,398,bar and votive
../datasets/text-documents-labeled_TRAIN/review-056.txt,384,388,bar 
../datasets/text-documents-labeled_TRAIN/review-056.txt,388,398,and votive
../datasets/text-documents-labeled_TRAIN/review-056.txt,1311,1329,diners could focus
../datasets/text-documents-labeled_TRAIN/review-056.txt,1311,1318,diners 
../datasets/text-documents-labeled_TRAIN/review-056.txt,1318,1329,could focus
../datasets/text-documents-labeled_TRAIN/review-057.txt,387,403,and marble table
../datasets/text-documents-labeled_TRAIN/review-057.txt,265,269,and 
../datasets/text-documents-labeled_TRAIN/review-057.txt,391,403,marble table
../datasets/text-documents-labeled_TRAIN/review-057.txt,53,72,Flexing its muscles
../datasets/text-documents-labeled_TRAIN/review-057.txt,53,61,Flexing 
../datasets/text-documents-labeled_TRAIN/review-057.txt,61,72,its muscles
../datasets/text-documents-labeled_TRAIN/review-057.txt,73,87,in Cobble Hill
../datasets/text-documents-labeled_TRAIN/review-057.txt,73,76,in 
../datasets/text-documents-labeled_TRAIN/review-057.txt,76,87,Cobble Hill
../datasets/text-documents-labeled_TRAIN/review-057.txt,312,325,s been called
../datasets/text-documents-labeled_TRAIN/review-057.txt,63,65,s 
../datasets/text-documents-labeled_TRAIN/review-057.txt,314,325,been called
../datasets/text-documents-labeled_TRAIN/review-057.txt,635,644,as a draw
../datasets/text-documents-labeled_TRAIN/review-057.txt,481,484,as 
../datasets/text-documents-labeled_TRAIN/review-057.txt,638,644,a draw
../datasets/text-documents-labeled_TRAIN/review-057.txt,593,614,pleasing New American
../datasets/text-documents-labeled_TRAIN/review-057.txt,593,602,pleasing 
../datasets/text-documents-labeled_TRAIN/review-057.txt,602,614,New American
../datasets/text-documents-labeled_TRAIN/review-057.txt,615,634,bistro with seafood
../datasets/text-documents-labeled_TRAIN/review-057.txt,615,622,bistro 
../datasets/text-documents-labeled_TRAIN/review-057.txt,622,634,with seafood
../datasets/text-documents-labeled_TRAIN/review-057.txt,651,671,unlike its potential
../datasets/text-documents-labeled_TRAIN/review-057.txt,651,658,unlike 
../datasets/text-documents-labeled_TRAIN/review-057.txt,658,671,its potential
../datasets/text-documents-labeled_TRAIN/review-057.txt,411,422,raw bar and
../datasets/text-documents-labeled_TRAIN/review-057.txt,411,415,raw 
../datasets/text-documents-labeled_TRAIN/review-057.txt,415,422,bar and
../datasets/text-documents-labeled_TRAIN/review-057.txt,223,252,included bittersweet Founders
../datasets/text-documents-labeled_TRAIN/review-057.txt,223,232,included 
../datasets/text-documents-labeled_TRAIN/review-057.txt,232,252,bittersweet Founders
../datasets/text-documents-labeled_TRAIN/review-058.txt,797,816,a narrow storefront
../datasets/text-documents-labeled_TRAIN/review-058.txt,192,194,a 
../datasets/text-documents-labeled_TRAIN/review-058.txt,799,816,narrow storefront
../datasets/text-documents-labeled_TRAIN/review-058.txt,1447,1459,There is one
../datasets/text-documents-labeled_TRAIN/review-058.txt,931,937,There 
../datasets/text-documents-labeled_TRAIN/review-058.txt,1453,1459,is one
../datasets/text-documents-labeled_TRAIN/review-058.txt,414,426,sweet at all
../datasets/text-documents-labeled_TRAIN/review-058.txt,414,420,sweet 
../datasets/text-documents-labeled_TRAIN/review-058.txt,420,426,at all
../datasets/text-documents-labeled_TRAIN/review-058.txt,385,397,On their own
../datasets/text-documents-labeled_TRAIN/review-058.txt,385,388,On 
../datasets/text-documents-labeled_TRAIN/review-058.txt,388,397,their own
../datasets/text-documents-labeled_TRAIN/review-058.txt,653,670,Other churros are
../datasets/text-documents-labeled_TRAIN/review-058.txt,653,659,Other 
../datasets/text-documents-labeled_TRAIN/review-058.txt,659,670,churros are
../datasets/text-documents-labeled_TRAIN/review-058.txt,624,636,which may be
../datasets/text-documents-labeled_TRAIN/review-058.txt,493,499,which 
../datasets/text-documents-labeled_TRAIN/review-058.txt,630,636,may be
../datasets/text-documents-labeled_TRAIN/review-058.txt,931,944,There is room
../datasets/text-documents-labeled_TRAIN/review-058.txt,931,937,There 
../datasets/text-documents-labeled_TRAIN/review-058.txt,937,944,is room
../datasets/text-documents-labeled_TRAIN/review-058.txt,301,315,They are moist
../datasets/text-documents-labeled_TRAIN/review-058.txt,301,306,They 
../datasets/text-documents-labeled_TRAIN/review-058.txt,306,315,are moist
../datasets/text-documents-labeled_TRAIN/review-058.txt,692,707,with a hardened
../datasets/text-documents-labeled_TRAIN/review-058.txt,292,297,with 
../datasets/text-documents-labeled_TRAIN/review-058.txt,697,707,a hardened
../datasets/text-documents-labeled_TRAIN/review-058.txt,671,691,predunked and arrive
../datasets/text-documents-labeled_TRAIN/review-058.txt,671,681,predunked 
../datasets/text-documents-labeled_TRAIN/review-058.txt,681,691,and arrive
../datasets/text-documents-labeled_TRAIN/review-059.txt,603,625,sans either ingredient
../datasets/text-documents-labeled_TRAIN/review-059.txt,603,608,sans 
../datasets/text-documents-labeled_TRAIN/review-059.txt,608,625,either ingredient
../datasets/text-documents-labeled_TRAIN/review-059.txt,1625,1646,macerated cherry tang
../datasets/text-documents-labeled_TRAIN/review-059.txt,1625,1635,macerated 
../datasets/text-documents-labeled_TRAIN/review-059.txt,1635,1646,cherry tang
../datasets/text-documents-labeled_TRAIN/review-059.txt,53,69,Unless sports TV
../datasets/text-documents-labeled_TRAIN/review-059.txt,53,60,Unless 
../datasets/text-documents-labeled_TRAIN/review-059.txt,60,69,sports TV
../datasets/text-documents-labeled_TRAIN/review-059.txt,1525,1551,to international esoterica
../datasets/text-documents-labeled_TRAIN/review-059.txt,277,280,to 
../datasets/text-documents-labeled_TRAIN/review-059.txt,1528,1551,international esoterica
../datasets/text-documents-labeled_TRAIN/review-059.txt,1455,1478,taps include everything
../datasets/text-documents-labeled_TRAIN/review-059.txt,1455,1460,taps 
../datasets/text-documents-labeled_TRAIN/review-059.txt,1460,1478,include everything
../datasets/text-documents-labeled_TRAIN/review-059.txt,1612,1624,kriek with a
../datasets/text-documents-labeled_TRAIN/review-059.txt,1612,1618,kriek 
../datasets/text-documents-labeled_TRAIN/review-059.txt,772,778,with a
../datasets/text-documents-labeled_TRAIN/review-059.txt,71,87,excess noise and
../datasets/text-documents-labeled_TRAIN/review-059.txt,71,78,excess 
../datasets/text-documents-labeled_TRAIN/review-059.txt,78,87,noise and
../datasets/text-documents-labeled_TRAIN/review-059.txt,112,124,your kind of
../datasets/text-documents-labeled_TRAIN/review-059.txt,112,117,your 
../datasets/text-documents-labeled_TRAIN/review-059.txt,117,124,kind of
../datasets/text-documents-labeled_TRAIN/review-059.txt,1433,1454,The expertly selected
../datasets/text-documents-labeled_TRAIN/review-059.txt,1433,1437,The 
../datasets/text-documents-labeled_TRAIN/review-059.txt,1437,1454,expertly selected
../datasets/text-documents-labeled_TRAIN/review-059.txt,1594,1611,a swarthy Belgian
../datasets/text-documents-labeled_TRAIN/review-059.txt,225,227,a 
../datasets/text-documents-labeled_TRAIN/review-059.txt,1596,1611,swarthy Belgian
../datasets/text-documents-labeled_TRAIN/review-060.txt,0,10,Ca Va Todd
../datasets/text-documents-labeled_TRAIN/review-060.txt,0,3,Ca 
../datasets/text-documents-labeled_TRAIN/review-060.txt,3,10,Va Todd
../datasets/text-documents-labeled_TRAIN/review-060.txt,361,374,a hotel lobby
../datasets/text-documents-labeled_TRAIN/review-060.txt,1,3,a 
../datasets/text-documents-labeled_TRAIN/review-060.txt,363,374,hotel lobby
../datasets/text-documents-labeled_TRAIN/review-060.txt,39,52,the chef Todd
../datasets/text-documents-labeled_TRAIN/review-060.txt,39,43,the 
../datasets/text-documents-labeled_TRAIN/review-060.txt,43,52,chef Todd
../datasets/text-documents-labeled_TRAIN/review-060.txt,464,477,the first and
../datasets/text-documents-labeled_TRAIN/review-060.txt,39,43,the 
../datasets/text-documents-labeled_TRAIN/review-060.txt,468,477,first and
../datasets/text-documents-labeled_TRAIN/review-060.txt,139,154,proclaims him a
../datasets/text-documents-labeled_TRAIN/review-060.txt,139,149,proclaims 
../datasets/text-documents-labeled_TRAIN/review-060.txt,149,154,him a
../datasets/text-documents-labeled_TRAIN/review-060.txt,1529,1544,decent wines by
../datasets/text-documents-labeled_TRAIN/review-060.txt,1529,1536,decent 
../datasets/text-documents-labeled_TRAIN/review-060.txt,1536,1544,wines by
../datasets/text-documents-labeled_TRAIN/review-060.txt,86,97,Web site of
../datasets/text-documents-labeled_TRAIN/review-060.txt,86,90,Web 
../datasets/text-documents-labeled_TRAIN/review-060.txt,90,97,site of
../datasets/text-documents-labeled_TRAIN/review-060.txt,296,310,This tells you
../datasets/text-documents-labeled_TRAIN/review-060.txt,296,301,This 
../datasets/text-documents-labeled_TRAIN/review-060.txt,301,310,tells you
../datasets/text-documents-labeled_TRAIN/review-060.txt,22,38,The biography of
../datasets/text-documents-labeled_TRAIN/review-060.txt,22,26,The 
../datasets/text-documents-labeled_TRAIN/review-060.txt,26,38,biography of
../datasets/text-documents-labeled_TRAIN/review-060.txt,408,421,and a crowded
../datasets/text-documents-labeled_TRAIN/review-060.txt,177,181,and 
../datasets/text-documents-labeled_TRAIN/review-060.txt,412,421,a crowded
../datasets/text-documents-labeled_TRAIN/review-061.txt,386,402,place like Peter
../datasets/text-documents-labeled_TRAIN/review-061.txt,386,392,place 
../datasets/text-documents-labeled_TRAIN/review-061.txt,392,402,like Peter
../datasets/text-documents-labeled_TRAIN/review-061.txt,342,358,re seeking steak
../datasets/text-documents-labeled_TRAIN/review-061.txt,342,345,re 
../datasets/text-documents-labeled_TRAIN/review-061.txt,345,358,seeking steak
../datasets/text-documents-labeled_TRAIN/review-061.txt,258,275,that long commute
../datasets/text-documents-labeled_TRAIN/review-061.txt,164,169,that 
../datasets/text-documents-labeled_TRAIN/review-061.txt,263,275,long commute
../datasets/text-documents-labeled_TRAIN/review-061.txt,37,52,A Second Street
../datasets/text-documents-labeled_TRAIN/review-061.txt,37,39,A 
../datasets/text-documents-labeled_TRAIN/review-061.txt,39,52,Second Street
../datasets/text-documents-labeled_TRAIN/review-061.txt,431,447,Its pretty brick
../datasets/text-documents-labeled_TRAIN/review-061.txt,431,435,Its 
../datasets/text-documents-labeled_TRAIN/review-061.txt,435,447,pretty brick
../datasets/text-documents-labeled_TRAIN/review-061.txt,1085,1099,your beau will
../datasets/text-documents-labeled_TRAIN/review-061.txt,779,784,your 
../datasets/text-documents-labeled_TRAIN/review-061.txt,1090,1099,beau will
../datasets/text-documents-labeled_TRAIN/review-061.txt,368,385,Benchmark beats a
../datasets/text-documents-labeled_TRAIN/review-061.txt,0,10,Benchmark 
../datasets/text-documents-labeled_TRAIN/review-061.txt,378,385,beats a
../datasets/text-documents-labeled_TRAIN/review-061.txt,212,228,With the opening
../datasets/text-documents-labeled_TRAIN/review-061.txt,212,217,With 
../datasets/text-documents-labeled_TRAIN/review-061.txt,217,228,the opening
../datasets/text-documents-labeled_TRAIN/review-061.txt,463,476,set back from
../datasets/text-documents-labeled_TRAIN/review-061.txt,463,467,set 
../datasets/text-documents-labeled_TRAIN/review-061.txt,467,476,back from
../datasets/text-documents-labeled_TRAIN/review-061.txt,990,1009,creamed spinach and
../datasets/text-documents-labeled_TRAIN/review-061.txt,990,998,creamed 
../datasets/text-documents-labeled_TRAIN/review-061.txt,998,1009,spinach and
../datasets/text-documents-labeled_TRAIN/review-062.txt,70,86,Stopped into the
../datasets/text-documents-labeled_TRAIN/review-062.txt,70,78,Stopped 
../datasets/text-documents-labeled_TRAIN/review-062.txt,78,86,into the
../datasets/text-documents-labeled_TRAIN/review-062.txt,226,239,an absence of
../datasets/text-documents-labeled_TRAIN/review-062.txt,226,229,an 
../datasets/text-documents-labeled_TRAIN/review-062.txt,229,239,absence of
../datasets/text-documents-labeled_TRAIN/review-062.txt,474,489,A waiter poured
../datasets/text-documents-labeled_TRAIN/review-062.txt,474,476,A 
../datasets/text-documents-labeled_TRAIN/review-062.txt,476,489,waiter poured
../datasets/text-documents-labeled_TRAIN/review-062.txt,416,427,on his game
../datasets/text-documents-labeled_TRAIN/review-062.txt,93,96,on 
../datasets/text-documents-labeled_TRAIN/review-062.txt,419,427,his game
../datasets/text-documents-labeled_TRAIN/review-062.txt,504,521,the bread service
../datasets/text-documents-labeled_TRAIN/review-062.txt,83,87,the 
../datasets/text-documents-labeled_TRAIN/review-062.txt,508,521,bread service
../datasets/text-documents-labeled_TRAIN/review-062.txt,1182,1202,with shaved brussels
../datasets/text-documents-labeled_TRAIN/review-062.txt,328,333,with 
../datasets/text-documents-labeled_TRAIN/review-062.txt,1187,1202,shaved brussels
../datasets/text-documents-labeled_TRAIN/review-062.txt,269,286,menu developed by
../datasets/text-documents-labeled_TRAIN/review-062.txt,269,274,menu 
../datasets/text-documents-labeled_TRAIN/review-062.txt,274,286,developed by
../datasets/text-documents-labeled_TRAIN/review-062.txt,538,552,of about three
../datasets/text-documents-labeled_TRAIN/review-062.txt,237,240,of 
../datasets/text-documents-labeled_TRAIN/review-062.txt,541,552,about three
../datasets/text-documents-labeled_TRAIN/review-062.txt,386,403,Fellow might have
../datasets/text-documents-labeled_TRAIN/review-062.txt,386,393,Fellow 
../datasets/text-documents-labeled_TRAIN/review-062.txt,393,403,might have
../datasets/text-documents-labeled_TRAIN/review-062.txt,328,340,with his own
../datasets/text-documents-labeled_TRAIN/review-062.txt,328,333,with 
../datasets/text-documents-labeled_TRAIN/review-062.txt,333,340,his own
../datasets/text-documents-labeled_TRAIN/review-063.txt,471,492,Giant industrial fans
../datasets/text-documents-labeled_TRAIN/review-063.txt,471,477,Giant 
../datasets/text-documents-labeled_TRAIN/review-063.txt,477,492,industrial fans
../datasets/text-documents-labeled_TRAIN/review-063.txt,1518,1530,the trot and
../datasets/text-documents-labeled_TRAIN/review-063.txt,154,158,the 
../datasets/text-documents-labeled_TRAIN/review-063.txt,1522,1530,trot and
../datasets/text-documents-labeled_TRAIN/review-063.txt,374,387,a former auto
../datasets/text-documents-labeled_TRAIN/review-063.txt,162,164,a 
../datasets/text-documents-labeled_TRAIN/review-063.txt,376,387,former auto
../datasets/text-documents-labeled_TRAIN/review-063.txt,436,452,shirts with name
../datasets/text-documents-labeled_TRAIN/review-063.txt,436,443,shirts 
../datasets/text-documents-labeled_TRAIN/review-063.txt,443,452,with name
../datasets/text-documents-labeled_TRAIN/review-063.txt,1179,1193,it may inspire
../datasets/text-documents-labeled_TRAIN/review-063.txt,1179,1182,it 
../datasets/text-documents-labeled_TRAIN/review-063.txt,1182,1193,may inspire
../datasets/text-documents-labeled_TRAIN/review-063.txt,1233,1258,respectable without being
../datasets/text-documents-labeled_TRAIN/review-063.txt,1233,1245,respectable 
../datasets/text-documents-labeled_TRAIN/review-063.txt,1245,1258,without being
../datasets/text-documents-labeled_TRAIN/review-063.txt,510,530,banquettes and perky
../datasets/text-documents-labeled_TRAIN/review-063.txt,510,521,banquettes 
../datasets/text-documents-labeled_TRAIN/review-063.txt,521,530,and perky
../datasets/text-documents-labeled_TRAIN/review-063.txt,1761,1772,and for now
../datasets/text-documents-labeled_TRAIN/review-063.txt,241,245,and 
../datasets/text-documents-labeled_TRAIN/review-063.txt,1765,1772,for now
../datasets/text-documents-labeled_TRAIN/review-063.txt,1269,1286,beets and ricotta
../datasets/text-documents-labeled_TRAIN/review-063.txt,1269,1275,beets 
../datasets/text-documents-labeled_TRAIN/review-063.txt,1275,1286,and ricotta
../datasets/text-documents-labeled_TRAIN/review-063.txt,1438,1454,a world champion
../datasets/text-documents-labeled_TRAIN/review-063.txt,162,164,a 
../datasets/text-documents-labeled_TRAIN/review-063.txt,1440,1454,world champion
../datasets/text-documents-labeled_TRAIN/review-064.txt,19,32,Avenue of the
../datasets/text-documents-labeled_TRAIN/review-064.txt,19,26,Avenue 
../datasets/text-documents-labeled_TRAIN/review-064.txt,26,32,of the
../datasets/text-documents-labeled_TRAIN/review-064.txt,395,407,track of how
../datasets/text-documents-labeled_TRAIN/review-064.txt,395,401,track 
../datasets/text-documents-labeled_TRAIN/review-064.txt,401,407,of how
../datasets/text-documents-labeled_TRAIN/review-064.txt,1080,1100,of brocade armchairs
../datasets/text-documents-labeled_TRAIN/review-064.txt,26,29,of 
../datasets/text-documents-labeled_TRAIN/review-064.txt,1083,1100,brocade armchairs
../datasets/text-documents-labeled_TRAIN/review-064.txt,555,567,one of those
../datasets/text-documents-labeled_TRAIN/review-064.txt,135,139,one 
../datasets/text-documents-labeled_TRAIN/review-064.txt,559,567,of those
../datasets/text-documents-labeled_TRAIN/review-064.txt,817,833,per person which
../datasets/text-documents-labeled_TRAIN/review-064.txt,817,821,per 
../datasets/text-documents-labeled_TRAIN/review-064.txt,821,833,person which
../datasets/text-documents-labeled_TRAIN/review-064.txt,198,219,the entertainers wear
../datasets/text-documents-labeled_TRAIN/review-064.txt,29,33,the 
../datasets/text-documents-labeled_TRAIN/review-064.txt,202,219,entertainers wear
../datasets/text-documents-labeled_TRAIN/review-064.txt,973,983,s not much
../datasets/text-documents-labeled_TRAIN/review-064.txt,66,68,s 
../datasets/text-documents-labeled_TRAIN/review-064.txt,975,983,not much
../datasets/text-documents-labeled_TRAIN/review-064.txt,1006,1033,elaborate ceiling paintings
../datasets/text-documents-labeled_TRAIN/review-064.txt,1006,1016,elaborate 
../datasets/text-documents-labeled_TRAIN/review-064.txt,1016,1033,ceiling paintings
../datasets/text-documents-labeled_TRAIN/review-064.txt,56,70,New Yorkers in
../datasets/text-documents-labeled_TRAIN/review-064.txt,56,60,New 
../datasets/text-documents-labeled_TRAIN/review-064.txt,60,70,Yorkers in
../datasets/text-documents-labeled_TRAIN/review-064.txt,252,266,where the band
../datasets/text-documents-labeled_TRAIN/review-064.txt,192,198,where 
../datasets/text-documents-labeled_TRAIN/review-064.txt,258,266,the band
../datasets/text-documents-labeled_TRAIN/review-065.txt,2326,2343,expat Britons who
../datasets/text-documents-labeled_TRAIN/review-065.txt,2326,2332,expat 
../datasets/text-documents-labeled_TRAIN/review-065.txt,2332,2343,Britons who
../datasets/text-documents-labeled_TRAIN/review-065.txt,833,847,and brandy are
../datasets/text-documents-labeled_TRAIN/review-065.txt,198,202,and 
../datasets/text-documents-labeled_TRAIN/review-065.txt,837,847,brandy are
../datasets/text-documents-labeled_TRAIN/review-065.txt,2223,2234,t find your
../datasets/text-documents-labeled_TRAIN/review-065.txt,34,36,t 
../datasets/text-documents-labeled_TRAIN/review-065.txt,2225,2234,find your
../datasets/text-documents-labeled_TRAIN/review-065.txt,2018,2037,clearly designed by
../datasets/text-documents-labeled_TRAIN/review-065.txt,2018,2026,clearly 
../datasets/text-documents-labeled_TRAIN/review-065.txt,2026,2037,designed by
../datasets/text-documents-labeled_TRAIN/review-065.txt,2292,2305,but the happy
../datasets/text-documents-labeled_TRAIN/review-065.txt,599,603,but 
../datasets/text-documents-labeled_TRAIN/review-065.txt,2296,2305,the happy
../datasets/text-documents-labeled_TRAIN/review-065.txt,2175,2188,Union Jack on
../datasets/text-documents-labeled_TRAIN/review-065.txt,2175,2181,Union 
../datasets/text-documents-labeled_TRAIN/review-065.txt,2181,2188,Jack on
../datasets/text-documents-labeled_TRAIN/review-065.txt,2263,2281,as professional as
../datasets/text-documents-labeled_TRAIN/review-065.txt,334,337,as 
../datasets/text-documents-labeled_TRAIN/review-065.txt,2266,2281,professional as
../datasets/text-documents-labeled_TRAIN/review-065.txt,2062,2076,narrow bar and
../datasets/text-documents-labeled_TRAIN/review-065.txt,2062,2069,narrow 
../datasets/text-documents-labeled_TRAIN/review-065.txt,2069,2076,bar and
../datasets/text-documents-labeled_TRAIN/review-065.txt,776,793,than Belgian ones
../datasets/text-documents-labeled_TRAIN/review-065.txt,718,723,than 
../datasets/text-documents-labeled_TRAIN/review-065.txt,781,793,Belgian ones
../datasets/text-documents-labeled_TRAIN/review-065.txt,2306,2325,locals and assorted
../datasets/text-documents-labeled_TRAIN/review-065.txt,2306,2313,locals 
../datasets/text-documents-labeled_TRAIN/review-065.txt,2313,2325,and assorted
../datasets/text-documents-labeled_TRAIN/review-066.txt,255,270,that housed the
../datasets/text-documents-labeled_TRAIN/review-066.txt,255,260,that 
../datasets/text-documents-labeled_TRAIN/review-066.txt,260,270,housed the
../datasets/text-documents-labeled_TRAIN/review-066.txt,145,157,a true Paris
../datasets/text-documents-labeled_TRAIN/review-066.txt,119,121,a 
../datasets/text-documents-labeled_TRAIN/review-066.txt,147,157,true Paris
../datasets/text-documents-labeled_TRAIN/review-066.txt,508,524,tables tended by
../datasets/text-documents-labeled_TRAIN/review-066.txt,508,515,tables 
../datasets/text-documents-labeled_TRAIN/review-066.txt,515,524,tended by
../datasets/text-documents-labeled_TRAIN/review-066.txt,390,401,a basket of
../datasets/text-documents-labeled_TRAIN/review-066.txt,119,121,a 
