_id,ltable_ID,rtable_ID,custom_address_sim,custom_name_jaccard,custom_address_overlap,custom_name_cosine,custom_address_cosine,custom_cuisine_overlap,rtable_grade,rtable_critical_flag,rtable_violation_code,rtable_cuisine,rtable_zipcode,rtable_address,rtable_name,ltable_price,ltable_cuisine,ltable_zipcode,ltable_address,ltable_name,predicted
733836,2331,15098,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,italian,10018,1065 ave of the americas,academia barilla restaurant,$$$,american (new) coffee & tea breakfast & brunch,10018,"1065 ave of the americas,",coffeemania,0
734361,2333,13774,1.0,1.0,1.0,1.0,1.0,0.2,A,Critical,06B,"latin (cuban, dominican, puerto rican, south & central american)",10018,38 w 39th st,calle dao,$$,cuban cocktail bars breakfast & brunch,10018,"38 w 39th st, ,",calle dao,1
735334,2337,6043,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06C,american,10018,246 w 38th st,district tap house,$$,sports bars gastropubs pubs,10018,"246 w 38th st, ,",district tap house,1
736445,2341,8165,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06D,filipino,10018,273 w 38th st,go go curry,$,japanese,10018,"273 w 38th st, ,",go! go! curry!,1
737555,2345,9442,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,04H,hamburgers,10018,245 w 38th st,black iron burger,$$,burgers,10018,"245 w 38th st,",black iron burger,1
739357,2352,1536,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06C,italian,10018,302 w 37th st,non solo piada,$,italian breakfast & brunch,10018,"302 w 37th st,",non solo piada,1
739900,2354,1534,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,10J,tex-mex,10018,29 w 36th st,habanero blues,$$,mexican cocktail bars,10018,"29 w 36th st,",habanero blues,1
743245,2366,8165,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06D,filipino,10018,273 w 38th st,go go curry,$,cantonese cafeteria bakeries,10018,"273 w 38th st, ,",new li yuan,0
743479,2367,5065,1.0,1.0,1.0,1.0,1.0,0.25,A,Critical,06C,sandwiches/salads/mixed buffet,10018,410 w 36th st,la panineria,$$,coffee & tea italian sandwiches,10018,"410 w 36th st, ,",la panineria,1
744761,2371,18557,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,02G,japanese,10018,314 w 39th st,aya sushi,$$,japanese,10018,"314 w 39th st,",aya sushi,1
745479,2374,10878,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,08A,other,10018,65 w 37th st,the picnic basket,$,cafes sandwiches breakfast & brunch,10018,"65 w 37th st, ,",the picnic basket,1
746556,2378,10480,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10B,american,10018,54 w 39th st,proper west,$$,sports bars american (new) lounges,10018,"54 w 39th st, ,",proper west,1
748289,2384,17666,0.5,0.0,1.0,0.0,0.8164965809277261,0.0,A,Critical,06C,café/coffee/tea,10018,200 w 39th st,cafe grumpy,$$$,cocktail bars event planning & services,10018,"200 w 39th st, 30th fl,",the skylark,0
748433,2385,9156,1.0,0.1,1.0,0.18257418583505536,1.0,1.0,B,Critical,02H,irish,10018,315 w 39th st,tir na nog bar and grill,$$,american (new) irish irish pub,10018,"315 w 39th st,",tír na nóg,1
748749,2386,11065,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06E,american,10018,43 w 39th st,untamed sandwiches,$$,sandwiches gluten-free,10018,"43 w 39th st, ,",untamed sandwiches,1
751293,2395,18720,1.0,0.5,1.0,0.7071067811865475,1.0,0.0,A,Critical,02H,irish,10018,228 w 39th st,carragher's,$$,pubs sports bars british,10018,"228 w 39th st, ,",carragher's pub & restaurant,1
752150,2399,1957,0.0,0.0,0.7142857142857143,0.0,0.629940788348712,1.0,A,Critical,06D,american,10018,0 bryant park at 42 st and 5th ave,public fare,$$,american (new) bars,10018,"bryant park, 40th st and 6th ave,",southwest porch,0
753028,2402,7411,1.0,1.0,1.0,1.0,1.0,0.0,C,Not Critical,10F,chinese,10018,108 w 39th st,savour sichuan,$$,szechuan dim sum asian fusion,10018,"108 w 39th st, ,",savour sichuan,1
754335,2407,2441,1.0,0.6,1.0,0.7745966692414834,1.0,0.0,A,Critical,06D,chinese,10018,128 w 36th st,lan sheng restaurant,$$,szechuan bars,10018,"128 w 36th st,",lan sheng szechuan food restaurant,1
755314,2410,14434,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06C,bakery,10018,8 w 40th st,maison kayser,$$,bakeries french desserts,10018,"8 w 40th st, ,",maison kayser,1
755795,2412,10236,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,04C,chicken,10018,1000 avenue of the americas,chick-fil-a,$,fast food,10018,"1000 avenue of the americas, ,",chick-fil-a,1
756302,2414,8198,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10B,pizza,10018,274 w 40th st,kiss my slice,$,pizza,10018,"274 w 40th st,",kiss my slice,1
756846,2416,8198,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10B,pizza,10018,274 w 40th st,kiss my slice,$$,coffee & tea italian sandwiches,10018,"274 w 40th st,",piccolo cafe,0
759707,2426,17226,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,american,10018,33 w 37th st,the strand bistro,$$,american (new),10018,"33 w 37th st, ,",the strand bistro,1
762752,2436,1344,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,08A,asian,10019,129 w 56th st,topaz noodle bar,$$,thai,10019,"129 w 56th st, ,",topaz noodle bar,1
764430,2439,4367,1.0,0.0,1.0,0.0,1.0,1.0,A,Not Critical,10F,american,10019,153 w 57th st,park hyatt new york,$$$,american (new),10019,"153 w 57th st, ,",the back room,0
764564,2439,10407,1.0,0.0,1.0,0.0,1.0,1.0,A,Not Critical,10F,american,10019,153 w 57th st,park hyatt new york,$$$,american (new),10019,"153 w 57th st, ,",the back room,0
765576,2441,7923,0.75,0.0,1.0,0.0,0.8164965809277261,0.0,A,Not Critical,09B,japanese,10019,251 w 55th st,soba noodle azuma,$$$,izakaya,10019,"251 w 55th st, fl 2,",yakitori totto,0
766608,2443,6273,1.0,0.3333333333333333,1.0,0.4999999999999999,1.0,0.0,A,Not Critical,10H,japanese,10019,321 w 51st st,ippudo ny,$$,ramen,10019,"321 w 51st st,",ippudo westside,1
769578,2448,16696,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,1.0,A,Not Critical,10I,greek,10019,162 w 56th st,souvlaki gr midtown,$$,greek,10019,"162 w 56th st,",souvlaki gr,1
770226,2450,155,1.0,0.3333333333333333,1.0,0.5773502691896258,1.0,1.0,A,Critical,06D,japanese,10019,11 w 51st st,hama,$$,sushi bars japanese,10019,"11 w 51st st, ,",hama japanese cuisine,1
771472,2452,7923,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,09B,japanese,10019,251 w 55th st,soba noodle azuma,$$,noodles,10019,"251 w 55th st,",soba noodle azuma 55,1
772628,2454,11102,1.0,0.75,1.0,0.8660254037844387,1.0,1.0,B,Critical,04M,thai,10019,404 w 49th st,pam real thai 49,$$,thai,10019,"404 w 49th st, ,",pam real thai food,1
774349,2457,14736,0.4,1.0,1.0,1.0,0.7559289460184544,1.0,A,Not Critical,10F,french,10019,155 w 51st st,le bernardin,$$$$,french lounges,10019,"the equitable bldg, 155 w 51st st,",le bernardin,1
779269,2466,17945,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,pizza,10019,370 w 51st st,b -side,$$,italian wine bars,10019,"370 w 51st st, ,",briciola,0
789453,2485,17945,1.0,0.4,1.0,0.6324555320336759,1.0,1.0,A,Not Critical,10F,pizza,10019,370 w 51st st,b -side,$$,pizza italian tapas/small plates,10019,"370 w 51st st,",b side pizza & wine bar,1
790109,2487,2198,1.0,0.0,1.0,0.0,1.0,0.0,Z,Critical,02G,korean,10019,62 w 56th st,k-bap,$$,sushi bars vegan vegetarian,10019,"62 w 56th st, ,",beyond sushi midtown west,0
790513,2487,17716,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,A,Critical,04N,vegetarian,10019,62 w 56th st,beyond sushi nyc inc,$$,sushi bars vegan vegetarian,10019,"62 w 56th st, ,",beyond sushi midtown west,1
794886,2496,181,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06D,seafood,10019,123 w 52nd st,ocean prime,$$$,seafood steakhouses american (new),10019,"123 w 52nd st, ,",ocean prime,1
797097,2500,2963,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06F,japanese,10019,366 w 52nd st,takoyaki bar,$$,ramen,10019,"366 w 52nd st, ,",totto ramen,0
825246,2552,13821,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06C,american,10019,313 w 57th st,bareburger,$$,burgers salad american (traditional),10019,"313 w 57th st, ,",bareburger,1
830374,2562,5113,1.0,0.2857142857142857,1.0,0.4472135954999579,1.0,1.0,A,Not Critical,10B,french,10019,151 w 51st st,le bernardin privé/wine bar,$$$,wine bars french american (new),10019,"151 w 51st st, ,",aldo sohm wine bar,1
836213,2573,2313,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06E,café/coffee/tea,10019,119 w 56th st,petite blue dog cafe,$$,american (traditional) burgers,10019,"119 w 56th st, ,",burger joint,0
838019,2576,11101,1.0,0.2857142857142857,1.0,0.47140452079103173,1.0,1.0,B,Critical,04N,brazilian,10019,40 w 53rd st,fogo de chao,$$$,brazilian steakhouses seafood,10019,"40 w 53rd st, ,",fogo de chão brazilian steakhouse,1
851991,2602,12526,0.075,0.0,1.0,0.0,0.5773502691896258,0.0,A,Not Critical,10F,sandwiches,10019,1285 avenue of americas,subway,$$$$,steakhouses,10019,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",mastro's steakhouse,0
852083,2602,15125,0.1,0.0,1.0,0.0,0.6454972243679028,0.0,A,Critical,06C,american,10019,1285 avenue of the americas,union bank of switzerland,$$$$,steakhouses,10019,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",mastro's steakhouse,0
853460,2605,7147,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,0.0,A,Not Critical,08C,sandwiches/salads/mixed buffet,10019,15 w 55th st,domenico vacca,$$,cafes,10019,"15 w 55th st, ,",domenico vacca café,1
858725,2615,2313,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06E,café/coffee/tea,10019,119 w 56th st,petite blue dog cafe,$$$,breakfast & brunch american (new),10019,"119 w 56th st, ,",norma's,0
862515,2622,4317,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,american,10019,7 w 51st st,nyy steak,$$$,steakhouses american (traditional),10019,"7 w 51st st, ,",nyy steak,1
866554,2629,15107,1.0,0.16666666666666666,1.0,0.31622776601683794,1.0,0.0,A,Not Critical,10B,"juice, smoothies, fruit salads",10019,550 w 54th st,the squeeze,$,grocery delis,10019,"550 w 54th st, ,",the market at mercedes house,1
871243,2638,11020,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,02B,sandwiches/salads/mixed buffet,10019,41 w 58th st,fika,$$,coffee & tea caterers scandinavian,10019,"41 w 58th st,",fika,1
871828,2639,12621,1.0,0.4,1.0,0.6324555320336759,1.0,0.0,A,Critical,06D,japanese,10019,464 w 51st st,totto ramen,$$,ramen,10019,"464 w 51st st, ,",totto ramen hell's kitchen,1
881501,2657,13236,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,04L,japanese,10019,362 w 53rd st,torishin,$$$$,japanese,10019,"362 w 53rd st, ,",torishin,1
887091,2668,739,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10H,donuts,10019,1 w 58th st,doughnuttery,$$,pizza,10019,"1 w 58th st, ,",pizza rollio,0
887123,2668,2178,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06C,pizza,10019,1 w 58th st,pizza rollio,$$,pizza,10019,"1 w 58th st, ,",pizza rollio,1
887130,2668,2263,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,05D,chinese/japanese,10019,1 w 58th st,mr chi noodle,$$,pizza,10019,"1 w 58th st, ,",pizza rollio,0
887233,2668,7457,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,02B,japanese,10019,1 w 58th st,sabi sushi,$$,pizza,10019,"1 w 58th st, ,",pizza rollio,0
887284,2668,9562,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,02H,italian,10019,1 w 58th st,ora di pasta,$$,pizza,10019,"1 w 58th st, ,",pizza rollio,0
887438,2668,14519,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06A,bakery,10019,1 w 58th st,epicerie bouloud,$$,pizza,10019,"1 w 58th st, ,",pizza rollio,0
887456,2668,15092,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,09C,seafood,10019,1 w 58th st,olma caviar,$$,pizza,10019,"1 w 58th st, ,",pizza rollio,0
892999,2679,1310,1.0,0.5,1.0,0.7071067811865475,1.0,0.0,A,Not Critical,09C,asian,10019,60 w 56th st,glaze,$$,japanese korean gluten-free,10019,"60 w 56th st, ,",glaze teriyaki,1
895855,2684,9295,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,italian,10019,1375 avenue of the americas,pazza notte,$$,italian lounges cocktail bars,10019,"1375 avenue of the americas, ,",pazza notte,1
901257,2694,10865,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,american,10019,370 w 58th st,fluffy's cafe & pizzeria,$,cafes pizza american (traditional),10019,"370 w 58th st,",fluffy's cafe & pizzeria,1
904074,2699,15107,1.0,1.0,1.0,1.0,1.0,0.5,A,Not Critical,10B,"juice, smoothies, fruit salads",10019,550 w 54th st,the squeeze,$$,health markets juice bars & smoothies live/raw food,10019,"550 w 54th st, ,",the squeeze,1
906483,2704,4871,1.0,0.0,1.0,0.0,1.0,1.0,A,Not Critical,10F,american,10019,11 w 53rd st,cafe 2,$$,american (new) italian,10019,"11 w 53rd st, ,",terrace 5,0
906875,2704,19397,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,american,10019,11 w 53rd st,terrace 5,$$,american (new) italian,10019,"11 w 53rd st, ,",terrace 5,1
908041,2707,2386,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,A,Critical,04N,café/coffee/tea,10019,155 w 56th st,blue dog cafe,$$,coffee & tea sandwiches,10019,"155 w 56th st, ,",blue dog cafe,1
911307,2713,4871,0.19999999999999998,0.0,1.0,0.0,0.6030226891555273,0.0,A,Not Critical,10F,american,10019,11 w 53rd st,cafe 2,$$,italian,10019,"the museum of modern art, 11 w 53rd st 2nd fl,",moma café 2,0
911699,2713,19397,0.19999999999999998,0.0,1.0,0.0,0.6030226891555273,0.0,A,Not Critical,10F,american,10019,11 w 53rd st,terrace 5,$$,italian,10019,"the museum of modern art, 11 w 53rd st 2nd fl,",moma café 2,0
916911,2729,8005,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,A,Critical,04L,"latin (cuban, dominican, puerto rican, south & central american)",10021,419 e 70th st,latin bites,$,latin american american (traditional),10021,"419 e 70th st,",latin bites,1
933908,2863,10353,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06D,american,10022,117 e 60th st,the bar room,$$,american (new) cocktail bars,10022,"117 e 60th st, ,",the bar room,1
936001,2869,2840,1.0,0.3333333333333333,1.0,0.5163977794943222,1.0,1.0,A,Critical,06C,american,10022,57 e 54th st,bill's new york city,$$$,american (new) salad sandwiches,10022,"57 e 54th st, ,",bill's townhouse,1
937933,2874,6183,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,1.0,A,Not Critical,10F,french,10022,151 e 57th st,57th belle house,$$,american (new) french breakfast & brunch,10022,"151 e 57th st, ,",57 belle house,1
938382,2875,10143,1.0,1.0,1.0,1.0,1.0,0.5,A,Not Critical,09C,pizza/italian,10022,242 e 50th st,sofia wine bar,$$,italian wine bars,10022,"242 e 50th st,",sofia wine bar,1
939049,2877,6146,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06D,thai,10022,224 e 51st st,sukhumvit 51,$$,thai,10022,"224 e 51st st, ,",sukhumvit 51,1
940075,2880,1261,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06C,american,10022,303 e 53rd st,kiss my french,$$,tapas bars french cocktail bars,10022,"303 e 53rd st,",kiss my french,1
940845,2882,2498,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06E,korean,10022,115 e 57th st,spa castle premier,$$,sushi bars japanese,10022,"115 e 57th st,",nare sushi,0
940848,2882,2783,1.0,0.0,1.0,0.0,1.0,0.0,C,Not Critical,10B,bakery,10022,115 e 57th st,la parisienne french bakery,$$,sushi bars japanese,10022,"115 e 57th st,",nare sushi,0
940880,2882,4714,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,08C,japanese,10022,115 e 57th st,nare sushi,$$,sushi bars japanese,10022,"115 e 57th st,",nare sushi,1
942719,2887,3232,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06D,japanese,10022,248 e 52nd st,totto ramen,$$,ramen soup,10022,"248 e 52nd st, ,",totto ramen,1
944268,2891,6108,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06D,japanese,10022,235 e 53rd st,go go curry,$,japanese fast food,10022,"235 e 53rd st, ,",go! go! curry!,1
951398,2910,8020,0.4444444444444444,0.4,1.0,0.5773502691896258,0.8164965809277261,1.0,B,Critical,04L,mexican,10022,330 east   53 street,tijuana tacos barandgrill,$,mexican,10022,"330 east 53 street, suite#1,",tijuana tacos bar & grill,1
955469,2921,6324,1.0,0.25,1.0,0.40824829046386296,1.0,1.0,A,Not Critical,10F,italian,10022,214 e 52nd st,fabio restaurant,$$$,italian,10022,"214 e 52nd st,",fabio cucina italiana,1
956322,2923,12846,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,08A,american,10022,151 e 50th st,empire steak house,$$$,steakhouses wine bars seafood,10022,"151 e 50th st, ,",empire steak house,1
957345,2926,7157,1.0,0.0,1.0,0.0,1.0,1.0,A,Critical,06C,japanese,10022,303 e 56th st,dai-hachi,$$,japanese sushi bars,10022,"303 e 56th st, ,",umi sushi,0
963449,2942,14046,0.6,1.0,1.0,1.0,0.8164965809277261,1.0,A,Critical,02B,american,10022,1 e 55th st,the polo bar,$$$,american (traditional) bars,10022,"ralph lauren, 1 e 55th st,",the polo bar,1
965110,2947,3656,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,04N,steak,10022,116 e 60th st,blu on park,$$$,steakhouses,10022,"116 e 60th st, ,",blu on park,1
966449,2950,14809,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06A,sandwiches/salads/mixed buffet,10022,231 e 53rd st,ernesto's,$$,japanese sushi bars,10022,"231 e 53rd st, ,",hakata grill east,0
967911,2954,13549,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,american,10022,347 e 54th st,sutton inn,$$$,american (new) desserts,10022,"347 e 54th st, ,",sutton inn,1
973178,2968,15609,1.0,0.75,1.0,0.8660254037844387,1.0,1.0,A,Not Critical,09B,japanese,10022,247 e 50th st,shochu and tapas aya,$$,japanese tapas/small plates,10022,"247 e 50th st, ,",shochu & tapas - aya,1
973762,2970,7414,1.0,0.8333333333333334,1.0,0.9128709291752769,1.0,1.0,A,Critical,06D,chinese,10022,146 e 55th st,kung fu little steamed buns,$$,ramen chinese,10022,"146 e 55th st, ,",kung fu little steamed buns ramen,1
975811,2975,17042,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,04C,french,10022,20 e 60th st,le bilboquet,$$$,french,10022,"20 e 60th st, ,",le bilboquet,1
977184,2979,10822,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,04M,italian,10022,209 e 56th st,amata,$$$,italian,10022,"209 e 56th st, ,",amata,1
978368,2982,13957,0.75,1.0,1.0,1.0,0.8164965809277261,1.0,A,Critical,06C,american,10022,218 e 53rd st,hudson malone,$$,american (traditional),10022,"218 e 53rd st 3rd ave, ,",hudson malone,1
985675,3002,6174,1.0,1.0,1.0,1.0,1.0,1.0,A,Not Critical,10F,american,10022,122 e 57th st,palace restaurant,$$,american (traditional) diners,10022,"122 e 57th st, ,",palace restaurant,1
987861,3008,3630,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,04N,greek,10022,14 e 60th st,avra madison estiatorio,$$$,french,10022,"14 e 60th st,",rotisserie georgette,0
988175,3008,20188,1.0,1.0,1.0,1.0,1.0,0.0,A,Not Critical,10F,american,10022,14 e 60th st,rotisserie georgette,$$$,french,10022,"14 e 60th st,",rotisserie georgette,1
988980,3011,3630,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,1.0,A,Critical,04N,greek,10022,14 e 60th st,avra madison estiatorio,$$$$,greek seafood mediterranean,10022,"14 e 60th st,",avra madison,1
989294,3011,20188,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,american,10022,14 e 60th st,rotisserie georgette,$$$$,greek seafood mediterranean,10022,"14 e 60th st,",avra madison,0
994916,3027,1480,1.0,0.5,1.0,0.7071067811865475,1.0,1.0,B,Critical,02G,chinese/japanese,10022,207 e 59th st,asian 59,$,japanese chinese,10022,"207 e 59th st, ,",asian eatery,1
996232,3030,12842,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,american,10022,150 e 50th st,kb 50 kitchen bar,$$,chinese indian bars,10022,"150 e 50th st,",spice symphony,0
996633,3031,13556,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06F,american,10022,198 e 54th st,crimson & rye,$$,cocktail bars american (new),10022,"198 e 54th st, ,",crimson & rye,1
996833,3032,4969,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,1.0,A,Not Critical,10F,pizza,10022,401 e 57th st,bella roma pizza,$,pizza,10022,"401 e 57th st, ,",bella roma,1
997550,3034,3232,1.0,0.25,1.0,0.40824829046386296,1.0,0.0,A,Critical,06D,japanese,10022,248 e 52nd st,totto ramen,$$,ramen,10022,"248 e 52nd st,",hide-chan ramen,1
999370,3039,417,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,04C,steak,10022,316 e 53rd st,212 steakhouse,$$$,steakhouses wine bars seafood,10022,"316 e 53rd st, ,",212 steakhouse,1
1002271,3046,15608,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,04L,french,10022,212 e 52nd st,club bonafide,$$,jazz & blues musicians cocktail bars,10022,"212 e 52nd st, ,",club bonafide,1
1003003,3048,14809,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06A,sandwiches/salads/mixed buffet,10022,231 e 53rd st,ernesto's,$$,thai,10022,"231 e 53rd st, ,",little thai kitchen,0
1007332,3060,7414,0.75,0.0,1.0,0.0,0.8944271909999159,0.0,A,Critical,06D,chinese,10022,146 e 55th st,kung fu little steamed buns,$$,restaurants,10022,"146 e 55th st frnt, ,",fuji sushi & teriyaki,0
1008353,3063,1859,1.0,0.6,1.0,0.7745966692414834,1.0,0.0,A,Critical,04N,american,10022,57 e 57th st,the bar/four seasons hotel,$$$$,hotels,10022,"57 e 57th st, ,",four seasons hotel,1
1008678,3063,19460,1.0,0.6,1.0,0.7745966692414834,1.0,0.0,A,Not Critical,10F,american,10022,57 e 57th st,four seasons hotel new york,$$$$,hotels,10022,"57 e 57th st, ,",four seasons hotel,1
1009994,3067,10073,1.0,1.0,1.0,1.0,1.0,0.0,A,Critical,06C,japanese,10022,232 e 53rd st,lucky cat,$$,lounges ramen,10022,"232 e 53rd st, ,",lucky cat,1
1015255,3081,12842,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,american,10022,150 e 50th st,kb 50 kitchen bar,$$,chinese indian bars,10022,"150 e 50th st,",spice symphony,0
1019366,3101,9850,1.0,1.0,1.0,1.0,1.0,0.0,C,Not Critical,08A,steak,10023,208 w 70th st,lincoln square steak,$$$,steakhouses,10023,"208 w 70th st,",lincoln square steak,1
1020702,3110,13587,0.6,0.0,1.0,0.0,0.8164965809277261,0.0,A,Not Critical,10F,american,10023,44 w 63rd st,empire hotel bar,$$,pubs burgers,10023,"lincoln square, 44 w 63rd st,",pj clarke's,0
1022382,3122,5588,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10B,american,10023,150 w 62nd st,community dining hall at mckeon hall fordam univ,$$,vietnamese sandwiches,10023,"150 w 62nd st,",bonmi,0
1022383,3122,5654,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,04N,american,10023,150 w 62nd st,supreme court at scheltzer hall fordham univ,$$,vietnamese sandwiches,10023,"150 w 62nd st,",bonmi,0
1022445,3122,13634,1.0,1.0,1.0,1.0,1.0,0.5,A,Not Critical,09C,sandwiches/salads/mixed buffet,10023,150 w 62nd st,bonmi,$$,vietnamese sandwiches,10023,"150 w 62nd st,",bonmi,1
1023154,3127,12235,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,02B,american,10023,20 w 72nd st,the ribbon,$$$,american (new),10023,"20 w 72nd st, ,",the ribbon,1
1024037,3133,13587,1.0,0.0,1.0,0.0,1.0,0.0,A,Not Critical,10F,american,10023,44 w 63rd st,empire hotel bar,$$$,seafood,10023,"44 w 63rd st, ,",ed's chowder house,0
1027293,3156,3583,1.0,0.4,1.0,0.6324555320336759,1.0,0.5,A,Not Critical,10B,chinese/cuban,10023,145 w 72nd st,la dinastia latin-chinese cuisine,$$,asian fusion chinese latin american,10023,"145 w 72nd st, ,",la dinastia,1
1028186,3162,6149,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,02B,asian,10023,103 w 70th st,amber,$$,japanese sushi bars asian fusion,10023,"103 w 70th st, ,",amber,1
1028523,3164,12847,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,A,Not Critical,10F,café/coffee/tea,10023,128 w 72nd st,box kite coffee,$,coffee & tea breakfast & brunch bars,10023,"128 w 72nd st, ,",box kite coffee,1
1029037,3168,4219,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,0.0,A,Critical,06D,bagels/pretzels,10023,124 w 72nd st,simit and smith,$$$,coffee & tea cafes turkish,10023,"124 w 72nd st, ,",simit + smith,1
1031647,3186,4219,1.0,0.6666666666666666,1.0,0.8164965809277259,1.0,0.0,A,Critical,06D,bagels/pretzels,10023,124 w 72nd st,simit and smith,$,bakeries coffee & tea breakfast & brunch,10023,"124 w 72nd st, ,",simit + smith,1
1034622,3206,13587,1.0,0.5,1.0,0.6666666666666667,1.0,0.0,A,Not Critical,10F,american,10023,44 w 63rd st,empire hotel bar,$$$,hotels,10023,"44 w 63rd st, ,",the empire hotel,1
1065426,3406,5180,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,06D,chicken,10025,248 w 106th st,koko wings,$$,korean chicken wings,10025,"248 w 106th st,",koko wings,1
1069188,3427,3132,1.0,0.0,1.0,0.0,1.0,0.0,A,Critical,06D,american,10025,210 w 94th st,whispers bar and restaurant,$$,mediterranean wine bars breakfast & brunch,10025,"210 w 94th st, ,",vino levantino,0
1070268,3433,3132,1.0,0.6,1.0,0.75,1.0,1.0,A,Critical,06D,american,10025,210 w 94th st,whispers bar and restaurant,$$,cocktail bars lounges american (traditional),10025,"210 w 94th st, ,","whispers restaurant, bar & lounge",1
1080228,3488,9107,1.0,0.75,1.0,0.8660254037844387,1.0,1.0,A,Not Critical,08A,indian,10025,71 w 109th st,pak shahi biryani & grill,$,indian pakistani halal,10025,"71 w 109th st, ,",shahi biryani & grill,1
1091678,3554,12502,1.0,1.0,1.0,1.0,1.0,1.0,A,Critical,04L,seafood,10026,303 w 116th st,lolo's seafood shack,$$,seafood sandwiches bars,10026,"303 w 116th st, ,",lolo's seafood shack,1
