name,address,zipcode,cuisine,price,rating,review_count
one if by land two if by sea,"17 barrow st, ,",10014,american (new),$$$$,4.0,1174
king,"18 king st,",10014,modern european italian french,$$$,4.5,36
99 bank,"99 bank st,",10014,gluten-free wine bars breakfast & brunch,$$,5.0,10
hao noodle and tea by madam zhu's kitchen,"401 6th ave, ,",10014,chinese noodles coffee & tea,$$,3.5,188
barrio 47,"47 8th ave, ,",10014,spanish cocktail bars mexican,$$,4.0,293
quality eats,"19 greenwich ave,",10014,american (traditional) steakhouses,$$$,4.0,202
catch,"21 ninth avenue, ,",10014,asian fusion sushi bars seafood,$$$,3.0,1040
market table,"54 carmine st, ,",10014,american (new),$$$,4.0,684
takashi,"456 hudson st, ,",10014,japanese korean barbeque,$$$,4.0,757
dig inn,"350 hudson st, ,",10014,american (traditional),$$,4.0,153
untitled at the whitney,"99 gansevoort st, ,",10014,american (new) breakfast & brunch wine bars,$$$,4.0,170
entwine,"765 washington st, ,",10014,mediterranean cocktail bars venues & event spaces,$$,4.0,157
hakata tonton,"61 grove st, ,",10014,japanese,$$,4.0,730
bespoke kitchen,"615 1/2 hudson st,",10014,american (new),$$$,4.0,157
cotenna,"21 bedford st, ,",10014,wine bars italian,$$,4.0,208
kesté,"271 bleecker st, ,",10014,pizza gluten-free italian,$$,4.0,1114
vien,"220 varick st,",10014,asian fusion vietnamese thai,$$,4.0,139
havana alma de cuba,"94 christopher st,",10014,latin american cuban,$$,3.5,699
taim,"222 waverly pl,",10014,middle eastern vegetarian vegan,$,4.5,1312
casa restaurant,"72 bedford st, ,",10014,brazilian,$$$,3.5,204
bubby's high line,"73 gansevoort st,",10014,american (traditional) comfort food caterers,$$,3.5,361
jonty jacobs,"114 christopher st, ,",10014,meat shops south african,$$,5.0,17
suprema provisions,"305 bleecker st,",10014,italian breakfast & brunch tapas bars,$$,4.0,51
westville - west,"210 w 10th st, ,",10014,american (traditional) comfort food vegetarian,$$,4.0,844
cafe cluny,"284 w 12th st,",10014,breakfast & brunch french american (new),$$,4.0,591
decoy,"529 hudson st, ,",10014,chinese bars,$$$,4.0,199
ofrenda,"113 7th ave s, ,",10014,mexican breakfast & brunch,$$,4.0,742
injera,"11 abingdon sq, ,",10014,ethiopian bars,$$,4.5,332
malaparte,"753 washington st, ,",10014,italian salad coffee & tea,$$,4.0,199
palma,"28 cornelia st, ,",10014,italian,$$$,4.0,493
anton's dumplings,"338 ave of the americas, ,",10014,food trucks russian,$,4.5,40
niu noodle house,"15 greenwich ave,",10014,dim sum noodles soup,$$,4.0,468
fig & olive,"420 w 13th st,",10014,mediterranean french italian,$$$,3.5,1092
baker & co,"259 bleecker st,",10014,italian breakfast & brunch wine bars,$$,4.0,410
mulino a vino,"337 w 14th st, ,",10014,italian wine bars,$$$,4.0,126
the spotted pig,"314 w 11th st, ,",10014,burgers gastropubs,$$$,3.5,2532
bleecker street pizza,"69 7th ave s, ,",10014,pizza,$,4.0,1423
the clam,"420 hudson st, ,",10014,seafood,$$$,4.5,234
la loteria,"29 7th ave s, ,",10014,mexican,$$,4.0,174
oscar's place,"466 hudson st, ,",10014,modern european breakfast & brunch british,$$,4.5,113
la bonbonniere,"28 8th ave, ,",10014,breakfast & brunch burgers,$,4.0,261
hudson clearwater,"447 hudson st, ,",10014,american (new) breakfast & brunch wine bars,$$$,4.0,424
the standard grill,"848 washington st, ,",10014,american (traditional) lounges diners,$$$,3.5,866
john's of bleecker street,"278 bleecker st, ,",10014,pizza,$$,4.0,1326
highlands nyc,"150 w 10th st, ,",10014,gastropubs desserts,$$,4.0,326
tartine,"253 w 11th st, ,",10014,french breakfast & brunch bakeries,$$,4.0,836
murray's cheese bar,"264 bleecker st, ,",10014,american (new) wine bars,$$,4.0,512
ramen-ya,"181 w 4th st,",10014,ramen,$$,4.0,655
piora,"430 hudson st, ,",10014,american (new),$$$$,4.0,233
piccolo angolo restaurant,"621 hudson st, ,",10014,italian,$$,4.0,385
il conte,"310 w 14th,",10014,coffee & tea pasta shops italian,$$,4.5,24
rafele ristorante,"29 7th ave s, ,",10014,italian,$$$,4.5,296
hudson hound,"575 hudson st,",10014,irish pub,$$,4.5,42
jeffrey's grocery,"172 waverly pl, ,",10014,seafood bars,$$,4.0,338
carma asian tapas,"38-40 carmine st,",10014,tapas/small plates asian fusion dim sum,$$,4.0,261
left bank,"117 perry st, ,",10014,american (new),$$$,4.0,211
vin sur vingt,"201 w 11th st, ,",10014,wine bars french,$$,4.0,174
mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,$$,5.0,46
onegin,"391 6th ave, ,",10014,russian,$$$,3.5,241
anfora,"34 8th ave, ,",10014,wine bars tapas/small plates,$$,4.0,124
snack taverna,"63 bedford st, ,",10014,greek mediterranean tapas/small plates,$$,4.0,283
pho sure,"120 christopher st, ,",10014,vietnamese asian fusion sandwiches,$$,4.0,177
giulietta's cantina club,"13 carmine st,",10014,wine bars italian,$$$,4.5,11
san marino restaurante,"66 charlton st, ,",10014,italian,$$,4.0,92
fedora,"239 w 4th st, ,",10014,american (new) french bars,$$$,4.0,281
while we were young,"183 w 10th st,",10014,american (new) cocktail bars,$$,5.0,10
po,31 cornelia st,10014,italian desserts,$$$,4.0,391
perry st,"176 perry st, ,",10014,american (new) french,$$$,4.0,786
taqueria meza,"95 7th ave s,",10014,cocktail bars mexican breakfast & brunch,$$,4.0,30
bar sardine,"183 w 10th st, ,",10014,american (new) cocktail bars,$$,4.0,122
günter seeger ny,"641 hudson,",10014,american (new) modern european,$$$$,4.0,31
the otheroom,"143 perry st, ,",10014,lounges wine bars american (new),$$,4.0,248
the butcher's daughter,"581 hudson st, ,",10014,juice bars & smoothies breakfast & brunch salad,$$,3.0,45
urban vegan kitchen,"41 carmine st,",10014,soul food vegan comfort food,$$$,4.0,25
blind tiger ale house,"281 bleecker st, ,",10014,american (traditional) pubs,$$,4.0,764
karahi indian cuisine,"118 christopher st,",10014,indian,$$,3.5,119
sushi nakazawa,"23 commerce st, ,",10014,japanese sushi bars seafood,$$$$,4.5,814
pearl oyster bar,"18 cornelia st, ,",10014,seafood,$$$,4.0,739
mary's fish camp,"64 charles st, ,",10014,seafood,$$$,4.0,535
turks & frogs,"323 w 11th st, ,",10014,wine bars turkish,$$,4.0,129
faicco's italian specialties,"260 bleecker st, ,",10014,delis italian sandwiches,$$,4.5,341
brunetti pizza,"626 hudson st,",10014,pizza,$$,4.0,189
valbella,"421 w 13th st,",10014,italian venues & event spaces steakhouses,$$$$,4.0,168
otto's tacos,"131 7th ave s, ,",10014,mexican,$,4.0,165
oppa new korean bbq,"353 w 14th st,",10014,korean barbeque,$$,4.0,17
ny dosas,"50 washington sq s, ,",10014,indian food stands vegetarian,$,4.5,317
santina,"820 washington st, ,",10014,italian seafood cocktail bars,$$$,3.5,376
sweet revenge,"62 carmine st,",10014,desserts wine bars american (traditional),$$,4.0,931
joe's pizza,"7 carmine st, ,",10014,pizza,$,4.0,1462
stk rooftop,26 little w 12th st,10014,lounges steakhouses cocktail bars,$$$,3.0,43
4 charles prime rib,"4 charles st,",10014,steakhouses supper clubs american (traditional),$$$,4.5,14
bell book & candle,"141 w 10th st, ,",10014,american (new) bars,$$$,4.0,179
upholstery store: food and wine,"713 washington st, ,",10014,american (new) seafood cocktail bars,$$,4.0,83
good restaurant,"89 greenwich ave, ,",10014,american (new),$$,4.0,416
cafe clover,"10 downing st, ,",10014,american (traditional),$$$,4.0,140
i sodi,"105 christopher st, ,",10014,tuscan,$$$,4.0,195
dos caminos,"675 hudson st, ,",10014,mexican,$$,3.0,743
tacombi - bleecker street,"255 bleecker st, ,",10014,mexican juice bars & smoothies sandwiches,$$,3.5,123
via carota,"51 grove st, ,",10014,italian,$$$,4.0,154
blue ribbon downing street bar,"34 downing st, ,",10014,wine bars beer bar cocktail bars,$$$,4.5,192
gloo,"78 carmine st, ,",10014,french wine bars cocktail bars,$$,4.0,86
aria west village,"117 perry st, ,",10014,wine bars tapas/small plates italian,$$,3.5,514
trattoria pesce pasta,"262 bleecker st, ,",10014,italian,$$,4.0,171
u.p. - unlimited possibilities,"137 seventh ave s, ,",10014,bakeries cafes,$$$$,4.5,21
fort gansevoort bbq,"6 little w 12th st,",10014,barbeque sandwiches,$$,4.5,12
mighty quinn's barbeque,"75 greenwich ave, ,",10014,barbeque,$$,4.0,248
waverly restaurant,"385 6th ave, ,",10014,breakfast & brunch coffee & tea american (traditional),$$,3.5,349
nourish kitchen + table,"95 greenwich ave, ,",10014,american (new) caterers,$$,4.0,85
berimbau do brasil,"43 carmine st, ,",10014,brazilian breakfast & brunch,$$,4.0,315
grounded,"28 jane st, ,",10014,coffee & tea sandwiches,$,4.0,580
stk downtown,"26 little w 12th st,",10014,steakhouses american (new) cocktail bars,$$$$,3.5,769
"the biergarten at the standard, high line","848 washington st, ,",10014,bars german pretzels,$$,3.5,718
sanpanino,"494 hudson st, ,",10014,sandwiches,$,4.0,122
cappone's salumeria,"chelsea market,",10014,italian sandwiches,$$,4.0,33
pagani,"289 bleecker st, ,",10014,italian salad,$$,4.0,284
da tommy osteria,"14 bedford st, ,",10014,italian wine bars seafood,$$,4.0,75
ellary's greens,"33 carmine st,",10014,american (new) vegetarian wine bars,$$,4.0,304
bar pitti,"268 ave of the americas, ,",10014,italian,$$,3.5,690
bar bolonat,"611 hudson st, ,",10014,mediterranean,$$$,4.0,125
murray's cheese shop,"254 bleecker st, ,",10014,cheese shops,$$,4.5,557
the grey dog,"49 carmine st, ,",10014,coffee & tea breakfast & brunch american (traditional),$$,4.0,174
the brooklyneer,"220 w houston st, ,",10014,american (new) gastropubs,$$,3.5,189
gallo nero 3,"1 7th ave s,",10014,italian venues & event spaces wine bars,$$,4.5,101
agave,"140 7th ave s, ,",10014,mexican,$$,3.5,928
redfarm,"529 hudson st, ,",10014,dim sum asian fusion cantonese,$$$,3.5,521
burger inc nyc,"353 w 14th st, ,",10014,burgers american (traditional),$$,4.5,16
upright brew house,"547 hudson st, ,",10014,american (new) bars,$$,4.0,174
the taco shop,"166 w 4th st, ,",10014,mexican,$,3.5,211
souen restaurant,"210 ave of the americas, ,",10014,japanese vegetarian gluten-free,$$,3.5,162
doma na rohu,"27 1/2 morton st, ,",10014,german czech austrian,$$,4.0,140
the truffleist,"353 west 14th st,",10014,specialty food sandwiches,$$,5.0,2
wallse,"344 w 11th st, ,",10014,german austrian modern european,$$$,4.0,199
cafe panino mucho giusto,"551 hudson st, ,",10014,bagels breakfast & brunch cafes,$,4.5,68
yerba buena perry,"1 perry st,",10014,latin american,$$$,4.0,568
the waverly inn,"16 bank st, ,",10014,american (new),$$$,3.5,339
trattoria spaghetto,"228 bleecker st, ,",10014,italian pizza,$$,4.0,244
le gigot,"18 cornelia st, ,",10014,french,$$$,4.0,167
sweetgreen,"226 bleecker st, ,",10014,salad vegetarian,$$,3.5,49
alexandra,"455 hudson st,",10014,american (new),$$,3.5,107
merriweather coffee + kitchen,"428 hudson st,",10014,salad cafes coffee & tea,$$,4.5,29
spunto,"65 carmine st, ,",10014,pizza salad cocktail bars,$$,4.0,355
crepe sucre,"353 w 14 st, ,",10014,creperies french,$,4.5,27
do hwa,"55 carmine st, ,",10014,korean,$$$,4.0,313
rivoli pizza ii,"131 christopher street, ,",10014,pizza,$,4.0,4
gaetana's,"143 christopher st, ,",10014,italian,$$,3.5,225
caffe vivaldi,"32 jones st, ,",10014,jazz & blues cafes music venues,$$,3.5,137
morandi,"211 waverly pl, ,",10014,italian,$$$,3.5,510
bluestone lane,"55 greenwich ave, ,",10014,coffee & tea gluten-free breakfast & brunch,$$,4.0,309
bluestone lane,"30 carmine st, ,",10014,coffee & tea gluten-free breakfast & brunch,$$,3.5,43
bagatelle,"1 little w 12th st, ,",10014,french lounges,$$$$,3.0,343
serafina meatpacking,"7 ninth ave, ,",10014,italian pizza,$$,3.0,187
the quarter,"522 hudson st,",10014,american (new),$$,3.5,148
patisserie claude,"187 w 4th st, ,",10014,bakeries desserts cafes,$,4.0,211
ramen thukpa,"70 7th ave s,",10014,chinese ramen vegetarian,$$,4.0,133
corner bistro,"331 w 4th st, ,",10014,burgers sports bars,$,3.5,1344
tortilla flats,"767 washington st, ,",10014,bars mexican,$$,3.5,418
bosie tea parlor,"10 morton st, ,",10014,coffee & tea tea rooms breakfast & brunch,$$,4.0,679
99 cents fresh pizza,"388 ave of the americas, ,",10014,pizza,$,3.5,81
macondo west,"2 bank st, ,",10014,tapas bars latin american spanish,$$,3.5,168
revel,"10 little w 12th st, ,",10014,bars american (new),$$$,3.0,406
ditch plains,"29 bedford st,",10014,seafood,$$,3.5,275
panca,"92 7th ave s, ,",10014,peruvian,$$,3.5,283
down the hatch,"179 w 4th st, ,",10014,american (traditional) sports bars chicken wings,$,3.5,432
barraca,"81 greenwich ave, ,",10014,spanish tapas/small plates,$$,3.5,438
arbor bistro,"226 w houston st, ,",10014,sushi bars asian fusion thai,$$,3.5,98
sweet life cafe,"147 christopher st, ,",10014,diners american (traditional),$,3.5,42
the elk,"128 charles st, ,",10014,cafes coffee & tea,$$,4.0,78
cask bar & kitchen,"167 e 33rd st, ,",10016,american (new) cocktail bars desserts,$$,4.0,1059
momosan ramen & sake,"342 lexington ave, ,",10016,ramen,$$,4.0,629
park avenue tavern,"99 park ave, ,",10016,american (traditional) gastropubs venues & event spaces,$$,4.0,451
covina,"127 e 27th st, ,",10016,american (new) bars cafes,$$$,4.5,134
ruby's- murray hill,"442 3rd ave,",10016,breakfast & brunch burgers australian,$$,4.0,102
hendriks,"557 third ave, ,",10016,american (new) seafood burgers,$$,4.0,207
whitman & bloom,"384 3rd ave, ,",10016,american (new),$$,4.0,342
norma gastronomia siciliana,"438 3rd ave,",10016,italian pizza,$$,4.5,22
lena's italian kitchen,"551 2nd ave,",10016,italian,$$,4.5,27
vago restaurant,"509 3rd ave,",10016,italian,$$,4.5,41
handcraft kitchen & cocktails,"367 3rd ave, ,",10016,cocktail bars gastropubs comfort food,$$,4.0,166
tavern29,"47 e 29th st,",10016,pubs american (new),$$,4.0,555
her name is han,"17 e 31st st, ,",10016,korean,$$,4.0,500
@ the spot,"719 2nd ave, ,",10016,vietnamese,$,4.0,119
le parisien,"163 e 33rd st, ,",10016,french,$$,4.0,709
norikoh,"10 e 39 st,",10016,sushi bars japanese asian fusion,$$,4.0,229
spoon table & bar,"40 east 33rd st,",10016,american (new) breakfast & brunch cocktail bars,$$,4.0,39
tarallucci e vino - nomad,"44 e 28th st,",10016,italian wine bars breakfast & brunch,$$,4.5,14
sons of thunder,"204 e 38th st, ,",10016,hawaiian hot dogs poke,$$,4.5,480
xi'an famous foods,"14 e 34th st, ,",10016,chinese noodles burgers,$,4.0,329
soju haus,"315 5th ave, fl 2,",10016,korean,$$,4.0,304
massoni,"11 e 31st st,",10016,italian bars,$$$,4.5,34
dhaulagiri kitchen,"124 lexington ave, ,",10016,himalayan/nepalese indian,$$,4.5,58
rabu house,"547 2nd ave, ,",10016,asian fusion,$$,4.0,40
thai-ish,"168 lexington ave,",10016,thai,$$,4.0,67
pio pio 7,"210 e 34th st, ,",10016,latin american peruvian,$$,4.0,641
the flying cock pub,"497 3rd ave, ,",10016,pubs breakfast & brunch,$$,4.5,108
café china,"13 e 37th st,",10016,szechuan,$$,3.5,697
sam's place,"132 e 39th st, ,",10016,italian,$$,4.0,158
la tarte flambee,"153 e 33rd st, ,",10016,french german bars,$$,4.5,197
patrizia's pizza and pasta,"462-466 2nd ave, ,",10016,italian pizza caterers,$$,4.5,223
yamato ramen and izakaya,"542 3rd ave,",10016,ramen izakaya,$$,4.0,64
5th & mad,"7 e 36th st, ,",10016,dance clubs gastropubs cocktail bars,$$,4.0,93
atoboy,"43 e 28th st,",10016,korean tapas/small plates asian fusion,$$$,4.0,57
pino wine bar,"156 e 33rd st, ,",10016,wine bars american (traditional),$$,4.5,99
galata mediterranean cuisine,"212 e 34th st, ,",10016,turkish mediterranean halal,$$,4.5,91
vinotapa,"201 e 31st st, ,",10016,tapas bars wine bars spanish,$$,4.0,209
the shakespeare,"24 e 39th st, ,",10016,pubs british,$$,4.0,238
ted's corner tavern,"523 3rd ave, ,",10016,cocktail bars mediterranean,$$,4.5,96
marta,"29 e 29th st, ,",10016,pizza italian,$$$,4.0,493
blank slate coffee + kitchen,"121 madison ave, ,",10016,coffee & tea breakfast & brunch bars,$$,4.0,291
fields good chicken,"26 e 40th st,",10016,salad american (new) chicken shop,$$,4.0,52
take31,"15 e 31st st, 1st fl,",10016,korean,$$,4.0,285
riverpark,"450 e 29th st, ,",10016,american (new) breakfast & brunch venues & event spaces,$$$,4.0,573
rattle n hum east,"14 e 33rd st, ,",10016,pubs american (new),$$,4.0,601
wine:30,"41 e 30th st, ,",10016,wine bars american (new),$$,4.0,617
cup & cup,"15 e 31st st, ,",10016,coffee & tea korean asian fusion,$,4.0,257
el pote español restaurant,"718 2nd ave, ,",10016,spanish basque,$$,4.0,114
may kaidee nyc,"126 e 28th st,",10016,thai vegan vegetarian,$$,4.0,13
natureworks,"113 e 31st st, ,",10016,american (new) mediterranean,$$,4.0,179
eons greek food for life,"633 2nd ave, ,",10016,greek mediterranean,$$,4.5,191
bistango,"415 3rd ave, at corner of e 29th st,",10016,italian gluten-free,$$,4.0,565
vezzo thin crust pizza,"178 lexington ave,",10016,pizza,$$,4.0,932
momokawa,"157 e 28th st, ,",10016,japanese sushi bars,$$$,3.5,289
ravagh persian grill,"11 e 30th st, ,",10016,middle eastern persian/iranian mediterranean,$$,4.0,521
byblos restaurant,"80 madison ave, ,",10016,middle eastern mediterranean seafood,$$,4.0,140
sahara's turkish cuisine,"513 2nd ave,",10016,turkish middle eastern mediterranean,$$,4.0,183
tacos grand central,"134 e 27th st,",10016,mexican,$,4.5,18
kurry pavilion,"430 3rd ave, ,",10016,indian chinese vegetarian,$$,4.5,167
lamazou,"370 3rd ave, ,",10016,cheese shops sandwiches caterers,$,4.5,248
the morgan dining room,"225 madison ave, ,",10016,american (new),$$,4.0,11
between the bread eatery - bryant park,"20a e 40th st, ,",10016,cafes,$$,4.0,69
maison thai,"625 2nd ave, ,",10016,thai asian fusion,$$,4.0,42
wine:34,"127 e 34th st, ,",10016,wine bars american (new) beer bar,$$,4.0,22
baby bo's cantina,"627 2nd ave, ,",10016,mexican,$$,4.0,462
barney brown,"401 park ave s, 10th flr,",10016,sandwiches,$$,4.5,8
bedford,"118 e 40th st, ,",10016,american (new) desserts breakfast & brunch,$$$,3.5,45
lan larb,"637 2nd ave, ,",10016,thai,$$,4.0,146
el parador cafe,"325 e 34th st, ,",10016,mexican desserts vegetarian,$$,4.0,327
chicken provence,"154 e 39th st, ,",10016,french,$$,4.0,192
sarge's delicatessen & diner,"548 3rd ave, ,",10016,delis sandwiches breakfast & brunch,$$,4.0,600
umi sushi,"118 e 31st st, ,",10016,sushi bars,$$,4.0,482
maguro,"160 e 28th st, ,",10016,sushi bars,$$,3.5,315
benjamin prime,"23 e 40th st,",10016,steakhouses,$$$$,4.5,45
penelope,"159 lexington ave, ,",10016,american (traditional) breakfast & brunch bars,$$,3.5,1829
villa berulia,"107 e 34th st, ,",10016,italian,$$$,4.0,103
dig inn,"275 madison ave, ,",10016,american (new) juice bars & smoothies,$,4.0,282
bread & tulips,"365 park ave s, ,",10016,pizza italian wine bars,$$,4.0,177
sachi asian bistro,"713 2nd ave, ,",10016,asian fusion sushi bars cocktail bars,$$,4.0,114
captain cafe,"18 e 33th st, ,",10016,cafes diners turkish,$,4.5,26
bangia,"11 e 32nd st, ,",10016,korean cocktail bars,$$,4.0,156
franchia vegan cafe,"12 park ave, ,",10016,korean vegan asian fusion,$$,4.0,625
fine & rare,"9 e 37th st,",10016,american (new) jazz & blues lounges,$$$,4.5,7
nyu medical center cafeteria,"560 1st ave, 5th fl,",10016,cafes,$$,4.5,3
hangawi,"12 e 32nd st, ,",10016,vegetarian korean vegan,$$$,4.0,849
jazz standard,"116 e 27th st, ,",10016,jazz & blues barbeque,$$$,4.0,148
hill and bay,"581 2nd ave,",10016,american (new) cocktail bars venues & event spaces,$$,3.5,210
bareburger,"514 3rd ave, ,",10016,burgers salad american (traditional),$$,3.5,624
tisch cafeteria - nyu langone medical center,"550 1st ave, ,",10016,cafeteria,$$,3.5,18
2nd ave deli,"162 e 33rd st, ,",10016,delis kosher sandwiches,$$,4.0,888
o ya,"120 e 28th st, ,",10016,japanese sushi bars,$$$$,4.5,114
rare bar & grill,"shelburne nyc, 303 lexington ave,",10016,burgers breakfast & brunch cocktail bars,$$,3.5,524
the long hall irish pub & grocery,"58 e 34th st, ,",10016,irish pub pubs grocery,$$,4.5,62
rocco steakhouse,"72 madison ave,",10016,american (traditional) steakhouses seafood,$$$,4.5,79
spice symphony,"182 lexington ave,",10016,indian chinese wine bars,$$,4.0,367
bravest,"700 2nd ave, ,",10016,burgers sports bars american (traditional),$$,4.0,141
pippali,"129 e 27th st, ,",10016,indian bars,$$,4.0,463
trattoria belvedere,"165 lexington ave, ,",10016,italian,$$,4.0,218
oishi bay,"230 e 29th st, ,",10016,japanese sushi bars,$$,4.0,109
the cannibal,"113 e 29th st, ,",10016,butcher beer bar,$$,4.0,387
the crooked knife,"29 e 30th st, ,",10016,breakfast & brunch gastropubs,$$,3.5,409
nick's pizza bar,"365 3rd ave, ,",10016,pizza bars,$$,4.5,146
blue smoke,"116 e 27th st, ,",10016,southern barbeque,$$,3.5,1430
ippodo tea,"125 e 39th st, ,",10016,tea rooms,$$,4.5,99
shorty's,"66 madison ave, ,",10016,cheesesteaks sandwiches,$$,4.0,306
freshbites,"56 e 34 st, ,",10016,american (new) salad,$$,4.0,83
hotel giraffe,"365 park ave s, ,",10016,hotels,$$$,4.5,142
hakubai,"the kitano hotel new york, 66 park ave,",10016,japanese,$$$$,4.0,80
the gyro shop,"593 1st ave, ,",10016,greek,$$,3.5,81
sticky's finger joint,"484 3rd ave, ,",10016,fast food salad sandwiches,$$,3.5,246
kokage,"125 e 39th st, ,",10016,japanese,$$$,4.0,50
vatan indian vegetarian,"409 3rd ave, ,",10016,indian vegetarian,$$$,4.0,403
naruto ramen,"133 e 31st st, ,",10016,japanese,$$,3.0,114
the ginger man,"11 e 36th st, ,",10016,bars breweries,$$,4.0,1141
i trulli,"122 e 27th st, ,",10016,italian wine bars breakfast & brunch,$$$,3.5,294
sariku,"174 lexington ave, ,",10016,japanese,$$,2.5,25
open kitchen,"33 e 33rd st, ,",10016,salad sushi bars mediterranean,$$,3.5,86
shake shack,"600 3rd ave, ,",10016,burgers ice cream & frozen yogurt,$$,4.0,215
the water club,"500 e 30th st, ,",10016,seafood american (traditional) bars,$$$,3.5,325
dons bogam bbq & wine bar,"17 e 32nd st,",10016,korean barbeque wine bars,$$$,4.0,779
turkish kitchen,"386 3rd ave, ,",10016,turkish mediterranean halal,$$,4.0,449
saravana bhavan,"81 lexington ave, ,",10016,indian vegetarian,$$,3.5,687
dos caminos,"373 park ave s, ,",10016,mexican,$$,3.5,921
tempura matsui,"222 e 39th st,",10016,japanese noodles seafood,$$$$,4.5,43
rocky's number ii,"607 2nd ave, ,",10016,pizza,$,3.5,187
nic and dora's sandwich shop,"124 e 27th st, ,",10016,pizza italian sandwiches,$$,3.5,14
251 ginza sushi,"251 e 35th st, ,",10016,sushi bars japanese,$$,4.0,164
kang ho dong baekjeong,"1 e 32nd st, ,",10016,korean barbeque,$$$,3.5,649
fields good chicken,"148 madison ave,",10016,chicken shop salad american (new),$$,4.0,17
salvation taco,"145 e 39th st, ,",10016,mexican,$$,3.0,565
pongal,"110 lexington ave, ,",10016,indian pakistani vegetarian,$$,3.5,333
sushi roxx,"120 e 39th st, ,",10016,cocktail bars performing arts sushi bars,$$$,4.0,135
delectica,"564 3rd ave at 38th st,",10016,breakfast & brunch cafes sandwiches,$$,4.0,164
dhaba indian cuisine,"108 lexington ave,",10016,indian buffets,$$,4.0,1220
asia express,"493 2nd ave, ,",10016,chinese,$,4.0,25
bhatti indian grill,"100 lexington ave, ,",10016,indian,$$,3.5,506
haandi restaurant,"113 lexington ave, ,",10016,pakistani halal,$,3.5,214
curry express,"130 e 29th st, ,",10016,indian pakistani,$,4.0,155
rossini's,"108 e 38th st, ,",10016,italian,$$$,4.0,105
simit sarayi,"435 5th ave, ,",10016,bakeries turkish cafes,$,4.0,182
chennai garden by tiffin wallah,"127 e 28th st, ,",10016,indian vegetarian,$$,4.0,595
caesars restaurant,"58 e 34th st, ,",10016,italian,$$$,3.0,3
papa john's pizza,"12 e 37th st, ,",10016,pizza,$,2.0,48
savannah bhaven,"102 lexington avenue, ,",10016,vegetarian,$,3.5,6
ben & jack's steakhouse,"255 5th ave, ,",10016,steakhouses seafood,$$$,3.5,246
banc cafe,"431 3rd ave, ,",10016,cafes cocktail bars,$$,3.5,429
john doe,"253 5th ave, ,",10016,american (new) gastropubs,$$,3.5,39
coppola's,"378 3rd ave, ,",10016,italian,$$,3.5,198
s'mac,"157 e 33rd st, ,",10016,american (new) gluten-free vegetarian,$$,3.5,596
the bank cafe,"431 3rd ave, ,",10016,restaurants,$$,4.0,2
v33,"21 e 33rd st, ,",10016,vietnamese,$,2.5,6
third floor cafe,"315 5th ave, ,",10016,korean,$$,3.5,468
toyo sushi,"437 3rd ave, ,",10016,sushi bars japanese,$$,4.0,9
alidoro,"18 e 39th st,",10016,sandwiches coffee & tea italian,$$,4.0,103
marcony,"184 lexington ave, ,",10016,italian wine bars,$$$,3.5,115
tuttles,"735 2nd ave, ,",10016,bars seafood,$$,3.5,164
the ainsworth - midtown,"45 e 33rd st, ,",10016,american (new) sports bars,$$,3.0,62
asellina,"420 park ave s, ,",10016,italian breakfast & brunch cocktail bars,$$$,3.5,296
ny bagels & cafe,"587 1st ave, ,",10016,bagels breakfast & brunch sandwiches,$,4.0,136
the junction,"329 lexington ave, ,",10016,sports bars pubs burgers,$$,4.0,112
sarabeth's,"381 park ave s, ,",10016,breakfast & brunch american (traditional),$$,3.0,388
the morgan cafe,"225 madison ave, ,",10016,cafes,$$,4.0,5
house of lasagna,"334 lexington ave, ,",10016,italian,$$,3.5,76
rafiqi's,"32nd st and park ave, ,",10016,mediterranean food stands greek,$,4.0,22
smorgas chef,"58 park ave, ,",10016,scandinavian,$$,3.5,123
marche madison,"630 1st ave,",10016,delis,$,2.0,6
bubble tea & crepes,"251 5th ave, ,",10016,bubble tea coffee & tea creperies,$,3.5,56
madison bistro,"238 madison ave, ,",10016,french,$$$,3.5,106
rare view rooftop,"303 lexington ave, floor 16,",10016,cocktail bars,$$,3.5,114
waterfront ale house,"540 2nd ave, ,",10016,pubs american (traditional),$$,3.5,224
poke chan,"315 5th ave, unit 5",10016,poke hawaiian,$$,4.5,9
zuma new york,"261 madison ave, ,",10016,sushi bars japanese breakfast & brunch,$$$,3.5,343
duke's,"560 3rd ave,",10016,american (traditional),$$,3.5,482
manhattan center market,"514 3rd ave, ,",10016,delis meat shops,$,3.0,3
nirvana,"346 lexington ave, ,",10016,indian soup seafood,$$,3.5,374
kajitsu,"125 e 39th st, ,",10016,japanese vegetarian vegan,$$$$,4.0,146
new taco express,"130 e 28th st, ,",10016,mexican,$,3.0,40
tina's cuban cuisine,"179 madison ave, ,",10016,cuban latin american,$,3.5,225
larosh,"37 e 29th st, ,",10016,indian pakistani,$$,2.5,9
arabesque,"4 e 36th st, ,",10016,mediterranean moroccan middle eastern,$$,3.5,270
mazhi asian bistro & bar,"120 e 34th st, ,",10016,chinese japanese vietnamese,$$,3.0,4
raines law room at the william,"the william, 24 e 39th st,",10016,lounges cocktail bars,$$,4.0,186
middle branch,"154 e 33rd st, ,",10016,cocktail bars,$$,4.0,287
eros greek restaurant,"447 3rd ave,",10016,salad seafood greek,$$$,4.0,17
