_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine,label
915484,4486,16562,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,africa kine,2267 adam clayton powell jr blvd,10030,african,0
703219,2859,8993,terrace 5,"11 w 53rd st, ,",10019,american (new) italian,terrace 5,11 w 53rd st,10019,american,1
530468,2264,11892,open kitchen,"33 e 33rd st, ,",10016,salad sushi bars mediterranean,open kitchen,33 e 33rd st,10016,american,1
1211095,8243,15331,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,kennedy fried chicken,1359 e gun hill rd,10469,american,0
276819,1333,14387,rouge tomate chelsea,"126 w 18th st, ,",10011,american (new) bars,rouge tomate,126 w 18th st,10011,french,1
594694,2582,23247,the vegetable garden,"243 w 38th st, ,",10018,vegetarian bagels kosher,indian project,243 w 38th st,10018,indian,0
17312,60,20252,between the bread eatery - chelsea,"609 w 27th st,",10001,salad cafes,between the bread,609 w 27th st,10001,sandwiches,1
224013,775,21483,subway,"1 new york plz, ,",10004,fast food sandwiches,chipotle mexican grill,1 new york plz,10004,mexican,0
915469,4485,22908,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
1185455,7834,10745,yokohama japanese restaurant,"438 w 238th st, ,",10463,japanese food delivery services sushi bars,yokohama japanese restaurant,438 w 238th st,10463,japanese,1
1212422,8265,21868,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),m and c foodz to go,1322a e gun hill rd,10469,caribbean,0
453750,1967,713,wallflower,"235 w 12th st, ,",10014,american (new),wallflower,235 w 12th st,10014,french,1
359870,1645,23706,pokee,"121 w 3rd st,",10012,poke,dumplinggo,121 w 3rd st,10012,chinese/japanese,0
729515,3044,18058,sukhumvit 51,"224 e 51st st, ,",10022,thai,sukhumvit 51,224 e 51st st,10022,thai,1
776488,3219,18259,little thai kitchen,"231 e 53rd st, ,",10022,thai,ernesto's,231 e 53rd st,10022,sandwiches/salads/mixed buffet,0
1149713,7344,19225,great wall,"732 e 187th st, ,",10458,chinese,great wall chinese restaurnat,732 e 187th st,10458,chinese,1
1199208,8080,12796,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)",0
1202914,8120,10406,aziza africa restaurant & catering svce,"3716 white plains rd, ,",10467,soup,maddy's african grill restaurant,3716 white plains rd,10467,african,0
1157291,7459,5775,ihop,"961 e 174th st, ste 6,",10460,breakfast & brunch american (traditional),burger king,961 e 174th st,10460,sandwiches,0
469487,2029,20377,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,bangkok b.a.r.,353 w 14th st,10014,thai,0
263155,1250,4838,grill 21,"346 e 21st st, ,",10010,filipino,grill 21,346 e 21st st,10010,filipino,1
855068,3929,23660,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french,0
1194444,8022,11807,the good dine,"3922 white plains rd, ,",10466,caribbean,deuce & bam good dine restaurant,3922 white plains rd,10466,caribbean,1
572471,2470,16496,district social,"252 w 37th st,",10018,bars american (new),district social,252 w 37th st,10018,american,1
1200446,8095,21157,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,china one restaurant,334 e gun hill rd,10467,chinese,0
595608,2585,8059,topaz noodle bar,"129 w 56th st, ,",10019,thai,topaz noodle bar,129 w 56th st,10019,asian,1
1211298,8246,1343,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,your daley bread,1303 e gun hill rd,10469,caribbean,0
1211657,8252,6809,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,876 bar lounge,1320 e gun hill rd,10469,american,0
554007,2366,13943,sakanaya,"304 e 49th st,",10017,sushi bars japanese seafood,sakanaya,304 e 49th st,10017,japanese,1
1020915,5325,13565,sushi seki times square,"365 w 46th st,",10036,sushi bars japanese cocktail bars,sushi seki,365 w 46th st,10036,japanese,1
19015,67,110,johny's luncheonette,"124 w 25th st, ,",10001,american (traditional) diners breakfast & brunch,perpetuum cafe,124 w 25th st,10001,cafã©/coffee/tea,0
191324,602,4717,dalias,"214 e 9th st, ,",10003,spanish,dahlias fine mexican cuisine,214 e 9th st,10003,"latin (cuban, dominican, puerto rican, south & central american)",1
25518,90,13617,gammeeok,"9 w 32nd st, 2nd fl,",10001,korean,gammeeok,9 w 32nd st,10001,korean,1
705415,2864,18787,blue dog cafe,"155 w 56th st, ,",10019,coffee & tea sandwiches,blue dog cafe,155 w 56th st,10019,cafã©/coffee/tea,1
44404,161,10729,mcdonald's,"151 w 34th st, ,",10001,burgers fast food,just salad,151 w 34th st,10001,salads,0
1211642,8252,21868,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,m and c foodz to go,1322a e gun hill rd,10469,caribbean,0
476539,2057,3788,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,grape leaf new york,353 w 14th st,10014,middle eastern,0
848743,3865,23660,chez alain,"2046 adam clayton powell jr blvd, ,",10027,senegalese,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french,0
1133678,7169,10783,xing long,553 e 169th st,10456,chinese,xing long chinese restuarant,553 e 169th st,10456,chinese,1
801013,3380,16535,the empire hotel,"44 w 63rd st, ,",10023,hotels,the empire rooftop,44 w 63rd st,10023,american,1
1122232,6947,9765,michely deli & food market,"169 w tremont ave, ,",10453,delis tacos burgers,michely deli & food market,169 w tremont ave,10453,delicatessen,1
602715,2603,10015,pam real thai food,"404 w 49th st, ,",10019,thai,pam real thai 49,404 w 49th st,10019,thai,1
124833,440,23913,the eddy,"342 e 6th st, ,",10003,american (new),raku,342 e 6th st,10003,asian,0
800973,3380,17230,the empire hotel,"44 w 63rd st, ,",10023,hotels,empire hotel bar,44 w 63rd st,10023,american,1
916180,4515,19108,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
932139,4792,8127,kazza wine bar,"708 w 177th st,",10033,wine bars tapas bars coffee & tea,kazza wine bar,708 w 177th st,10033,tapas,1
916056,4509,9904,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),ihop,22902298 adam clayton powell jr boulevard,10030,pancakes/waffles,1
1197185,8056,16400,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen,0
1192028,7977,22117,applebee's,"815 hutchinson river pkwy, ,",10465,american (traditional) sports bars burgers,chipotle mexican grill,815 hutchinson river pkwy,10465,tex-mex,0
1194467,8023,19497,burger king,"4275 white plains rd, ,",10466,burgers,burger king,4275 white plains rd,10466,american,1
1043828,5598,3579,napolis pizzeria,201 w 145th st,10039,pizza,ivory dos,201 w 145th st,10039,hamburgers,0
516074,2211,22535,wine:34,"127 e 34th st, ,",10016,wine bars american (new) beer bar,wine:34,127 e 34th st,10016,italian,1
916051,4509,10397,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
1190318,7943,22117,five guys burgers and fries,"815 hutchinson river pkwy, ,",10465,burgers fast food,chipotle mexican grill,815 hutchinson river pkwy,10465,tex-mex,0
986794,5218,20100,the bistro,"1100 ave of the americas, ,",10036,cafes,starbucks,1100 avenue of the americas,10036,cafã©/coffee/tea,0
1045194,5638,15540,fort tryon park,"1 margaret corbin dr, ,",10040,parks,new leaf,1 margaret corbin dr,10040,american,0
1189506,7923,13772,casa restaurant & lounge,"3607 e. tremont ave.,",10465,tapas/small plates lounges,casa restaurant & lounge,3607 e tremont ave,10465,"latin (cuban, dominican, puerto rican, south & central american)",1
847639,3843,872,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,juice bars & smoothies,freddy's soul caribbean restaurant corp,1980 adam clayton powell jr blvd,10026,caribbean,0
1092485,6578,21834,golden palace chinese take out,"1757 arthur kill rd, ,",10312,chinese,golden palace,1757 arthur kill rd,10312,chinese,1
267268,1278,19529,little basil,"153 e 26th st, ,",10010,thai,little basil thai,153 e 26th st,10010,thai,1
509072,2183,12165,galata mediterranean cuisine,"212 e 34th st, ,",10016,turkish mediterranean halal,galata mediterranean cruisine,212 e 34th st,10016,turkish,1
974452,5183,19042,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,dechert (the dech),1095 avenue of the americas,10036,american,0
1196253,8048,23187,agra grill,"3835 white plains rd, ,",10467,indian seafood pakistani,agra grill,3835 white plains rd,10467,indian,1
1194276,8019,16259,pizza place,"4024 white plains road, ,",10466,pizza,the pizza place,4024 white plains road,10466,pizza,1
1199132,8077,11949,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,marconi's pizza,179 e gun hill rd,10467,pizza/italian,0
1120978,6921,23275,barbara deli grocery,"69 e mount eden ave, ,",10452,delis,dominicana pollo sabroso restaurant,105 e mount eden ave,10452,"latin (cuban, dominican, puerto rican, south & central american)",0
1212395,8265,15331,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),kennedy fried chicken,1359 e gun hill rd,10469,american,0
1113640,6815,22574,subway,91 e 161st st,10451,sandwiches fast food,subway,91 e 161st st,10451,sandwiches,1
1120942,6921,16356,barbara deli grocery,"69 e mount eden ave, ,",10452,delis,king dragon restaurant,120 e mount eden ave,10452,chicken,0
1210371,8230,4089,joey pepperoni's pizza,"114 e fordham rd, ,",10468,pizza,joey pepperoni's pizza,114 e fordham rd,10468,pizza,1
1118932,6889,20188,budda restaurant & lounge,"1353 edward l grant hwy, ,",10452,hookah bars lounges,el nuevo patio,1388 edward l grant hwy,10452,spanish,0
554529,2369,10659,great northern food hall,"grand central terminal, 89 e 42nd st",10017,food court bakeries delis,the great northern deli and danish dogs,89 e 42nd st,10017,other,0
82562,305,3250,fools gold nyc,"145 e houston st, ,",10002,gastropubs pubs cocktail bars,fools gold,145 e houston st,10002,american,1
14931,52,18005,cafe hanamizuki,"143 w 29th st, ,",10001,cafes,hanamizuki cafe,143 w 29th st,10001,japanese,1
786583,3258,22829,central park,"14 e 60th st, , central park conservancy",10022,parks,avra madison estiatorio,14 e 60th st,10022,greek,0
514535,2205,13976,tacos grand central,"134 e 27th st,",10016,mexican,burp bowl cafe,134 e 27th st,10016,asian,0
1126734,7052,16956,el jalapenos,"800 e 149th st, ,",10455,mexican,ivy juice bar,800 e 149th st,10455,"juice, smoothies, fruit salads",0
254942,1201,16664,banh mi zon,"443 e 6th st, ,",10009,vietnamese sandwiches salad,banh mi zon,443 e 6th st,10009,asian,1
730649,3049,21594,nare sushi,"115 e 57th st,",10022,sushi bars japanese,nare sushi,115 e 57th st,10022,japanese,1
223980,775,23519,subway,"1 new york plz, ,",10004,fast food sandwiches,starbucks,1 new york plz,10004,cafã©/coffee/tea,0
331485,1539,21336,the folly,"92 w houston st, ,",10012,seafood gastropubs,the folly,92 w houston st,10012,american,1
505442,2169,7508,massoni,"11 e 31st st,",10016,italian bars,massoni,11 e 31st st,10016,italian,1
851753,3896,15534,delhi masala,"2077 adam clayton powell jr blvd,",10027,indian buffets,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,1
916194,4515,22782,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
584085,2532,5930,untamed sandwiches,"43 w 39th st, ,",10018,sandwiches gluten-free,untamed sandwiches,43 w 39th st,10018,american,1
1212460,8266,15331,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,kennedy fried chicken,1359 e gun hill rd,10469,american,0
945813,5028,8529,thai soup,"166 e 118th st, ste a,",10035,thai,pipo's restaurant,166 e 118th st,10035,mexican,0
1180792,7766,20205,smashburger,193 w 237th st,10463,burgers,dunkin donuts & basking robbins,193 w 237th st,10463,american,0
1211290,8246,15331,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,kennedy fried chicken,1359 e gun hill rd,10469,american,0
915766,4499,22908,mcdonald's,2379 adam clayton powell jr blvd,10030,fast food burgers,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
591985,2570,3120,ramini espresso bar & cafe,"265 w 37th st, ,",10018,coffee & tea cafes,el sabroso restaurant,265 w 37th st,10018,spanish,0
881938,4185,4575,gracie's on 2nd diner,"300 e 86th st, ,",10028,diners,gracie's on 2nd,300 e 86th st,10028,american,1
688062,2822,21189,pizza rollio,"1 w 58th st, ,",10019,pizza,olma caviar,1 w 58th st,10019,seafood,0
247550,1159,12088,raclette,"511 e 12th st, ,",10009,sandwiches french,la vraie raclette,511 e 12th st,10009,french,1
1212790,8272,366,rk super heros,"978 e gun hill rd, ,",10469,sandwiches,ethics bar & lounge,1246 e gun hill rd,10469,caribbean,0
915468,4485,22782,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,caribbean,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
550391,2346,4036,udon west,"150 e 46th st, ,",10017,japanese noodles,udon west,150 e 46th st,10017,japanese,1
1061643,5858,12524,miramar,"21 s end ave, ,",10280,seafood mediterranean,ningbo cafe,21 s end ave,10280,chinese,0
947118,5058,23760,q & n foods,"107 e 125th st, ,",10035,delis breakfast & brunch sandwiches,q & n food,107 e 125th st,10035,delicatessen,1
854973,3929,15534,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
243862,1140,6348,carma east,"507 e 6th st,",10009,bars dim sum taiwanese,carma,507 e 6th st,10009,asian,1
861393,4005,23660,kennedy fried chicken,"2057 adam clayton powell blvd, ,",10027,fast food chicken wings,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french,0
16555,58,15005,e-mo,"2 w 32nd st, ,",10001,korean,paik's noodle,2 w 32nd st,10001,korean,0
223974,775,9210,subway,"1 new york plz, ,",10004,fast food sandwiches,naya express,1 new york plz,10004,mediterranean,0
283343,1359,11724,auntie guan's kitchen 108,"108 w 14th st, ,",10011,chinese asian fusion,auntie guan's kitchen 108,108 w 14th st,10011,chinese,1
287747,1376,7483,the gander,"15 w 18th st, ,",10011,american (new),the gander bar room and restaurant,15 w 18th st,10011,american,1
915887,4504,21166,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,spanish barbeque,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
1092955,6588,21834,unique lounge & billiards,"1757 arthur kill rd, ,",10312,pool halls bars,golden palace,1757 arthur kill rd,10312,chinese,0
980707,5202,13206,bareburger,"366 w 46th st., ,",10036,burgers salad american (traditional),bareburger,366 w 46th st,10036,hamburgers,1
859553,3978,23660,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,caribbean spanish,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french,0
949422,5111,8394,dutch freds,"307 w 47th st,",10036,cocktail bars tapas/small plates burgers,dutch freds,307 w 47th st,10036,american,1
267695,1280,3728,indikitch,"25 w 23rd st,",10010,indian,indikitch,25 w 23rd st,10010,indian,1
1134802,7189,15519,aa chinese restaurant,"214 e burnside ave, ,",10457,chinese,aa chinese restaurant,214 e burnside ave,10457,chinese,1
574836,2482,9594,district tap house,"246 w 38th st, ,",10018,sports bars gastropubs pubs,district tap house,246 w 38th st,10018,american,1
1211768,8254,12869,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,ultimate grill,1343 e gun hill rd,10469,caribbean,1
687788,2822,21407,pizza rollio,"1 w 58th st, ,",10019,pizza,epicerie bouloud,1 w 58th st,10019,bakery,0
1204304,8135,16400,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen,0
564357,2423,10659,grand central oyster bar,"grand central station, 89 e 42nd st,",10017,seafood,the great northern deli and danish dogs,89 e 42nd st,10017,other,0
855988,3940,23660,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,haitian latin american cuban,b & k french cuisine,2167 adam clayton powell jr blvd,10027,french,0
844094,3768,21032,blujeen,"2143 frederick douglass blvd, ,",10026,american (new) comfort food,blujeen,2143 frederick douglass blvd,10026,american,1
965135,5158,16212,ding bbq and hot pot restaurant,"234 w 48th st, ,",10036,hot pot barbeque szechuan,ding,234 w 48th st,10036,chinese,1
9404,32,20372,stella 34 trattoria,"macy's 6th floor - 35th broadway entrance, 151 w 34th st,",10001,italian pizza cocktail bars,pizza bar,151 w 34th st,10001,pizza,0
695246,2839,22935,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,minus 5 ice lounge,1335 avenue of the americas,10019,other,0
601720,2601,22578,soba noodle azuma 55,"251 w 55th st,",10019,noodles,soba noodle azuma,251 w 55th st,10019,japanese,1
580376,2514,3120,el sabroso,"265 w 37th st, ,",10018,latin american sandwiches,el sabroso restaurant,265 w 37th st,10018,spanish,1
547244,2335,18661,mazhi asian bistro & bar,"120 e 34th st, ,",10016,chinese japanese vietnamese,sugar box inc,120 e 34th st,10016,other,0
215546,666,15801,east village thai,"32 e 7th st, ,",10003,thai,east village thia restaurant,32 e 7th st,10003,thai,1
915501,4486,22782,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
1194589,8025,19971,papa john's pizza,3929 white plains rd,10466,pizza,papa john's pizza,3929 white plains rd,10466,pizza,1
1003214,5272,19042,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,dechert (the dech),1095 avenue of the americas,10036,american,0
589395,2555,6732,lan sheng szechuan food restaurant,"128 w 36th st,",10018,szechuan bars,lan sheng restaurant,128 w 36th st,10018,chinese,1
591204,2563,10073,kiss my slice,"274 w 40th st,",10018,pizza,kiss my slice,274 w 40th st,10018,pizza,1
944459,4996,12382,delio's pizza,"553 w 207th st,",10034,pizza,noel pizza,553 w 207th st,10034,pizza,1
1211100,8243,366,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,ethics bar & lounge,1246 e gun hill rd,10469,caribbean,0
854958,3929,8270,rusty's flavor,2253 adam clayton powell jr blvd,10027,caribbean,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
469401,2029,18243,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,crepe sucre/the french block,353 w 14th st,10014,french,0
770274,3197,367,asian eatery,"207 e 59th st, ,",10022,japanese chinese,asian 59,207 e 59th st,10022,chinese/japanese,1
1199219,8080,16400,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen,0
1212465,8266,366,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,ethics bar & lounge,1246 e gun hill rd,10469,caribbean,0
587712,2548,2,savour sichuan,"108 w 39th st, ,",10018,szechuan dim sum asian fusion,savour sichuan,108 w 39th st,10018,chinese,1
1183696,7808,20205,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,dunkin donuts & basking robbins,193 w 237th st,10463,american,0
1211122,8243,21868,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,m and c foodz to go,1322a e gun hill rd,10469,caribbean,0
469252,2029,22820,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,mission ceviche,353 w 14th st,10014,seafood,1
18465,63,6501,takumi taco,"601 w 26th st, 17th fl,",10001,mexican seafood asian fusion,martha stewart cafe,601 w 26th st,10001,cafã©/coffee/tea,0
152046,507,21709,sugarfish by sushi nozawa,33 e 20th st,10003,sushi bars,sugar fish,33 e 20th st,10003,japanese,1
660747,2748,15340,the wayfarer,"101 w 57th st, ,",10019,american (new),the wayfarer,101 w 57th st,10019,seafood,1
1156375,7440,14198,d' kora restaurant lounge,"894 e tremont ave,",10460,spanish american (new),d'kora restaurant lounge,894 e tremont ave,10460,spanish,1
5888,21,10428,abiko curry,"2 w 32nd st,",10001,japanese,mandoo bar,2 w 32nd st,10001,korean,0
25091,89,6397,shanghai mong,"30 w 32nd st,",10001,korean chinese asian fusion,shanghai mong,30 w 32nd st,10001,korean,1
173558,559,191,bowery meat company,"9 e 1st st, ,",10003,steakhouses seafood meat shops,bowery meat company,9 e 1st st,10003,american,1
1166621,7582,3020,paulding bar & restaurant,"1024 morris park avenue, ,",10461,restaurants,doyles pub,1024 morris park avenue,10461,irish,0
22818,80,16340,sid gold's request room,"165 w 26th st, ,",10001,cocktail bars desserts pizza,sid gold's request room,165 w 26th st,10001,american,1
1212483,8266,12869,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,ultimate grill,1343 e gun hill rd,10469,caribbean,0
42331,152,20900,hanamichi,"28 w 32nd st, ,",10001,japanese korean sushi bars,hanamichi,28 w 32nd st,10001,asian,1
24061,85,14153,miss korea bbq,"10 w 32nd st, 1st, 2nd & 3rd fl,",10001,korean barbeque,miss korea barbecue ''sun'',10 w 32nd st,10001,korean,1
1169779,7620,22207,slim to go,"1556a white plains rd, ,",10462,american (new) spanish breakfast & brunch,slim to go,1556a white plains rd,10462,american,1
844226,3770,6609,le baobab restaurants,"120 w 116th st, ,",10026,senegalese,le baobab-gouygui restaurant,120 w 116th st,10026,african,1
916381,4525,10397,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
508362,2181,7584,atoboy,"43 e 28th st,",10016,korean tapas/small plates asian fusion,atoboy,43 e 28th st,10016,asian,1
280128,1348,22998,zia maria,"318 w 23rd st, ,",10011,italian pizza,zia maria,318 w 23rd st,10011,pizza/italian,1
1128546,7081,21403,burger king,521 e 149th st,10455,fast food,burger king,521 e 149th st,10455,hamburgers,1
946308,5041,8529,pipo's mexican restaurant,"166 e 118th st, ,",10035,mexican,pipo's restaurant,166 e 118th st,10035,mexican,1
250282,1173,20207,tuome,"536 e 5th st, ,",10009,american (new),tuome,536 e 5th st,10009,asian,1
1125935,7031,3635,el guapo pizzeria incorporated,361 e 138th st,10454,pizza,pizzeria restaurant,361 e 138th st,10454,pizza/italian,1
919988,4588,7924,new golden dragon restaurant,"398 w 145th st, ,",10031,chinese,agave mexican & american grill,398 w 145th st,10031,mexican,0
220650,723,23519,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,starbucks,1 new york plz,10004,cafã©/coffee/tea,0
780439,3231,7819,fuji sushi & teriyaki,"146 e 55th st frnt, ,",10022,restaurants,kung fu little steamed buns,146 e 55th st,10022,chinese,0
255898,1205,20207,minca,"536 e 5th st,",10009,ramen,tuome,536 e 5th st,10009,asian,0
1105084,6719,18269,dynasty taste,"77 richmond hill rd, ,",10314,asian fusion,dynasty taste,77 richmond hill rd,10314,chinese/japanese,1
12236,42,22795,deweys pub,"135 w 30th st, ,",10001,gastropubs,courtyard by marriott manhattan chelsea,135 w 30th st,10001,american,0
1199197,8080,10597,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,18 east gunhill pizza,18 e gun hill rd,10467,pizza,0
916342,4524,16562,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,africa kine,2267 adam clayton powell jr blvd,10030,african,0
766594,3184,1528,hinata ramen,"159 e 55th st, ,",10022,ramen,hinata ramen,159 e 55th st,10022,japanese,1
915491,4486,21166,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
788816,3274,10017,lincoln square steak,"208 w 70th st,",10023,steakhouses,lincoln square steak,208 w 70th st,10023,steak,1
476571,2057,20377,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,bangkok b.a.r.,353 w 14th st,10014,thai,0
766057,3181,22829,avra madison,"14 e 60th st,",10022,greek seafood mediterranean,avra madison estiatorio,14 e 60th st,10022,greek,1
916340,4524,22125,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,make my cake,2380 adam clayton powell boulevard,10030,bakery,1
974306,5183,20785,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,ocd cafe,1196 avenue of the americas,10036,cafã©/coffee/tea,0
792498,3306,16535,ed's chowder house,"44 w 63rd st, ,",10023,seafood,the empire rooftop,44 w 63rd st,10023,american,0
1199062,8077,10473,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads",0
1188546,7884,4655,sammy's fish box restaurant,"41 city island ave, ,",10464,seafood,sammy's fishbox,41 city island ave,10464,seafood,1
597050,2590,22578,yakitori totto,"251 w 55th st, fl 2,",10019,izakaya,soba noodle azuma,251 w 55th st,10019,japanese,0
1091931,6563,22248,casa nino's pizza house,"1757 arthur kill rd, ,",10312,pizza,pop's gourmet deli,1757 arthur kill rd,10312,delicatessen,0
572680,2471,23822,trademark taste & grind,"38 w 36th st,",10018,bars american (new) venues & event spaces,hotel le soleil le espresso cafe,38 w 36th st,10018,cafã©/coffee/tea,0
964698,5156,7192,la pulperia,"371 w 46th st,",10036,latin american seafood cocktail bars,la pulperia,371 w 46th st,10036,spanish,1
476504,2057,20213,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,mo il gelato,353 w 14th st,10014,"ice cream, gelato, yogurt, ices",0
219914,713,14453,bavaria bier haus,"19 s william st,",10004,german beer gardens,bavaria bierhouse,19 s william st,10004,german,1
1211772,8254,21868,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,m and c foodz to go,1322a e gun hill rd,10469,caribbean,0
1211313,8246,12869,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,ultimate grill,1343 e gun hill rd,10469,caribbean,0
369315,1679,12668,sushi zo,"88 w 3rd st, ,",10012,japanese sushi bars,sushi zo,88 w 3rd st,10012,japanese,1
934301,4830,11717,no 1 chinese restaurant,"825 w 181st st, ,",10033,chinese,#1 chinese restaurant,825 w 181st st,10033,chinese,1
645446,2711,14748,aldo sohm wine bar,"151 w 51st st, ,",10019,wine bars french american (new),le bernardin privã©/wine bar,151 w 51st st,10019,french,0
916375,4525,16562,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,africa kine,2267 adam clayton powell jr blvd,10030,african,0
1197174,8056,12796,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)",0
771724,3201,12460,crimson & rye,"198 e 54th st, ,",10022,cocktail bars american (new),crimson & rye,198 e 54th st,10022,american,1
1119005,6890,20188,eye adom african & american restaurant,"1263 edward l grant hwy, ,",10452,vegetarian seafood caribbean,el nuevo patio,1388 edward l grant hwy,10452,spanish,0
1174870,7687,17375,marisco centro seafood restaurant & fish market,"1160 castle hill ave, ,",10462,caribbean seafood spanish,marisco centro,1160 castle hill ave,10462,seafood,1
547319,2335,1512,mazhi asian bistro & bar,"120 e 34th st, ,",10016,chinese japanese vietnamese,dj pizza,120 e 34th st,10016,pizza,0
1043421,5572,20901,indian express,"301 w 154th st, ste 1",10039,indian,indian express,301 w 154th st,10039,indian,1
271393,1305,2451,kat & theo,"5 w 21st st,",10010,mediterranean american (new) bars,kat & theo,5 w 21st st,10010,american,1
1196496,8050,12796,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)",0
