file name,start offset,end offset,negative sample
../Set_P/review-051.txt,973,981,been the
../Set_P/review-051.txt,1162,1180,and that antipasti
../Set_P/review-051.txt,240,244,and 
../Set_P/review-051.txt,1166,1180,that antipasti
../Set_P/review-051.txt,1083,1096,that the soup
../Set_P/review-051.txt,640,645,that 
../Set_P/review-051.txt,1088,1096,the soup
../Set_P/review-051.txt,1127,1145,is not undercooked
../Set_P/review-051.txt,507,510,is 
../Set_P/review-051.txt,1130,1145,not undercooked
../Set_P/review-052.txt,563,573,s chill at
../Set_P/review-052.txt,67,69,s 
../Set_P/review-052.txt,565,573,chill at
../Set_P/review-052.txt,735,755,stainless casks draw
../Set_P/review-052.txt,735,745,stainless 
../Set_P/review-052.txt,745,755,casks draw
../Set_P/review-052.txt,1960,1974,t watching the
../Set_P/review-052.txt,233,235,t 
../Set_P/review-052.txt,423,435,watching the
../Set_P/review-052.txt,1908,1922,more for speed
../Set_P/review-052.txt,1908,1913,more 
../Set_P/review-052.txt,1913,1922,for speed
../Set_P/review-052.txt,785,799,they do little
../Set_P/review-052.txt,785,790,they 
../Set_P/review-052.txt,790,799,do little
../Set_P/review-052.txt,1975,1987,clock on the
../Set_P/review-052.txt,1975,1981,clock 
../Set_P/review-052.txt,1981,1987,on the
../Set_P/review-052.txt,667,684,wild yeasts float
../Set_P/review-052.txt,667,672,wild 
../Set_P/review-052.txt,672,684,yeasts float
../Set_P/review-052.txt,2013,2027,across the way
../Set_P/review-052.txt,2013,2020,across 
../Set_P/review-052.txt,2020,2027,the way
../Set_P/review-052.txt,947,964,Moretti Bionda on
../Set_P/review-052.txt,947,955,Moretti 
../Set_P/review-052.txt,955,964,Bionda on
../Set_P/review-052.txt,479,499,like sailors reefing
../Set_P/review-052.txt,479,484,like 
../Set_P/review-052.txt,484,499,sailors reefing
../Set_P/review-053.txt,237,260,into Latin contemporary
../Set_P/review-053.txt,79,84,into 
../Set_P/review-053.txt,242,260,Latin contemporary
../Set_P/review-053.txt,436,449,that are less
../Set_P/review-053.txt,436,441,that 
../Set_P/review-053.txt,441,449,are less
../Set_P/review-053.txt,1903,1916,tart blend of
../Set_P/review-053.txt,1903,1908,tart 
../Set_P/review-053.txt,1908,1916,blend of
../Set_P/review-053.txt,1729,1744,beers and South
../Set_P/review-053.txt,1729,1735,beers 
../Set_P/review-053.txt,1735,1744,and South
../Set_P/review-053.txt,1785,1793,s a pity
../Set_P/review-053.txt,45,47,s 
../Set_P/review-053.txt,1787,1793,a pity
../Set_P/review-053.txt,1855,1872,its namesake soft
../Set_P/review-053.txt,1301,1305,its 
../Set_P/review-053.txt,1859,1872,namesake soft
../Set_P/review-053.txt,126,141,one quiet block
../Set_P/review-053.txt,126,130,one 
../Set_P/review-053.txt,130,141,quiet block
../Set_P/review-053.txt,149,161,and it might
../Set_P/review-053.txt,149,153,and 
../Set_P/review-053.txt,153,161,it might
../Set_P/review-053.txt,15,29,In East Harlem
../Set_P/review-053.txt,15,18,In 
../Set_P/review-053.txt,18,29,East Harlem
../Set_P/review-053.txt,313,324,was born in
../Set_P/review-053.txt,313,317,was 
../Set_P/review-053.txt,317,324,born in
../Set_P/review-054.txt,151,167,the East Village
../Set_P/review-054.txt,74,78,the 
../Set_P/review-054.txt,155,167,East Village
../Set_P/review-054.txt,123,133,a cozy new
../Set_P/review-054.txt,123,125,a 
../Set_P/review-054.txt,125,133,cozy new
../Set_P/review-054.txt,1915,1926,eat a small
../Set_P/review-054.txt,356,360,eat 
../Set_P/review-054.txt,1919,1926,a small
../Set_P/review-054.txt,1703,1716,her mother is
../Set_P/review-054.txt,1555,1559,her 
../Set_P/review-054.txt,1707,1716,mother is
../Set_P/review-054.txt,1866,1885,notions about pasta
../Set_P/review-054.txt,1866,1874,notions 
../Set_P/review-054.txt,1874,1885,about pasta
../Set_P/review-054.txt,405,415,a stool or
../Set_P/review-054.txt,123,125,a 
../Set_P/review-054.txt,407,415,stool or
../Set_P/review-054.txt,715,737,and worthwhile detours
../Set_P/review-054.txt,192,196,and 
../Set_P/review-054.txt,719,737,worthwhile detours
../Set_P/review-054.txt,337,346,It is one
../Set_P/review-054.txt,337,340,It 
../Set_P/review-054.txt,340,346,is one
../Set_P/review-054.txt,685,698,wine and some
../Set_P/review-054.txt,685,690,wine 
../Set_P/review-054.txt,690,698,and some
../Set_P/review-054.txt,1935,1947,then move on
../Set_P/review-054.txt,1935,1940,then 
../Set_P/review-054.txt,1940,1947,move on
../Set_P/review-055.txt,359,372,into a hipper
../Set_P/review-055.txt,88,93,into 
../Set_P/review-055.txt,364,372,a hipper
../Set_P/review-055.txt,960,972,which in the
../Set_P/review-055.txt,960,966,which 
../Set_P/review-055.txt,966,972,in the
../Set_P/review-055.txt,1172,1188,He oversees both
../Set_P/review-055.txt,1172,1175,He 
../Set_P/review-055.txt,1175,1188,oversees both
../Set_P/review-055.txt,1145,1160,of Craftbar and
../Set_P/review-055.txt,157,160,of 
../Set_P/review-055.txt,1148,1160,Craftbar and
../Set_P/review-055.txt,1034,1049,has always been
../Set_P/review-055.txt,1034,1038,has 
../Set_P/review-055.txt,1038,1049,always been
../Set_P/review-055.txt,2108,2122,until the bill
../Set_P/review-055.txt,2108,2114,until 
../Set_P/review-055.txt,2114,2122,the bill
../Set_P/review-055.txt,866,883,the same wherever
../Set_P/review-055.txt,34,38,the 
../Set_P/review-055.txt,870,883,same wherever
../Set_P/review-055.txt,2094,2107,fun and games
../Set_P/review-055.txt,2094,2098,fun 
../Set_P/review-055.txt,2098,2107,and games
../Set_P/review-055.txt,2048,2059,a lot after
../Set_P/review-055.txt,10,12,a 
../Set_P/review-055.txt,2050,2059,lot after
../Set_P/review-055.txt,713,732,and painted mirrors
../Set_P/review-055.txt,335,339,and 
../Set_P/review-055.txt,717,732,painted mirrors
../Set_P/review-056.txt,1203,1214,went with a
../Set_P/review-056.txt,1203,1208,went 
../Set_P/review-056.txt,370,376,with a
../Set_P/review-056.txt,1364,1388,almost monastically pure
../Set_P/review-056.txt,1364,1371,almost 
../Set_P/review-056.txt,1371,1388,monastically pure
../Set_P/review-056.txt,509,522,t always easy
../Set_P/review-056.txt,89,91,t 
../Set_P/review-056.txt,511,522,always easy
../Set_P/review-056.txt,1064,1079,have an Italian
../Set_P/review-056.txt,1064,1069,have 
../Set_P/review-056.txt,1069,1079,an Italian
../Set_P/review-056.txt,425,440,mostly shed the
../Set_P/review-056.txt,425,432,mostly 
../Set_P/review-056.txt,432,440,shed the
../Set_P/review-056.txt,233,248,Then the owners
../Set_P/review-056.txt,233,238,Then 
../Set_P/review-056.txt,238,248,the owners
../Set_P/review-056.txt,105,119,in Fort Greene
../Set_P/review-056.txt,105,108,in 
../Set_P/review-056.txt,108,119,Fort Greene
../Set_P/review-056.txt,1311,1329,diners could focus
../Set_P/review-056.txt,1311,1318,diners 
../Set_P/review-056.txt,1318,1329,could focus
../Set_P/review-056.txt,1286,1302,s most maddening
../Set_P/review-056.txt,56,58,s 
../Set_P/review-056.txt,1288,1302,most maddening
../Set_P/review-056.txt,1192,1202,if it just
../Set_P/review-056.txt,970,973,if 
../Set_P/review-056.txt,1195,1202,it just
../Set_P/review-057.txt,160,176,rotating taps of
../Set_P/review-057.txt,160,169,rotating 
../Set_P/review-057.txt,169,176,taps of
../Set_P/review-057.txt,2061,2070,will be a
../Set_P/review-057.txt,2061,2066,will 
../Set_P/review-057.txt,1277,1281,be a
../Set_P/review-057.txt,100,114,sister spot to
../Set_P/review-057.txt,100,107,sister 
../Set_P/review-057.txt,107,114,spot to
../Set_P/review-057.txt,411,422,raw bar and
../Set_P/review-057.txt,411,415,raw 
../Set_P/review-057.txt,415,422,bar and
../Set_P/review-057.txt,570,586,an ambitious but
../Set_P/review-057.txt,196,199,an 
../Set_P/review-057.txt,573,586,ambitious but
../Set_P/review-057.txt,340,353,But its clean
../Set_P/review-057.txt,340,344,But 
../Set_P/review-057.txt,344,353,its clean
../Set_P/review-057.txt,387,403,and marble table
../Set_P/review-057.txt,265,269,and 
../Set_P/review-057.txt,391,403,marble table
../Set_P/review-057.txt,520,538,Strong Place seems
../Set_P/review-057.txt,0,7,Strong 
../Set_P/review-057.txt,527,538,Place seems
../Set_P/review-057.txt,182,203,curated American beer
../Set_P/review-057.txt,182,190,curated 
../Set_P/review-057.txt,190,203,American beer
../Set_P/review-057.txt,450,461,more like a
../Set_P/review-057.txt,450,455,more 
../Set_P/review-057.txt,455,461,like a
../Set_P/review-058.txt,912,923,a native of
../Set_P/review-058.txt,192,194,a 
../Set_P/review-058.txt,914,923,native of
../Set_P/review-058.txt,602,617,Also a hangover
../Set_P/review-058.txt,602,607,Also 
../Set_P/review-058.txt,607,617,a hangover
../Set_P/review-058.txt,1460,1474,more churro to
../Set_P/review-058.txt,1460,1465,more 
../Set_P/review-058.txt,1465,1474,churro to
../Set_P/review-058.txt,900,905,a k a
../Set_P/review-058.txt,192,194,a 
../Set_P/review-058.txt,530,533,k a
../Set_P/review-058.txt,846,874,both monomaniacal operations
../Set_P/review-058.txt,846,851,both 
../Set_P/review-058.txt,851,874,monomaniacal operations
../Set_P/review-058.txt,775,796,La Churreria occupies
../Set_P/review-058.txt,191,194,La 
../Set_P/review-058.txt,778,796,Churreria occupies
../Set_P/review-058.txt,559,571,as a pudding
../Set_P/review-058.txt,559,562,as 
../Set_P/review-058.txt,562,571,a pudding
../Set_P/review-058.txt,931,944,There is room
../Set_P/review-058.txt,931,937,There 
../Set_P/review-058.txt,937,944,is room
../Set_P/review-058.txt,653,670,Other churros are
../Set_P/review-058.txt,653,659,Other 
../Set_P/review-058.txt,659,670,churros are
../Set_P/review-058.txt,542,558,it almost counts
../Set_P/review-058.txt,542,545,it 
../Set_P/review-058.txt,545,558,almost counts
../Set_P/review-059.txt,53,69,Unless sports TV
../Set_P/review-059.txt,53,60,Unless 
../Set_P/review-059.txt,60,69,sports TV
../Set_P/review-059.txt,71,87,excess noise and
../Set_P/review-059.txt,71,78,excess 
../Set_P/review-059.txt,78,87,noise and
../Set_P/review-059.txt,1398,1409,the beer is
../Set_P/review-059.txt,171,175,the 
../Set_P/review-059.txt,1402,1409,beer is
../Set_P/review-059.txt,1479,1495,from locals like
../Set_P/review-059.txt,1479,1484,from 
../Set_P/review-059.txt,1484,1495,locals like
../Set_P/review-059.txt,1525,1551,to international esoterica
../Set_P/review-059.txt,277,280,to 
../Set_P/review-059.txt,1528,1551,international esoterica
../Set_P/review-059.txt,91,111,something dating are
../Set_P/review-059.txt,91,101,something 
../Set_P/review-059.txt,101,111,dating are
../Set_P/review-059.txt,168,182,in the evening
../Set_P/review-059.txt,168,171,in 
../Set_P/review-059.txt,171,182,the evening
../Set_P/review-059.txt,1410,1431,fresh and fascinating
../Set_P/review-059.txt,748,754,fresh 
../Set_P/review-059.txt,1416,1431,and fascinating
../Set_P/review-059.txt,1673,1681,s new to
../Set_P/review-059.txt,58,60,s 
../Set_P/review-059.txt,1675,1681,new to
../Set_P/review-059.txt,145,157,be your kind
../Set_P/review-059.txt,145,148,be 
../Set_P/review-059.txt,112,121,your kind
../Set_P/review-060.txt,464,477,the first and
../Set_P/review-060.txt,39,43,the 
../Set_P/review-060.txt,468,477,first and
../Set_P/review-060.txt,1,10,a Va Todd
../Set_P/review-060.txt,1,3,a 
../Set_P/review-060.txt,3,10,Va Todd
../Set_P/review-060.txt,376,392,attached to both
../Set_P/review-060.txt,376,385,attached 
../Set_P/review-060.txt,385,392,to both
../Set_P/review-060.txt,71,85,written on the
../Set_P/review-060.txt,71,79,written 
../Set_P/review-060.txt,79,85,on the
../Set_P/review-060.txt,361,374,a hotel lobby
../Set_P/review-060.txt,1,3,a 
../Set_P/review-060.txt,363,374,hotel lobby
../Set_P/review-060.txt,0,10,Ca Va Todd
../Set_P/review-060.txt,0,3,Ca 
../Set_P/review-060.txt,3,10,Va Todd
../Set_P/review-060.txt,478,497,most important part
../Set_P/review-060.txt,478,483,most 
../Set_P/review-060.txt,483,497,important part
../Set_P/review-060.txt,449,463,s celebrity is
../Set_P/review-060.txt,63,65,s 
../Set_P/review-060.txt,451,463,celebrity is
../Set_P/review-060.txt,62,70,as it is
../Set_P/review-060.txt,62,65,as 
../Set_P/review-060.txt,65,70,it is
../Set_P/review-060.txt,222,241,and television star
../Set_P/review-060.txt,177,181,and 
../Set_P/review-060.txt,226,241,television star
../Set_P/review-061.txt,386,402,place like Peter
../Set_P/review-061.txt,386,392,place 
../Set_P/review-061.txt,392,402,like Peter
../Set_P/review-061.txt,229,245,of the Benchmark
../Set_P/review-061.txt,229,232,of 
../Set_P/review-061.txt,232,245,the Benchmark
../Set_P/review-061.txt,212,228,With the opening
../Set_P/review-061.txt,212,217,With 
../Set_P/review-061.txt,217,228,the opening
../Set_P/review-061.txt,414,424,mile for a
../Set_P/review-061.txt,414,419,mile 
../Set_P/review-061.txt,419,424,for a
../Set_P/review-061.txt,342,358,re seeking steak
../Set_P/review-061.txt,342,345,re 
../Set_P/review-061.txt,345,358,seeking steak
../Set_P/review-061.txt,448,462,dining room is
../Set_P/review-061.txt,448,455,dining 
../Set_P/review-061.txt,455,462,room is
../Set_P/review-061.txt,990,1009,creamed spinach and
../Set_P/review-061.txt,990,998,creamed 
../Set_P/review-061.txt,998,1009,spinach and
../Set_P/review-061.txt,258,275,that long commute
../Set_P/review-061.txt,164,169,that 
../Set_P/review-061.txt,263,275,long commute
../Set_P/review-061.txt,489,501,fronted by a
../Set_P/review-061.txt,489,497,fronted 
../Set_P/review-061.txt,409,413,by a
../Set_P/review-061.txt,523,541,filled with tables
../Set_P/review-061.txt,523,530,filled 
../Set_P/review-061.txt,530,541,with tables
../Set_P/review-062.txt,1283,1298,crisp and salty
../Set_P/review-062.txt,1283,1289,crisp 
../Set_P/review-062.txt,779,788,and salty
../Set_P/review-062.txt,702,720,New England accent
../Set_P/review-062.txt,22,26,New 
../Set_P/review-062.txt,706,720,England accent
../Set_P/review-062.txt,429,445,Had a shockingly
../Set_P/review-062.txt,429,433,Had 
../Set_P/review-062.txt,433,445,a shockingly
../Set_P/review-062.txt,1241,1254,and thyme and
../Set_P/review-062.txt,173,177,and 
../Set_P/review-062.txt,1245,1254,thyme and
../Set_P/review-062.txt,522,537,from a distance
../Set_P/review-062.txt,522,527,from 
../Set_P/review-062.txt,527,537,a distance
../Set_P/review-062.txt,87,106,Harrison for dinner
../Set_P/review-062.txt,87,96,Harrison 
../Set_P/review-062.txt,96,106,for dinner
../Set_P/review-062.txt,490,503,olive oil for
../Set_P/review-062.txt,490,496,olive 
../Set_P/review-062.txt,496,503,oil for
../Set_P/review-062.txt,303,315,who left the
../Set_P/review-062.txt,303,307,who 
../Set_P/review-062.txt,307,315,left the
../Set_P/review-062.txt,688,701,cooked with a
../Set_P/review-062.txt,688,695,cooked 
../Set_P/review-062.txt,695,701,with a
../Set_P/review-062.txt,575,591,as if performing
../Set_P/review-062.txt,575,578,as 
../Set_P/review-062.txt,578,591,if performing
../Set_P/review-063.txt,1491,1505,for winning in
../Set_P/review-063.txt,747,751,for 
../Set_P/review-063.txt,1495,1505,winning in
../Set_P/review-063.txt,1679,1692,a little more
../Set_P/review-063.txt,162,164,a 
../Set_P/review-063.txt,1681,1692,little more
../Set_P/review-063.txt,360,373,in January in
../Set_P/review-063.txt,360,363,in 
../Set_P/review-063.txt,363,373,January in
../Set_P/review-063.txt,1179,1193,it may inspire
../Set_P/review-063.txt,1179,1182,it 
../Set_P/review-063.txt,1182,1193,may inspire
../Set_P/review-063.txt,920,932,In an homage
../Set_P/review-063.txt,920,923,In 
../Set_P/review-063.txt,923,932,an homage
../Set_P/review-063.txt,374,387,a former auto
../Set_P/review-063.txt,162,164,a 
../Set_P/review-063.txt,376,387,former auto
../Set_P/review-063.txt,1569,1584,is something of
../Set_P/review-063.txt,315,318,is 
../Set_P/review-063.txt,1572,1584,something of
../Set_P/review-063.txt,1369,1384,kitchen hangs a
../Set_P/review-063.txt,1369,1377,kitchen 
../Set_P/review-063.txt,1377,1384,hangs a
../Set_P/review-063.txt,984,1000,esque mixture of
../Set_P/review-063.txt,984,990,esque 
../Set_P/review-063.txt,990,1000,mixture of
../Set_P/review-063.txt,1664,1678,You might wish
../Set_P/review-063.txt,1664,1668,You 
../Set_P/review-063.txt,1668,1678,might wish
../Set_P/review-064.txt,443,455,on the table
../Set_P/review-064.txt,183,186,on 
../Set_P/review-064.txt,446,455,the table
../Set_P/review-064.txt,990,1005,Onegin has some
../Set_P/review-064.txt,990,997,Onegin 
../Set_P/review-064.txt,997,1005,has some
../Set_P/review-064.txt,907,920,Take away all
../Set_P/review-064.txt,907,912,Take 
../Set_P/review-064.txt,912,920,away all
../Set_P/review-064.txt,835,847,at a Russian
../Set_P/review-064.txt,835,838,at 
../Set_P/review-064.txt,838,847,a Russian
../Set_P/review-064.txt,328,335,t be on
../Set_P/review-064.txt,90,92,t 
../Set_P/review-064.txt,330,335,be on
../Set_P/review-064.txt,220,235,sequins and the
../Set_P/review-064.txt,220,228,sequins 
../Set_P/review-064.txt,228,235,and the
../Set_P/review-064.txt,56,70,New Yorkers in
../Set_P/review-064.txt,56,60,New 
../Set_P/review-064.txt,60,70,Yorkers in
../Set_P/review-064.txt,100,126,Russian surrealism usually
../Set_P/review-064.txt,100,108,Russian 
../Set_P/review-064.txt,108,126,surrealism usually
../Set_P/review-064.txt,19,32,Avenue of the
../Set_P/review-064.txt,19,26,Avenue 
../Set_P/review-064.txt,26,32,of the
../Set_P/review-064.txt,71,81,need of an
../Set_P/review-064.txt,71,76,need 
../Set_P/review-064.txt,76,81,of an
../Set_P/review-065.txt,816,832,tipples like gin
../Set_P/review-065.txt,816,824,tipples 
../Set_P/review-065.txt,824,832,like gin
../Set_P/review-065.txt,2118,2135,a welcoming space
../Set_P/review-065.txt,168,170,a 
../Set_P/review-065.txt,2120,2135,welcoming space
../Set_P/review-065.txt,872,885,wine and some
../Set_P/review-065.txt,872,877,wine 
../Set_P/review-065.txt,877,885,and some
../Set_P/review-065.txt,2263,2281,as professional as
../Set_P/review-065.txt,334,337,as 
../Set_P/review-065.txt,2266,2281,professional as
../Set_P/review-065.txt,833,847,and brandy are
../Set_P/review-065.txt,198,202,and 
../Set_P/review-065.txt,837,847,brandy are
../Set_P/review-065.txt,2094,2117,subterranean rooms into
../Set_P/review-065.txt,2094,2107,subterranean 
../Set_P/review-065.txt,2107,2117,rooms into
../Set_P/review-065.txt,622,632,s the very
../Set_P/review-065.txt,4,6,s 
../Set_P/review-065.txt,624,632,the very
../Set_P/review-065.txt,2137,2155,including a tuffet
../Set_P/review-065.txt,2137,2147,including 
../Set_P/review-065.txt,2147,2155,a tuffet
../Set_P/review-065.txt,2018,2037,clearly designed by
../Set_P/review-065.txt,2018,2026,clearly 
../Set_P/review-065.txt,2026,2037,designed by
../Set_P/review-065.txt,698,717,even more important
../Set_P/review-065.txt,698,703,even 
../Set_P/review-065.txt,703,717,more important
../Set_P/review-066.txt,325,351,adding pleasure everywhere
../Set_P/review-066.txt,325,332,adding 
../Set_P/review-066.txt,332,351,pleasure everywhere
../Set_P/review-066.txt,67,87,from the peripatetic
../Set_P/review-066.txt,67,72,from 
../Set_P/review-066.txt,72,87,the peripatetic
../Set_P/review-066.txt,850,873,manhattans and negronis
../Set_P/review-066.txt,850,861,manhattans 
../Set_P/review-066.txt,861,873,and negronis
../Set_P/review-066.txt,780,796,dictates a short
../Set_P/review-066.txt,780,789,dictates 
../Set_P/review-066.txt,789,796,a short
../Set_P/review-066.txt,242,254,as the space
../Set_P/review-066.txt,242,245,as 
../Set_P/review-066.txt,245,254,the space
../Set_P/review-066.txt,271,283,Pink Tea Cup
../Set_P/review-066.txt,271,276,Pink 
../Set_P/review-066.txt,276,283,Tea Cup
../Set_P/review-066.txt,593,617,These courteous paragons
../Set_P/review-066.txt,593,599,These 
../Set_P/review-066.txt,599,617,courteous paragons
../Set_P/review-066.txt,411,420,a wall of
../Set_P/review-066.txt,119,121,a 
../Set_P/review-066.txt,413,420,wall of
../Set_P/review-066.txt,164,182,easygoing but with
../Set_P/review-066.txt,164,174,easygoing 
../Set_P/review-066.txt,174,182,but with
../Set_P/review-066.txt,559,571,some of them
../Set_P/review-066.txt,559,564,some 
../Set_P/review-066.txt,564,571,of them
../Set_P/review-067.txt,579,591,a glimmer of
../Set_P/review-067.txt,75,77,a 
../Set_P/review-067.txt,581,591,glimmer of
../Set_P/review-067.txt,1111,1123,slap of tart
../Set_P/review-067.txt,1111,1116,slap 
../Set_P/review-067.txt,1116,1123,of tart
../Set_P/review-067.txt,456,469,like the best
../Set_P/review-067.txt,456,461,like 
../Set_P/review-067.txt,461,469,the best
../Set_P/review-067.txt,1054,1071,Citrus notes seep
../Set_P/review-067.txt,1054,1061,Citrus 
../Set_P/review-067.txt,1061,1071,notes seep
../Set_P/review-067.txt,29,42,C Dean Street
../Set_P/review-067.txt,29,31,C 
../Set_P/review-067.txt,31,42,Dean Street
../Set_P/review-067.txt,808,822,an infusion of
../Set_P/review-067.txt,33,36,an 
../Set_P/review-067.txt,811,822,infusion of
../Set_P/review-067.txt,502,517,crisp yet moist
../Set_P/review-067.txt,502,508,crisp 
../Set_P/review-067.txt,508,517,yet moist
../Set_P/review-067.txt,564,578,it betrays not
../Set_P/review-067.txt,564,567,it 
../Set_P/review-067.txt,567,578,betrays not
../Set_P/review-067.txt,1100,1110,slaw and a
../Set_P/review-067.txt,1100,1105,slaw 
../Set_P/review-067.txt,1105,1110,and a
../Set_P/review-067.txt,1072,1081,in from a
../Set_P/review-067.txt,346,349,in 
../Set_P/review-067.txt,803,809,from a
../Set_P/review-068.txt,1101,1114,rice from the
../Set_P/review-068.txt,472,477,rice 
../Set_P/review-068.txt,1106,1114,from the
../Set_P/review-068.txt,21,40,inside this shoebox
../Set_P/review-068.txt,21,28,inside 
../Set_P/review-068.txt,28,40,this shoebox
../Set_P/review-068.txt,218,237,topped with checked
../Set_P/review-068.txt,218,225,topped 
../Set_P/review-068.txt,225,237,with checked
../Set_P/review-068.txt,1248,1257,or a duck
../Set_P/review-068.txt,114,117,or 
../Set_P/review-068.txt,1251,1257,a duck
../Set_P/review-068.txt,246,264,diners will likely
../Set_P/review-068.txt,246,253,diners 
../Set_P/review-068.txt,253,264,will likely
../Set_P/review-068.txt,1226,1242,by extra sausage
../Set_P/review-068.txt,1226,1229,by 
../Set_P/review-068.txt,1229,1242,extra sausage
../Set_P/review-068.txt,87,100,you will spot
../Set_P/review-068.txt,12,16,you 
../Set_P/review-068.txt,91,100,will spot
../Set_P/review-068.txt,201,217,where tables are
../Set_P/review-068.txt,201,207,where 
../Set_P/review-068.txt,207,217,tables are
../Set_P/review-068.txt,120,134,sealed pots on
../Set_P/review-068.txt,120,127,sealed 
../Set_P/review-068.txt,127,134,pots on
../Set_P/review-068.txt,182,199,homey dining room
../Set_P/review-068.txt,182,188,homey 
../Set_P/review-068.txt,188,199,dining room
../Set_P/review-069.txt,644,659,making the room
../Set_P/review-069.txt,644,651,making 
../Set_P/review-069.txt,651,659,the room
../Set_P/review-069.txt,2112,2123,to the arts
../Set_P/review-069.txt,355,358,to 
../Set_P/review-069.txt,2115,2123,the arts
../Set_P/review-069.txt,2219,2241,Machiavelli survive on
../Set_P/review-069.txt,78,90,Machiavelli 
../Set_P/review-069.txt,2231,2241,survive on
../Set_P/review-069.txt,578,593,the chairs wide
../Set_P/review-069.txt,64,68,the 
../Set_P/review-069.txt,582,593,chairs wide
../Set_P/review-069.txt,524,548,candelabra are twinkling
../Set_P/review-069.txt,524,535,candelabra 
../Set_P/review-069.txt,535,548,are twinkling
../Set_P/review-069.txt,2066,2080,Nathalie de La
../Set_P/review-069.txt,2066,2075,Nathalie 
../Set_P/review-069.txt,2075,2080,de La
../Set_P/review-069.txt,854,870,to leave feeling
../Set_P/review-069.txt,355,358,to 
../Set_P/review-069.txt,857,870,leave feeling
../Set_P/review-069.txt,306,328,the coloratura soprano
../Set_P/review-069.txt,64,68,the 
../Set_P/review-069.txt,310,328,coloratura soprano
../Set_P/review-069.txt,2203,2218,arts might help
../Set_P/review-069.txt,2119,2124,arts 
../Set_P/review-069.txt,2208,2218,might help
../Set_P/review-069.txt,329,341,who even now
../Set_P/review-069.txt,243,247,who 
../Set_P/review-069.txt,333,341,even now
../Set_P/review-070.txt,1854,1868,for four years
../Set_P/review-070.txt,308,312,for 
../Set_P/review-070.txt,1858,1868,four years
../Set_P/review-070.txt,1969,1988,was blessedly short
../Set_P/review-070.txt,1870,1874,was 
../Set_P/review-070.txt,1973,1988,blessedly short
../Set_P/review-070.txt,1842,1853,have had it
../Set_P/review-070.txt,898,903,have 
../Set_P/review-070.txt,1847,1853,had it
../Set_P/review-070.txt,1996,2009,To quote that
../Set_P/review-070.txt,1996,1999,To 
../Set_P/review-070.txt,1999,2009,quote that
../Set_P/review-070.txt,1870,1888,was shuttered last
../Set_P/review-070.txt,1870,1874,was 
../Set_P/review-070.txt,1874,1888,shuttered last
../Set_P/review-070.txt,2010,2031,dreadlocked client at
../Set_P/review-070.txt,106,118,dreadlocked 
../Set_P/review-070.txt,2022,2031,client at
../Set_P/review-070.txt,6,21,s Brisket House
../Set_P/review-070.txt,6,8,s 
../Set_P/review-070.txt,8,21,Brisket House
../Set_P/review-070.txt,1821,1841,whose current owners
../Set_P/review-070.txt,1821,1827,whose 
../Set_P/review-070.txt,1827,1841,current owners
../Set_P/review-070.txt,1928,1942,But the hiatus
../Set_P/review-070.txt,1401,1405,But 
../Set_P/review-070.txt,1932,1942,the hiatus
../Set_P/review-070.txt,1789,1805,When the decades
../Set_P/review-070.txt,1789,1794,When 
../Set_P/review-070.txt,1794,1805,the decades
../Set_P/review-071.txt,2493,2505,needs to get
../Set_P/review-071.txt,2493,2499,needs 
../Set_P/review-071.txt,2499,2505,to get
../Set_P/review-071.txt,2329,2348,served with painful
../Set_P/review-071.txt,1328,1335,served 
../Set_P/review-071.txt,2336,2348,with painful
../Set_P/review-071.txt,180,192,Pera Soho is
../Set_P/review-071.txt,0,5,Pera 
../Set_P/review-071.txt,185,192,Soho is
../Set_P/review-071.txt,90,103,plate puts on
../Set_P/review-071.txt,90,96,plate 
../Set_P/review-071.txt,96,103,puts on
../Set_P/review-071.txt,647,665,cherry rickey with
../Set_P/review-071.txt,647,654,cherry 
../Set_P/review-071.txt,654,665,rickey with
../Set_P/review-071.txt,159,178,Open since December
../Set_P/review-071.txt,159,164,Open 
../Set_P/review-071.txt,164,178,since December
../Set_P/review-071.txt,2349,2362,slowness by a
../Set_P/review-071.txt,2349,2358,slowness 
../Set_P/review-071.txt,2358,2362,by a
../Set_P/review-071.txt,451,466,to the Thompson
../Set_P/review-071.txt,256,259,to 
../Set_P/review-071.txt,454,466,the Thompson
../Set_P/review-071.txt,635,646,like a sour
../Set_P/review-071.txt,635,640,like 
../Set_P/review-071.txt,640,646,a sour
../Set_P/review-071.txt,600,611,but not too
../Set_P/review-071.txt,507,511,but 
../Set_P/review-071.txt,604,611,not too
../Set_P/review-072.txt,439,451,in August by
../Set_P/review-072.txt,439,442,in 
../Set_P/review-072.txt,442,451,August by
../Set_P/review-072.txt,422,438,Chuko was opened
../Set_P/review-072.txt,60,66,Chuko 
../Set_P/review-072.txt,428,438,was opened
../Set_P/review-072.txt,1883,1898,of spicy ground
../Set_P/review-072.txt,177,180,of 
../Set_P/review-072.txt,1886,1898,spicy ground
../Set_P/review-072.txt,559,577,glitz in Manhattan
../Set_P/review-072.txt,559,565,glitz 
../Set_P/review-072.txt,565,577,in Manhattan
../Set_P/review-072.txt,1765,1779,egg bobbing on
../Set_P/review-072.txt,1765,1769,egg 
../Set_P/review-072.txt,1769,1779,bobbing on
../Set_P/review-072.txt,1853,1866,there will be
